idx,stages,latency,critσ,finalE,added_mem_raw,added_mem_war,added_mem_waw,added_mem_rar,added_mem_cons,dsp_need_total
562,8,8,1.0532687216470449,49,0,0,0,0,0,16
563,2,2,0.0,1,0,1,0,0,0,0
564,1,1,0.0,1,0,0,0,0,0,0
565,1,1,0.0,1,0,0,0,0,0,0
566,2,2,0.0,1,0,1,0,0,0,0
567,2,2,1.0,1,0,0,0,0,0,0
568,1,1,0.0,1,0,0,0,0,0,0
569,2,2,0.5,1,0,1,0,0,0,0
570,1,1,0.0,1,0,0,0,0,0,0
571,2,2,0.5,1,0,1,0,0,0,0
572,1,1,0.0,1,0,0,0,0,0,4
573,2,2,0.0,1,0,0,0,0,0,4
574,2,2,0.5,1,1,0,0,0,0,0
575,4,4,4.205650960315181,54,1,0,0,0,0,0
576,2,2,0.0,13,0,0,0,0,0,0
577,2,2,0.0,13,0,0,0,0,0,0
578,2,2,0.5,1,0,0,0,0,0,0
579,2,2,0.5,1,1,0,0,0,0,0
580,4,4,4.205650960315181,54,1,0,0,0,0,0
581,2,2,0.5,1,0,0,0,0,0,0
582,2,2,0.5,1,1,0,0,0,0,0
583,2,2,0.5,1,1,0,0,0,0,0
584,2,2,4.0,54,0,0,0,0,0,0
585,2,2,0.5,1,0,0,0,0,0,0
586,2,2,0.5,1,1,0,0,0,0,0
587,4,4,4.205650960315181,54,1,0,0,0,0,0
588,3,3,0.9428090415820634,4,0,0,0,0,0,0
589,3,3,0.9428090415820634,6,0,0,0,0,0,0
590,2,2,1.0,3,0,0,0,0,0,0
591,2,2,1.0,3,0,0,0,0,0,0
592,3,3,0.9428090415820634,4,0,0,0,0,0,0
593,3,3,0.9428090415820634,4,0,0,0,0,0,0
594,3,3,0.9428090415820634,4,0,0,0,0,0,0
595,3,3,0.9428090415820634,4,0,0,0,0,0,0
596,2,2,0.5,1,1,0,0,0,0,0
597,2,2,0.5,1,1,0,0,0,0,0
598,2,2,0.5,1,1,0,0,0,0,0
599,2,2,4.0,54,0,0,0,0,0,0
600,2,2,0.5,1,1,0,0,0,0,0
601,2,2,0.5,1,1,0,0,0,0,0
602,2,2,0.5,1,1,0,0,0,0,0
603,2,2,4.0,54,0,0,0,0,0,0
604,3,3,0.9428090415820634,4,0,0,0,0,0,0
605,3,3,0.9428090415820634,4,0,0,0,0,0,0
606,3,3,0.9428090415820634,4,0,0,0,0,0,0
607,3,3,0.9428090415820634,6,0,0,0,0,0,0
608,2,2,0.5,1,1,0,0,0,0,0
609,2,2,0.5,1,1,0,0,0,0,0
610,2,2,0.5,1,1,0,0,0,0,0
611,2,2,4.0,54,0,0,0,0,0,0
612,2,2,0.5,1,1,0,0,0,0,0
613,2,2,0.5,1,1,0,0,0,0,0
614,2,2,0.5,1,1,0,0,0,0,0
615,3,3,0.9428090415820634,6,0,0,0,0,0,0
616,2,2,4.0,54,0,0,0,0,0,0
617,2,2,1.5,6,0,0,0,0,0,0
618,2,2,0.0,1,0,1,0,0,0,0
619,2,2,0.0,1,0,1,0,0,0,0
620,2,2,0.5,1,0,0,0,0,0,0
621,3,3,0.9428090415820634,4,0,0,0,0,0,0
622,2,2,0.5,1,1,0,0,0,0,0
623,4,4,4.205650960315181,54,1,0,0,0,0,0
624,1,1,0.0,1,0,0,0,0,0,0
625,2,2,0.5,1,0,0,0,0,0,0
626,2,2,0.5,1,1,0,0,0,0,0
627,4,4,4.205650960315181,54,1,0,0,0,0,0
628,2,2,0.0,13,0,0,0,0,0,0
629,2,2,0.0,13,0,0,0,0,0,0
630,2,2,0.0,13,0,0,0,0,0,0
631,2,2,0.5,1,0,0,0,0,0,0
632,2,2,0.5,1,0,0,0,0,0,0
633,3,3,4.496912521077347,53,0,0,0,0,0,0
634,2,2,0.0,13,0,0,0,0,0,0
635,2,2,1.0,3,0,0,0,0,0,0
636,2,2,1.0,3,0,0,0,0,0,0
637,2,2,1.0,3,0,0,0,0,0,0
638,2,2,1.0,3,0,0,0,0,0,0
639,2,2,0.5,1,0,0,0,0,0,0
640,2,2,0.5,3,0,0,0,0,0,0
641,2,2,1.0,6,0,0,0,0,0,0
642,1,1,0.0,10,0,0,0,0,0,0
643,3,3,0.4714045207910317,7,0,0,0,0,0,4
644,4,4,0.7071067811865476,9,0,0,0,0,0,4
645,2,2,0.5,3,0,0,0,0,0,0
646,3,3,0.4714045207910317,7,0,0,0,0,0,4
647,4,4,0.7071067811865476,9,0,0,0,0,0,4
648,2,2,0.5,3,0,0,0,0,0,0
649,3,3,0.4714045207910317,2,0,0,0,0,0,4
650,1,1,0.0,1,0,0,0,0,0,0
651,2,2,0.5,1,0,0,0,0,0,4
652,2,2,0.5,1,0,0,0,0,0,4
653,2,2,0.0,2,0,0,0,0,0,0
654,1,1,0.0,3,0,0,0,0,0,0
655,1,1,0.0,1,0,0,0,0,0,0
656,2,2,0.0,5,0,0,0,1,0,0
657,2,2,0.5,3,0,0,0,0,0,0
658,2,2,0.0,1,0,0,0,0,0,0
659,3,3,0.0,2,0,0,0,0,0,0
660,1,1,0.0,3,0,0,0,0,0,4
661,1,1,0.0,6,0,0,0,0,0,4
662,1,1,0.0,1,0,0,0,0,0,0
663,2,2,0.0,1,0,0,0,0,0,0
664,1,1,0.0,1,0,0,0,0,0,0
665,2,2,1.5,2,0,0,0,0,0,0
666,1,1,0.0,1,0,0,0,0,0,0
667,1,1,0.0,1,0,0,0,0,0,0
668,2,2,0.5,1,0,0,0,0,0,0
669,1,1,0.0,5,0,0,0,0,0,0
670,1,1,0.0,3,0,0,0,0,0,0
671,2,2,1.5,4,0,0,0,0,0,0
672,2,2,0.0,1,0,0,0,0,0,0
673,1,1,0.0,1,0,0,0,0,0,0
674,1,1,0.0,2,0,0,0,0,0,0
675,1,1,0.0,6,0,0,0,0,0,0
676,2,2,1.0,6,0,0,0,0,0,0
677,1,1,0.0,10,0,0,0,0,0,0
678,1,1,0.0,1,0,0,0,0,0,0
679,1,1,0.0,1,0,0,0,0,0,0
680,3,3,0.4714045207910317,2,0,0,0,0,0,0
681,2,2,0.0,1,0,0,0,0,0,0
682,2,2,0.0,1,0,0,0,0,0,0
683,2,2,0.0,2,0,0,0,0,0,0
684,1,1,0.0,1,0,0,0,0,0,0
685,2,2,0.0,1,0,0,0,0,0,0
686,2,2,0.5,1,0,0,0,0,0,0
687,2,2,0.0,1,0,1,0,0,0,0
688,1,1,0.0,1,0,0,0,0,0,0
689,1,1,0.0,1,0,0,0,0,0,12
690,2,2,0.0,1,0,0,0,0,1,0
691,2,2,0.0,1,0,0,0,0,1,0
692,2,2,0.0,1,0,0,0,0,1,0
693,2,2,0.5,2,0,0,0,0,0,0
694,1,1,0.0,1,0,0,0,0,0,0
695,1,1,0.0,3,0,0,0,0,0,0
696,2,2,0.0,1,0,0,0,0,1,0
697,1,1,0.0,1,0,0,0,0,0,0
698,1,1,0.0,1,0,0,0,0,0,0
699,1,1,0.0,1,0,0,0,0,0,0
700,1,1,0.0,1,0,0,0,1,0,0
701,1,1,0.0,1,0,0,0,0,0,0
702,1,1,0.0,1,0,0,0,0,0,0
703,1,1,0.0,1,0,0,0,0,0,0
704,1,1,0.0,1,0,0,0,0,0,12
705,1,1,0.0,7,0,0,0,0,0,0
706,1,1,0.0,1,0,0,0,0,0,0
707,1,1,0.0,5,0,0,0,0,0,0
708,1,1,0.0,6,0,0,0,0,0,0
709,1,1,0.0,1,0,0,0,0,0,0
710,1,1,0.0,3,0,0,0,0,0,0
711,2,2,1.0,4,0,0,0,1,0,0
712,1,1,0.0,1,0,0,0,0,0,0
713,1,1,0.0,1,0,0,0,0,0,0
714,1,1,0.0,1,0,0,0,0,0,0
715,2,2,0.5,3,0,0,0,0,0,0
716,1,1,0.0,1,0,0,0,0,1,0
717,2,2,0.0,1,0,0,0,0,1,0
718,1,1,0.0,1,0,0,0,0,0,0
719,1,1,0.0,1,0,0,0,0,0,0
720,1,1,0.0,1,0,0,0,0,0,0
721,2,2,0.5,3,0,0,0,0,0,0
722,1,1,0.0,1,0,0,0,0,0,0
723,1,1,0.0,1,0,0,0,0,0,0
724,2,2,0.5,3,0,0,0,0,0,0
725,1,1,0.0,1,0,0,0,0,0,0
726,1,1,0.0,1,0,0,0,0,0,0
727,1,1,0.0,1,0,0,0,0,0,0
728,1,1,0.0,1,0,0,0,0,0,0
729,1,1,0.0,1,0,0,0,0,0,0
730,2,2,0.0,1,0,0,0,0,0,0
731,2,2,0.0,1,0,0,0,0,0,0
732,2,2,0.0,1,0,0,0,0,0,0
733,2,2,0.0,1,0,0,0,0,0,0
734,2,2,0.0,1,0,0,0,0,0,0
735,2,2,0.0,1,0,0,0,0,0,0
736,2,2,0.0,1,0,0,0,0,0,0
737,2,2,0.5,1,0,0,0,0,0,0
738,1,1,0.0,1,0,0,0,0,0,0
739,1,1,0.0,1,0,0,0,0,0,0
740,2,2,0.5,3,0,0,0,0,1,0
741,2,2,0.5,1,0,0,0,0,0,0
742,2,2,0.0,1,0,0,0,0,1,0
743,2,2,0.5,3,0,0,0,0,1,0
744,2,2,2.0,12,0,0,0,0,2,0
745,2,2,0.5,3,0,0,0,0,1,0
746,2,2,0.5,3,0,0,0,0,1,0
747,2,2,0.5,1,0,0,0,0,0,0
748,2,2,0.5,3,0,0,0,0,0,0
749,2,2,0.5,3,0,0,0,0,1,0
750,1,1,0.0,1,0,0,0,0,0,0
751,1,1,0.0,1,0,0,0,0,0,0
752,1,1,0.0,1,0,0,0,0,0,0
753,1,1,0.0,1,0,0,0,0,0,0
754,2,2,2.0,5,0,0,0,0,0,12
755,1,1,0.0,1,0,0,0,0,0,0
756,2,2,0.0,2,0,0,0,1,0,0
757,1,1,0.0,1,0,0,0,0,0,0
758,4,4,0.5,15,0,3,1,0,1,0
759,1,1,0.0,1,0,0,0,0,0,0
760,2,2,1.0,6,0,1,0,0,0,0
761,2,2,0.0,1,0,0,0,0,0,0
762,1,1,0.0,3,0,0,0,0,0,0
763,2,2,0.0,1,0,1,0,0,0,0
764,1,1,0.0,1,0,0,0,0,0,0
765,2,2,0.0,1,0,1,0,0,0,0
766,2,2,0.0,1,0,1,0,0,0,0
767,1,1,0.0,3,0,0,0,0,0,0
768,1,1,0.0,1,0,0,0,0,0,0
769,2,2,0.0,5,0,0,0,1,0,0
770,2,2,0.5,3,0,0,0,0,0,0
771,1,1,0.0,3,0,0,0,0,0,0
772,1,1,0.0,3,0,0,0,0,0,0
773,2,2,0.0,1,0,0,0,0,0,0
774,2,2,0.5,1,0,0,0,0,0,0
775,2,2,0.5,3,0,0,0,0,0,0
776,1,1,0.0,1,0,0,0,0,0,0
777,1,1,0.0,1,0,0,0,0,0,0
778,1,1,0.0,1,0,0,0,0,0,0
779,1,1,0.0,1,0,0,0,0,0,0
780,2,2,0.5,2,0,0,0,0,0,0
781,1,1,0.0,5,0,0,0,0,0,0
782,1,1,0.0,1,0,0,0,0,0,0
783,1,1,0.0,1,0,0,0,0,0,0
784,1,1,0.0,1,0,0,0,0,0,0
785,1,1,0.0,1,0,0,0,0,0,0
786,1,1,0.0,4,0,0,0,0,0,0
787,1,1,0.0,4,0,0,0,0,0,0
788,1,1,0.0,1,0,0,0,0,0,0
789,2,2,0.0,1,0,0,0,0,0,0
790,1,1,0.0,1,0,0,0,0,0,0
791,2,2,0.0,1,0,0,0,0,0,0
792,1,1,0.0,2,0,0,0,0,0,0
793,1,1,0.0,1,0,0,0,0,0,0
794,1,1,0.0,1,0,0,0,0,0,0
795,2,2,0.0,1,0,0,0,0,0,0
796,2,2,0.0,1,0,0,0,0,0,0
797,2,2,0.0,1,0,0,0,0,0,0
798,1,1,0.0,1,0,0,0,0,0,0
799,2,2,0.5,3,0,0,0,0,0,0
800,1,1,0.0,1,0,0,0,0,0,0
801,1,1,0.0,1,0,0,0,0,0,0
802,1,1,0.0,1,0,0,0,0,0,0
803,4,4,1.118033988749895,46,0,0,0,0,0,4
804,4,4,1.118033988749895,46,0,0,0,0,0,4
805,4,4,1.118033988749895,46,0,0,0,0,0,4
806,4,4,1.118033988749895,46,0,0,0,0,0,4
807,4,4,1.118033988749895,46,0,0,0,0,0,4
808,4,4,1.118033988749895,46,0,0,0,0,0,4
809,3,3,1.4142135623730951,10,0,0,0,0,0,0
810,3,3,1.4142135623730951,11,0,0,0,0,0,4
811,3,3,1.4142135623730951,10,0,0,0,0,0,0
812,1,1,0.0,1,0,0,0,0,0,0
813,1,1,0.0,1,0,0,0,0,0,0
814,1,1,0.0,1,0,0,0,0,0,0
815,1,1,0.0,16,0,0,0,0,0,0
816,1,1,0.0,1,0,0,0,0,0,0
817,1,1,0.0,1,0,0,0,0,0,0
818,1,1,0.0,1,0,0,0,0,0,0
819,1,1,0.0,1,0,0,0,0,0,0
820,1,1,0.0,1,0,0,0,0,0,0
821,1,1,0.0,1,0,0,0,0,0,0
822,1,1,0.0,1,0,0,0,0,0,0
823,3,3,0.9428090415820634,9,0,0,0,4,0,0
824,1,1,0.0,1,0,0,0,0,0,0
825,1,1,0.0,1,0,0,0,0,0,0
826,1,1,0.0,1,0,0,0,0,0,0
827,4,4,0.4330127018922193,6,0,0,0,0,0,0
828,1,1,0.0,1,0,0,0,0,0,0
829,1,1,0.0,1,0,0,0,0,0,0
830,1,1,0.0,1,0,0,0,0,0,0
831,1,1,0.0,1,0,0,0,0,0,0
832,1,1,0.0,1,0,0,0,0,0,0
833,2,2,0.5,1,0,0,0,0,0,0
834,1,1,0.0,11,0,0,0,0,0,4
835,1,1,0.0,1,0,0,0,0,0,0
836,1,1,0.0,3,0,0,0,0,0,0
837,7,7,0.7559289460184544,310,0,4,0,1,0,0
838,2,2,0.5,1,0,0,0,0,0,0
839,3,3,1.4142135623730951,11,0,0,0,0,0,4
840,1,1,0.0,1,0,0,0,0,0,0
841,2,2,0.0,1,0,1,0,0,0,0
842,2,2,1.5,84,0,0,0,0,0,0
843,1,1,0.0,1,0,0,0,0,0,0
844,2,2,0.5,40,0,0,0,0,0,0
845,2,2,2.0,34,0,0,0,0,0,0
846,1,1,0.0,1,0,0,0,0,0,0
847,1,1,0.0,47,0,0,0,0,0,0
848,1,1,0.0,1,0,0,0,0,0,0
849,2,2,1.5,90,0,0,0,0,0,0
850,2,2,2.0,45,0,0,0,0,0,0
851,13,13,2.675773404757859,433,5,0,0,2,0,64
852,1,1,0.0,1,0,0,0,0,0,0
853,1,1,0.0,1,0,0,0,0,0,0
854,1,1,0.0,2,0,0,0,0,0,0
855,1,1,0.0,36,0,0,0,0,0,8
856,2,2,0.5,2,0,0,0,0,0,0
857,2,2,2.0,2,0,0,0,0,0,0
858,1,1,0.0,1,0,0,0,0,0,0
859,1,1,0.0,4,0,0,0,0,0,0
860,2,2,0.0,5,0,0,0,0,0,0
861,2,2,0.0,1,0,0,0,0,0,0
862,1,1,0.0,1,0,0,0,0,0,0
863,1,1,0.0,1,0,0,0,0,0,0
864,2,2,0.5,2,0,0,0,0,0,0
865,1,1,0.0,1,0,0,0,0,0,0
866,1,1,0.0,1,0,0,0,0,0,0
867,1,1,0.0,1,0,0,0,0,0,0
868,1,1,0.0,1,0,0,0,0,0,0
869,1,1,0.0,1,0,0,0,0,0,0
870,1,1,0.0,1,0,0,0,0,0,0
871,1,1,0.0,1,0,0,0,0,0,0
872,1,1,0.0,4,0,0,0,0,0,0
873,2,2,0.0,1,0,0,0,0,0,0
874,1,1,0.0,1,0,0,0,0,0,0
875,1,1,0.0,1,0,0,0,0,0,0
876,2,2,0.0,9,0,0,0,0,0,0
877,1,1,0.0,1,0,0,0,0,0,0
878,1,1,0.0,1,0,0,0,0,0,0
879,2,2,4.0,23,0,0,0,0,0,0
880,3,3,0.9428090415820634,20,0,0,0,0,0,12
881,1,1,0.0,1,0,0,0,0,0,0
882,1,1,0.0,3,0,0,0,0,0,0
883,2,2,0.0,1,0,0,0,0,0,4
884,2,2,1.0,1,0,0,0,0,0,0
885,2,2,1.0,1,0,0,0,0,0,0
886,1,1,0.0,14,0,0,0,0,0,0
887,1,1,0.0,14,0,0,0,0,0,0
888,1,1,0.0,14,0,0,0,0,0,0
889,1,1,0.0,1,0,0,0,0,0,0
890,1,1,0.0,14,0,0,0,0,0,0
891,1,1,0.0,14,0,0,0,0,0,0
892,1,1,0.0,14,0,0,0,0,0,0
893,4,4,0.4330127018922193,6,0,0,0,0,0,0
894,1,1,0.0,1,0,0,0,0,0,0
895,1,1,0.0,1,0,0,0,0,0,0
896,4,4,1.118033988749895,46,0,0,0,0,0,4
897,1,1,0.0,1,0,0,0,0,0,0
898,1,1,0.0,1,0,0,0,0,0,0
899,1,1,0.0,1,0,0,0,0,0,0
900,1,1,0.0,1,0,0,0,0,0,0
901,1,1,0.0,3,0,0,0,0,0,0
902,1,1,0.0,2,0,0,0,0,0,0
903,1,1,0.0,2,0,0,0,0,0,0
904,1,1,0.0,2,0,0,0,0,0,0
905,2,2,0.5,1,0,0,0,0,0,0
906,1,1,0.0,1,0,0,0,0,0,0
907,1,1,0.0,1,0,0,0,0,0,0
908,1,1,0.0,3,0,0,0,0,0,0
909,1,1,0.0,3,0,0,0,0,0,0
910,1,1,0.0,1,0,0,0,0,0,0
911,1,1,0.0,1,0,0,0,0,0,0
912,1,1,0.0,1,0,0,0,0,0,0
913,2,2,0.5,2,0,0,0,0,0,0
914,1,1,0.0,1,0,0,0,0,0,0
915,1,1,0.0,1,0,0,0,0,0,0
916,1,1,0.0,1,0,0,0,0,0,0
917,1,1,0.0,1,0,0,0,0,0,0
918,1,1,0.0,1,0,0,0,0,0,0
919,1,1,0.0,1,0,0,0,0,0,0
920,1,1,0.0,1,0,0,0,0,0,0
921,1,1,0.0,1,0,0,0,0,0,0
922,2,2,0.0,1,0,0,0,0,0,0
923,1,1,0.0,1,0,0,0,0,0,0
924,2,2,2.0,2,0,0,0,0,0,0
925,1,1,0.0,4,0,0,0,0,0,0
926,3,3,3.559026084010437,21,0,0,0,0,0,0
927,1,1,0.0,4,0,0,0,0,0,0
928,2,2,0.0,1,0,0,0,0,0,0
929,1,1,0.0,1,0,0,0,0,0,0
930,1,1,0.0,3,0,0,0,0,0,0
931,2,2,1.5,6,0,0,0,0,0,12
932,1,1,0.0,16,0,0,0,0,0,0
933,1,1,0.0,1,0,0,0,0,0,0
934,2,2,0.5,2,0,0,0,0,0,0
935,1,1,0.0,1,0,0,0,0,0,0
936,3,3,2.160246899469287,12,1,1,0,0,0,0
937,3,3,0.9428090415820634,20,0,0,0,0,0,12
938,2,2,0.0,5,0,0,0,0,0,0
939,2,2,0.5,1,0,0,0,0,0,0
940,2,2,0.5,2,0,0,0,0,0,0
941,2,2,0.5,1,0,0,0,0,0,0
942,2,2,0.5,1,0,0,0,0,0,0
943,1,1,0.0,4,0,0,0,0,0,0
944,2,2,0.0,1,0,0,0,0,0,0
945,2,2,0.0,1,0,0,0,0,0,4
946,1,1,0.0,2,0,0,0,0,0,0
947,1,1,0.0,36,0,0,0,0,0,8
948,1,1,0.0,1,0,0,0,0,0,0
949,1,1,0.0,1,0,0,0,0,0,0
950,2,2,0.5,2,0,0,0,0,0,0
951,6,6,1.7716909687891083,119,0,0,0,0,0,0
952,1,1,0.0,1,0,0,0,0,0,0
953,1,1,0.0,4,0,0,0,0,0,0
954,2,2,0.0,1,0,0,0,0,0,0
955,1,1,0.0,1,0,0,0,0,0,0
956,1,1,0.0,1,0,0,0,0,0,0
957,2,2,0.0,9,0,0,0,0,0,0
958,1,1,0.0,1,0,0,0,0,0,0
959,1,1,0.0,1,0,0,0,0,0,0
960,2,2,4.0,23,0,0,0,0,0,0
961,2,2,0.0,1,0,1,0,0,0,0
962,11,11,3.047828111680038,311,0,0,0,0,0,32
963,3,3,1.8856180831641267,6,0,0,0,0,0,0
964,2,2,3.0,36,0,0,0,0,0,16
965,2,2,3.0,38,0,0,0,0,0,4
966,1,1,0.0,1,0,0,0,0,0,0
967,1,1,0.0,16,0,0,0,0,0,0
968,1,1,0.0,1,0,0,0,0,0,0
969,1,1,0.0,3,0,0,0,0,0,0
970,2,2,0.0,9,0,0,0,0,0,0
971,1,1,0.0,1,0,0,0,0,0,0
972,1,1,0.0,5,0,0,0,0,0,0
973,3,3,0.4714045207910317,3,1,0,0,0,0,0
974,1,1,0.0,1,0,0,0,0,0,0
975,1,1,0.0,1,0,0,0,0,0,0
976,1,1,0.0,1,0,0,0,0,0,0
977,1,1,0.0,1,0,0,0,0,0,0
978,1,1,0.0,1,0,0,0,0,0,0
979,1,1,0.0,1,0,0,0,0,0,0
980,1,1,0.0,1,0,0,0,0,0,0
981,1,1,0.0,1,0,0,0,0,0,0
982,1,1,0.0,1,0,0,0,0,0,0
983,1,1,0.0,1,0,0,0,0,0,0
984,1,1,0.0,1,0,0,0,0,0,0
985,1,1,0.0,1,0,0,0,0,0,0
986,1,1,0.0,14,0,0,0,0,0,0
987,1,1,0.0,14,0,0,0,0,0,0
988,1,1,0.0,14,0,0,0,0,0,0
989,1,1,0.0,14,0,0,0,0,0,0
990,1,1,0.0,14,0,0,0,0,0,0
991,1,1,0.0,14,0,0,0,0,0,0
992,1,1,0.0,1,0,0,0,0,0,0
993,2,2,0.5,2,0,0,0,0,0,0
994,6,6,1.7716909687891083,119,0,0,0,0,0,0
995,3,3,3.559026084010437,21,0,0,0,0,0,0
996,4,4,0.4330127018922193,6,0,0,0,0,0,0
997,1,1,0.0,1,0,0,0,0,0,0
998,1,1,0.0,1,0,0,0,0,0,0
999,1,1,0.0,3,0,0,0,0,0,0
1000,1,1,0.0,3,0,0,0,0,0,0
1001,2,2,0.5,2,0,0,0,0,0,0
1002,1,1,0.0,1,0,0,0,0,0,0
1003,1,1,0.0,1,0,0,0,0,0,0
1004,1,1,0.0,1,0,0,0,0,0,0
1005,2,2,0.5,1,0,0,0,0,0,0
1006,1,1,0.0,1,0,0,0,0,0,0
1007,1,1,0.0,1,0,0,0,0,0,0
1008,1,1,0.0,3,0,0,0,0,0,0
1009,1,1,0.0,2,0,0,0,0,0,0
1010,2,2,2.0,2,0,0,0,0,0,0
1011,1,1,0.0,2,0,0,0,0,0,0
1012,1,1,0.0,2,0,0,0,0,0,0
1013,1,1,0.0,1,0,0,0,0,0,0
1014,1,1,0.0,4,0,0,0,0,0,0
1015,2,2,0.0,1,0,0,0,0,0,0
1016,3,3,0.9428090415820634,20,0,0,0,0,0,12
1017,1,1,0.0,4,0,0,0,0,0,0
1018,1,1,0.0,1,0,0,0,0,0,0
1019,2,2,1.0,3,0,0,0,0,0,0
1020,2,2,0.0,1,0,0,0,0,0,0
1021,1,1,0.0,1,0,0,0,0,0,0
1022,1,1,0.0,2,0,0,0,0,0,0
1023,1,1,0.0,1,0,0,0,0,0,0
1024,2,2,0.5,2,0,0,0,0,0,0
1025,2,2,0.0,5,0,0,0,0,0,0
1026,2,2,0.5,2,0,0,0,0,0,0
1027,1,1,0.0,2,0,0,0,0,0,0
1028,2,2,0.0,1,0,0,0,0,0,4
1029,1,1,0.0,36,0,0,0,0,0,8
1030,1,1,0.0,1,0,0,0,0,0,0
1031,1,1,0.0,1,0,0,0,0,0,0
1032,1,1,0.0,1,0,0,0,0,0,0
1033,2,2,0.0,1,0,1,0,0,0,0
1034,1,1,0.0,1,0,0,0,0,0,0
1035,1,1,0.0,4,0,0,0,0,0,0
1036,2,2,0.0,1,0,0,0,0,0,0
1037,1,1,0.0,1,0,0,0,0,0,0
1038,1,1,0.0,1,0,0,0,0,0,0
1039,2,2,0.0,9,0,0,0,0,0,0
1040,1,1,0.0,1,0,0,0,0,0,0
1041,1,1,0.0,1,0,0,0,0,0,0
1042,2,2,4.0,23,0,0,0,0,0,0
1043,1,1,0.0,1,0,0,0,0,0,0
1044,1,1,0.0,1,0,0,0,0,0,0
1045,11,11,3.047828111680038,311,0,0,0,0,0,32
1046,3,3,1.8856180831641267,6,0,0,0,0,0,0
1047,2,2,3.0,36,0,0,0,0,0,16
1048,2,2,3.0,38,0,0,0,0,0,4
1049,1,1,0.0,16,0,0,0,0,0,0
1050,1,1,0.0,1,0,0,0,0,0,0
1051,1,1,0.0,1,0,0,0,0,0,0
1052,1,1,0.0,3,0,0,0,0,0,0
1053,2,2,0.0,9,0,0,0,0,0,0
1054,1,1,0.0,1,0,0,0,0,0,0
1055,1,1,0.0,5,0,0,0,0,0,0
1056,3,3,0.4714045207910317,3,1,0,0,0,0,0
1057,1,1,0.0,1,0,0,0,0,0,0
1058,2,2,0.0,1,0,0,0,0,0,0
1059,1,1,0.0,1,0,0,0,0,0,0
1060,1,1,0.0,1,0,0,0,0,0,0
1061,1,1,0.0,3,0,0,0,0,0,0
1062,1,1,0.0,2,0,0,0,0,0,0
1063,1,1,0.0,1,0,0,0,0,0,0
1064,1,1,0.0,1,0,0,0,0,0,0
1065,2,2,0.0,1,0,0,0,0,0,0
1066,1,1,0.0,2,0,0,0,0,0,0
1067,2,2,0.0,1,0,0,0,0,0,0
1068,1,1,0.0,2,0,0,0,0,0,0
1069,1,1,0.0,2,0,0,0,0,0,0
1070,1,1,0.0,1,0,0,0,0,0,0
1071,2,2,1.0,1,0,0,0,0,0,0
1072,2,2,1.0,1,0,0,0,0,0,0
1073,2,2,1.0,1,0,0,0,0,0,0
1074,1,1,0.0,2,0,0,0,0,0,0
1075,2,2,0.5,2,0,0,0,0,0,0
1076,1,1,0.0,1,0,0,0,0,0,0
1077,2,2,1.5,5,0,1,0,0,0,0
1078,1,1,0.0,1,0,0,0,0,0,0
1079,1,1,0.0,1,0,0,0,0,0,0
1080,4,4,0.5,15,0,2,1,0,4,0
1081,1,1,0.0,1,0,0,0,0,0,0
1082,1,1,0.0,3,0,0,0,0,0,0
1083,1,1,0.0,1,0,0,0,0,0,0
1084,2,2,4.0,30,0,0,0,0,0,12
1085,1,1,0.0,1,0,0,0,0,0,0
1086,2,2,1.5,14,0,0,0,0,0,0
1087,2,2,1.5,9,0,0,0,0,0,0
1088,5,5,0.8944271909999159,17,0,0,0,0,0,0
1089,1,1,0.0,1,0,0,0,0,0,0
1090,2,2,0.5,2,0,0,0,0,0,0
1091,2,2,0.0,11,0,0,0,0,1,0
1092,1,1,0.0,1,0,0,0,0,0,0
1093,2,2,1.0,3,0,0,0,0,0,0
1094,2,2,0.5,3,0,0,0,0,0,0
1095,2,2,1.0,4,0,0,0,0,0,0
1096,2,2,2.0,3,0,1,0,0,0,0
1097,3,3,3.559026084010437,48,0,0,0,0,0,24
1098,2,2,3.5,80,0,0,0,0,0,0
1099,1,1,0.0,3,0,0,0,0,0,0
1100,2,2,0.5,3,0,0,0,0,0,0
1101,2,2,0.0,1,0,0,0,0,0,0
1102,1,1,0.0,1,0,0,0,0,0,0
1103,1,1,0.0,1,0,0,0,0,0,0
1104,1,1,0.0,1,0,0,0,0,0,0
1105,3,3,0.4714045207910317,3,0,0,0,0,0,0
1106,2,2,0.5,1,0,0,0,0,0,0
1107,3,3,0.4714045207910317,3,0,0,0,0,0,0
1108,2,2,0.5,2,0,0,0,0,0,0
1109,1,1,0.0,1,0,0,0,0,0,0
1110,3,3,2.160246899469287,61,0,0,0,0,3,0
1111,2,2,1.5,4,0,0,0,0,0,0
1112,1,1,0.0,1,0,0,0,0,0,0
1113,1,1,0.0,11,0,0,0,0,0,12
1114,2,2,0.5,2,0,0,0,0,0,0
1115,1,1,0.0,1,0,0,0,0,0,0
1116,2,2,0.0,3,0,0,0,0,0,0
1117,1,1,0.0,1,0,0,0,0,0,0
1118,1,1,0.0,1,0,0,0,0,0,0
1119,4,4,1.8708286933869707,20,0,2,0,0,1,0
1120,1,1,0.0,8,0,0,0,0,0,0
1121,2,2,0.0,1,0,0,0,0,0,0
1122,1,1,0.0,3,0,0,0,0,0,0
1123,1,1,0.0,1,0,0,0,0,0,0
1124,1,1,0.0,7,0,0,0,0,0,0
