idx,stages,latency,critσ,finalE,added_mem_raw,added_mem_war,added_mem_waw,added_mem_rar,added_mem_cons,dsp_need_total
206,2,2,0.0,1,0,1,0,0,0,0
207,2,2,0.0,1,0,1,0,0,0,0
208,1,1,0.0,1,0,0,0,0,0,0
209,2,2,0.5,1,0,0,0,0,0,0
210,1,1,0.0,6,0,0,0,0,0,0
211,1,1,0.0,1,0,0,0,0,0,0
212,2,2,0.5,1,0,0,0,0,0,0
213,1,1,0.0,6,0,0,0,0,0,0
214,1,1,0.0,1,0,0,0,0,0,0
215,1,1,0.0,1,0,0,0,0,0,0
216,1,1,0.0,3,0,0,0,0,0,0
217,1,1,0.0,1,0,0,0,0,0,0
218,1,1,0.0,1,0,0,0,0,0,0
219,2,2,0.0,1,0,1,0,0,0,0
220,2,2,0.0,2,0,0,0,1,0,0
221,1,1,0.0,1,0,0,0,0,0,0
222,2,2,0.0,1,0,1,0,0,0,0
223,2,2,1.0,2,0,0,0,0,0,0
224,2,2,1.0,3,0,0,0,0,0,0
225,2,2,0.5,1,0,0,0,0,0,0
226,2,2,0.0,2,0,0,0,0,0,0
227,1,1,0.0,4,0,0,0,0,0,12
228,1,1,0.0,1,0,0,0,0,0,0
229,4,4,0.0,4,0,0,0,0,0,0
230,1,1,0.0,1,0,0,0,0,0,0
231,3,3,0.0,3,0,1,0,0,1,0
232,3,3,0.4714045207910317,5,1,0,0,0,0,0
233,1,1,0.0,1,0,0,0,0,0,0
234,3,3,0.4714045207910317,2,0,0,0,0,0,0
235,3,3,0.4714045207910317,2,0,0,0,0,0,0
236,1,1,0.0,1,0,0,0,0,0,0
237,3,3,0.4714045207910317,2,0,0,0,0,0,0
238,1,1,0.0,1,0,0,0,0,0,0
239,1,1,0.0,6,0,0,0,0,0,0
240,1,1,0.0,1,0,0,0,0,0,0
241,3,3,0.4714045207910317,4,0,0,0,0,0,0
242,1,1,0.0,1,0,0,0,0,0,0
243,3,3,0.4714045207910317,3,0,0,0,0,0,0
244,1,1,0.0,1,0,0,0,0,0,0
245,3,3,0.4714045207910317,3,0,0,0,0,0,0
246,2,2,0.0,2,0,0,0,1,0,0
247,1,1,0.0,1,0,0,0,0,0,0
248,2,2,0.0,1,0,1,0,0,0,0
249,1,1,0.0,1,0,0,0,0,0,0
250,2,2,1.0,2,0,0,0,0,0,0
251,2,2,1.0,3,0,0,0,0,0,0
252,3,3,0.0,2,0,0,0,0,0,0
253,1,1,0.0,1,0,0,0,0,0,0
254,1,1,0.0,1,0,0,0,0,0,0
255,1,1,0.0,3,0,0,0,0,0,0
256,2,2,0.5,1,0,0,0,0,0,0
257,1,1,0.0,6,0,0,0,0,0,0
258,2,2,0.0,1,0,0,0,0,0,0
259,1,1,0.0,1,0,0,0,0,0,0
260,6,6,0.7453559924999299,5,0,0,0,0,0,0
261,1,1,0.0,1,0,0,0,0,0,0
262,1,1,0.0,1,0,0,0,0,0,0
263,1,1,0.0,1,0,0,0,0,0,0
264,1,1,0.0,1,0,0,0,0,0,0
265,2,2,1.0,3,0,0,0,0,0,0
266,2,2,1.0,1,0,0,0,0,0,0
267,8,8,1.7320508075688772,84,4,0,0,4,0,0
268,2,2,0.0,2,1,0,0,0,0,0
269,2,2,0.0,3,1,0,0,0,0,0
270,2,2,0.0,2,1,0,0,0,0,0
271,1,1,0.0,1,0,0,0,0,0,0
272,1,1,0.0,1,0,0,0,0,0,0
273,1,1,0.0,1,0,0,0,0,0,0
274,3,3,2.494438257849294,5,0,0,0,0,0,0
275,1,1,0.0,1,0,0,0,0,0,0
276,1,1,0.0,1,0,0,0,0,0,0
277,1,1,0.0,1,0,0,0,0,0,0
278,1,1,0.0,1,0,0,0,0,0,0
279,3,3,0.9428090415820634,4,1,0,0,0,0,0
280,2,2,0.0,3,1,0,0,0,0,0
281,1,1,0.0,1,0,0,0,0,0,0
282,2,2,0.0,2,1,0,0,0,0,0
283,2,2,0.5,1,0,0,0,0,0,0
284,1,1,0.0,1,0,0,0,0,0,0
285,1,1,0.0,1,0,0,0,0,0,0
286,2,2,0.5,3,0,0,0,0,1,0
287,2,2,1.0,1,0,0,0,0,0,0
288,2,2,1.0,1,0,0,0,0,0,0
289,2,2,0.0,1,0,0,0,0,0,0
290,2,2,0.0,1,0,0,0,0,0,0
291,1,1,0.0,1,0,0,0,0,0,0
292,3,3,0.9428090415820634,3,1,0,0,0,0,0
293,19,19,1.5217718205053643,874,2,0,0,3,0,48
294,1,1,0.0,1,0,0,0,0,0,0
295,1,1,0.0,1,0,0,0,0,0,0
296,1,1,0.0,1,0,0,0,0,0,0
297,3,3,0.9428090415820634,4,0,0,0,0,0,0
298,3,3,0.4714045207910317,6,0,0,0,0,0,0
299,3,3,0.9428090415820634,2,0,0,0,0,0,0
300,1,1,0.0,1,0,0,0,0,0,0
301,2,2,1.0,1,0,0,0,0,0,0
302,2,2,0.5,3,0,0,0,0,0,0
303,4,4,1.0,6,0,0,0,0,0,0
304,3,3,0.9428090415820634,2,0,0,0,0,0,0
305,1,1,0.0,1,0,0,0,0,0,0
306,1,1,0.0,1,0,0,0,0,0,0
307,1,1,0.0,1,0,0,0,0,0,0
308,3,3,0.9428090415820634,4,0,0,0,0,0,0
309,4,4,1.224744871391589,47,0,0,0,1,0,24
310,1,1,0.0,1,0,0,0,0,0,0
311,1,1,0.0,1,0,0,0,0,0,0
312,2,2,2.0,2,0,0,0,0,0,0
313,1,1,0.0,1,0,0,0,0,0,0
314,1,1,0.0,1,0,0,0,0,0,0
315,2,2,1.0,3,0,0,0,0,0,0
316,8,8,1.7320508075688772,84,4,0,0,4,0,0
317,2,2,0.0,2,1,0,0,0,0,0
318,2,2,0.0,3,1,0,0,0,0,0
319,2,2,0.0,2,1,0,0,0,0,0
320,6,6,0.7453559924999299,5,0,0,0,0,0,0
321,1,1,0.0,1,0,0,0,0,0,0
322,1,1,0.0,1,0,0,0,0,0,0
323,1,1,0.0,1,0,0,0,0,0,0
324,2,2,1.0,1,0,0,0,0,0,0
325,1,1,0.0,1,0,0,0,0,0,0
326,2,2,2.0,2,0,0,0,0,0,0
327,1,1,0.0,1,0,0,0,0,0,0
328,3,3,2.494438257849294,5,0,0,0,0,0,0
329,1,1,0.0,1,0,0,0,0,0,0
330,1,1,0.0,1,0,0,0,0,0,0
331,1,1,0.0,1,0,0,0,0,0,0
332,1,1,0.0,1,0,0,0,0,0,0
333,3,3,0.9428090415820634,4,1,0,0,0,0,0
334,2,2,0.0,3,1,0,0,0,0,0
335,1,1,0.0,1,0,0,0,0,0,0
336,2,2,0.0,2,1,0,0,0,0,0
337,2,2,0.5,1,0,0,0,0,0,0
338,1,1,0.0,1,0,0,0,0,0,0
339,1,1,0.0,1,0,0,0,0,0,0
340,2,2,0.5,3,0,0,0,0,1,0
341,2,2,1.0,1,0,0,0,0,0,0
342,2,2,1.0,1,0,0,0,0,0,0
343,2,2,0.0,1,0,0,0,0,0,0
344,2,2,0.0,1,0,0,0,0,0,0
345,1,1,0.0,1,0,0,0,0,0,0
346,3,3,0.9428090415820634,3,1,0,0,0,0,0
347,19,19,1.5217718205053643,874,2,0,0,3,0,48
348,1,1,0.0,1,0,0,0,0,0,0
349,1,1,0.0,1,0,0,0,0,0,0
350,1,1,0.0,1,0,0,0,0,0,0
351,3,3,0.9428090415820634,4,0,0,0,0,0,0
352,3,3,0.4714045207910317,6,0,0,0,0,0,0
353,3,3,0.9428090415820634,2,0,0,0,0,0,0
354,2,2,0.5,3,0,0,0,0,0,0
355,4,4,1.0,6,0,0,0,0,0,0
356,3,3,0.9428090415820634,2,0,0,0,0,0,0
357,2,2,0.5,1,0,0,0,0,0,0
358,1,1,0.0,1,0,0,0,0,0,0
359,1,1,0.0,1,0,0,0,0,0,0
360,2,2,0.5,3,0,0,0,0,1,0
361,1,1,0.0,1,0,0,0,0,0,0
362,2,2,1.0,1,0,0,0,0,0,0
363,3,3,0.9428090415820634,2,0,0,0,0,0,0
364,4,4,1.224744871391589,47,0,0,0,1,0,24
365,1,1,0.0,1,0,0,0,0,0,0
366,2,2,0.0,1,0,0,0,0,0,0
367,1,1,0.0,1,0,0,0,0,0,0
368,1,1,0.0,1,0,0,0,0,0,0
369,1,1,0.0,1,0,0,0,0,0,0
370,1,1,0.0,1,0,0,0,0,0,0
371,1,1,0.0,1,0,0,0,0,0,0
372,1,1,0.0,1,0,0,0,0,0,0
373,1,1,0.0,1,0,0,0,0,0,0
374,1,1,0.0,1,0,0,0,0,0,0
375,1,1,0.0,1,0,0,0,0,0,0
376,2,2,1.0,3,0,0,0,0,0,0
377,8,8,1.7320508075688772,84,4,0,0,4,0,0
378,2,2,0.0,2,1,0,0,0,0,0
379,2,2,0.0,3,1,0,0,0,0,0
380,2,2,0.0,2,1,0,0,0,0,0
381,1,1,0.0,1,0,0,0,0,0,0
382,2,2,2.0,2,0,0,0,0,0,0
383,3,3,2.494438257849294,5,0,0,0,0,0,0
384,1,1,0.0,1,0,0,0,0,0,0
385,1,1,0.0,1,0,0,0,0,0,0
386,1,1,0.0,1,0,0,0,0,0,0
387,1,1,0.0,1,0,0,0,0,0,0
388,3,3,0.9428090415820634,4,1,0,0,0,0,0
389,2,2,0.0,3,1,0,0,0,0,0
390,1,1,0.0,1,0,0,0,0,0,0
391,2,2,0.0,2,1,0,0,0,0,0
392,2,2,0.5,1,0,0,0,0,0,0
393,1,1,0.0,1,0,0,0,0,0,0
394,1,1,0.0,1,0,0,0,0,0,0
395,2,2,0.5,3,0,0,0,0,1,0
396,1,1,0.0,1,0,0,0,0,0,0
397,1,1,0.0,1,0,0,0,0,0,0
398,1,1,0.0,1,0,0,0,0,0,0
399,3,3,0.9428090415820634,4,0,0,0,0,0,0
400,3,3,0.9428090415820634,2,0,0,0,0,0,0
401,2,2,1.0,1,0,0,0,0,0,0
402,2,2,1.0,1,0,0,0,0,0,0
403,2,2,0.0,1,0,0,0,0,0,0
404,1,1,0.0,1,0,0,0,0,0,0
405,3,3,0.9428090415820634,3,1,0,0,0,0,0
406,19,19,1.5217718205053643,874,2,0,0,3,0,48
407,2,2,0.5,3,0,0,0,0,0,0
408,4,4,1.0,6,0,0,0,0,0,0
409,3,3,0.9428090415820634,2,0,0,0,0,0,0
410,1,1,0.0,1,0,0,0,0,0,0
411,3,3,0.9428090415820634,2,0,0,0,0,0,0
412,2,2,0.5,1,0,0,0,0,0,0
413,1,1,0.0,1,0,0,0,0,0,0
414,1,1,0.0,1,0,0,0,0,0,0
415,2,2,0.5,3,0,0,0,0,1,0
416,1,1,0.0,1,0,0,0,0,0,0
417,1,1,0.0,1,0,0,0,0,0,0
418,1,1,0.0,1,0,0,0,0,0,0
419,3,3,0.9428090415820634,4,0,0,0,0,0,0
420,1,1,0.0,1,0,0,0,0,0,0
421,6,6,0.7453559924999299,5,0,0,0,0,0,0
422,2,2,1.0,1,0,0,0,0,0,0
423,1,1,0.0,1,0,0,0,0,0,0
424,2,2,0.0,1,0,0,0,0,0,0
425,3,3,0.4714045207910317,6,0,0,0,0,0,0
426,2,2,1.0,1,0,0,0,0,0,0
427,4,4,1.224744871391589,47,0,0,0,1,0,24
428,2,2,0.0,1,0,0,0,0,0,0
429,1,1,0.0,1,0,0,0,0,0,0
430,1,1,0.0,1,0,0,0,0,0,0
431,1,1,0.0,1,0,0,0,0,0,0
432,1,1,0.0,1,0,0,0,0,0,0
433,2,2,1.0,3,0,0,0,0,0,0
434,8,8,1.7320508075688772,84,4,0,0,4,0,0
435,2,2,0.0,2,1,0,0,0,0,0
436,2,2,0.0,3,1,0,0,0,0,0
437,2,2,0.0,2,1,0,0,0,0,0
438,1,1,0.0,1,0,0,0,0,0,0
439,1,1,0.0,1,0,0,0,0,0,0
440,1,1,0.0,1,0,0,0,0,0,0
441,1,1,0.0,1,0,0,0,0,0,0
442,3,3,0.9428090415820634,4,1,0,0,0,0,0
443,2,2,0.0,3,1,0,0,0,0,0
444,1,1,0.0,1,0,0,0,0,0,0
445,2,2,0.0,2,1,0,0,0,0,0
446,1,1,0.0,1,0,0,0,0,0,0
447,2,2,2.0,2,0,0,0,0,0,0
448,3,3,2.494438257849294,5,0,0,0,0,0,0
449,1,1,0.0,1,0,0,0,0,0,0
450,1,1,0.0,1,0,0,0,0,0,0
451,1,1,0.0,1,0,0,0,0,0,0
452,2,2,0.5,1,0,0,0,0,0,0
453,1,1,0.0,1,0,0,0,0,0,0
454,1,1,0.0,1,0,0,0,0,0,0
455,2,2,0.5,3,0,0,0,0,1,0
456,1,1,0.0,1,0,0,0,0,0,0
457,2,2,0.5,1,0,0,0,0,0,0
458,1,1,0.0,1,0,0,0,0,0,0
459,1,1,0.0,1,0,0,0,0,0,0
460,2,2,0.5,3,0,0,0,0,1,0
461,3,3,0.9428090415820634,2,0,0,0,0,0,0
462,1,1,0.0,1,0,0,0,0,0,0
463,1,1,0.0,1,0,0,0,0,0,0
464,1,1,0.0,1,0,0,0,0,0,0
465,3,3,0.9428090415820634,4,0,0,0,0,0,0
466,2,2,0.5,3,0,0,0,0,0,0
467,4,4,1.0,6,0,0,0,0,0,0
468,6,6,0.7453559924999299,5,0,0,0,0,0,0
469,2,2,1.0,1,0,0,0,0,0,0
470,1,1,0.0,1,0,0,0,0,0,0
471,2,2,0.0,1,0,0,0,0,0,0
472,3,3,0.4714045207910317,6,0,0,0,0,0,0
473,2,2,1.0,1,0,0,0,0,0,0
474,4,4,1.224744871391589,47,0,0,0,1,0,24
475,1,1,0.0,1,0,0,0,0,0,0
476,2,2,0.0,1,0,0,0,0,0,0
477,2,2,0.0,1,0,1,0,0,0,0
478,2,2,0.0,1,0,0,0,0,0,0
479,1,1,0.0,1,0,0,0,0,0,0
480,2,2,0.0,1,0,0,0,0,0,0
481,3,3,0.9428090415820634,6,0,0,0,0,0,0
482,2,2,0.0,1,0,0,0,0,0,0
483,1,1,0.0,1,0,0,0,0,0,0
484,2,2,0.0,1,0,1,0,0,0,0
485,4,4,0.5,7,0,0,0,1,0,0
486,2,2,0.0,1,0,1,0,0,0,0
487,1,1,0.0,1,0,0,0,0,0,0
488,1,1,0.0,2,0,0,0,0,0,0
489,2,2,1.0,2,0,0,0,0,0,0
490,1,1,0.0,11,0,0,0,0,0,0
491,2,2,0.0,1,0,1,0,0,0,0
492,2,2,1.0,3,0,0,0,0,1,0
493,1,1,0.0,1,0,0,0,0,0,0
494,2,2,0.0,1,0,1,0,0,0,0
495,1,1,0.0,1,0,0,0,0,0,0
496,1,1,0.0,1,0,0,0,0,0,0
497,1,1,0.0,1,0,0,0,0,0,0
498,16,16,1.5761900266148114,216,0,0,0,0,0,0
499,3,3,0.4714045207910317,3,1,0,0,0,0,0
500,2,2,0.0,1,0,1,0,0,0,0
501,1,1,0.0,1,0,0,0,0,0,0
502,3,3,1.4142135623730951,8,0,0,0,0,0,12
503,2,2,0.0,2,0,2,0,0,0,0
504,3,3,0.4714045207910317,2,0,0,0,0,0,0
505,2,2,0.5,4,0,0,0,0,0,0
506,2,2,0.0,1,0,1,0,0,0,0
507,2,2,0.0,1,0,1,0,0,0,0
508,1,1,0.0,1,0,0,0,0,0,0
509,2,2,0.0,1,0,1,0,0,0,0
510,2,2,1.0,1,0,0,0,0,0,0
511,2,2,0.5,3,0,0,0,0,0,0
512,2,2,0.0,1,0,1,0,0,0,0
513,2,2,0.0,1,0,1,0,0,0,0
514,3,3,0.4714045207910317,3,0,0,0,0,0,0
515,2,2,0.0,1,0,0,0,0,0,0
516,1,1,0.0,1,0,0,0,0,0,12
517,1,1,0.0,1,0,0,0,1,0,0
518,1,1,0.0,1,0,0,0,0,0,0
519,1,1,0.0,1,0,0,0,0,0,0
520,2,2,0.5,4,0,0,0,0,0,0
521,1,1,0.0,1,0,0,0,0,0,0
522,1,1,0.0,1,0,0,0,0,0,0
523,1,1,0.0,6,0,0,0,0,0,0
524,1,1,0.0,1,0,0,0,0,0,0
525,1,1,0.0,1,0,0,0,0,0,0
526,3,3,0.9428090415820634,6,0,0,0,0,0,0
527,1,1,0.0,8,0,0,0,0,0,0
528,6,6,0.0,20,3,0,0,3,4,0
529,3,3,0.0,2,0,1,0,0,0,0
530,3,3,0.0,2,0,1,0,0,0,0
531,1,1,0.0,1,0,0,0,0,0,0
532,2,2,0.0,1,0,1,0,0,0,0
533,2,2,0.0,1,0,1,0,0,0,0
534,2,2,0.0,1,0,1,0,0,0,0
535,1,1,0.0,1,0,0,0,0,0,0
536,1,1,0.0,1,0,0,0,0,0,0
537,1,1,0.0,1,0,0,0,0,0,0
538,1,1,0.0,1,0,0,0,0,0,0
539,1,1,0.0,2,0,0,0,0,0,0
540,2,2,0.0,1,0,1,0,0,0,0
541,2,2,0.0,1,0,1,0,0,0,0
542,2,2,0.0,2,0,2,0,0,0,0
543,2,2,0.0,1,0,1,0,0,0,0
544,2,2,0.0,1,0,1,0,0,0,0
545,1,1,0.0,9,0,0,0,0,0,24
546,2,2,0.0,1,0,1,0,0,0,0
547,2,2,0.0,1,0,0,0,0,0,4
548,4,4,1.7320508075688772,6,0,0,0,0,0,0
549,4,4,1.7320508075688772,6,0,0,0,0,0,0
550,4,4,1.7320508075688772,6,0,0,0,0,0,0
551,4,4,1.7320508075688772,6,0,0,0,0,0,0
552,4,4,0.8660254037844386,3,0,0,0,0,0,0
553,4,4,0.8660254037844386,3,0,0,0,0,0,0
554,1,1,0.0,1,0,0,0,0,0,0
555,1,1,0.0,1,0,0,0,0,0,4
556,4,4,0.4330127018922193,6,0,0,0,0,0,8
557,2,2,0.5,2,0,0,0,0,0,0
558,1,1,0.0,1,0,0,0,0,0,0
559,2,2,0.0,1,0,0,0,0,0,0
560,3,3,2.0548046676563256,19,0,0,0,0,0,8
561,1,1,0.0,1,0,0,0,0,0,0
