idx,stages,latency,critσ,combHits,dspHits,baseE,rawE,warE,wawE,flagWR,flagWAW,finalE
40,2,2,1.0,1,0,3,3,0,0,0,0,6
41,1,1,0.0,0,0,1,0,0,0,0,0,1
42,2,2,1.0,1,0,3,2,0,0,0,1,6
43,1,1,0.0,0,0,1,0,0,0,0,0,1
44,1,1,0.0,0,0,2,1,0,0,0,0,3
45,1,1,0.0,0,0,1,0,0,0,0,0,1
46,1,1,0.0,0,0,1,0,0,0,0,0,1
47,2,2,1.0,1,0,3,3,0,0,0,0,6
48,1,1,0.0,0,0,1,0,0,0,0,0,1
49,1,1,0.0,0,0,1,0,0,0,0,0,1
50,1,1,0.0,0,0,1,0,0,0,0,0,1
51,1,1,0.0,0,0,2,1,0,0,0,0,3
52,2,2,1.0,1,0,3,2,0,0,0,1,6
53,2,2,1.0,1,0,1,0,0,0,0,0,1
54,2,2,1.0,1,0,1,0,0,0,0,0,1
55,2,2,1.0,1,0,1,0,0,0,0,0,1
56,2,2,1.0,1,0,1,0,0,0,0,0,1
57,1,1,0.0,0,0,1,0,0,0,0,0,1
58,2,2,1.0,1,0,1,0,0,0,0,0,1
59,2,2,1.0,1,0,1,0,0,0,0,0,1
60,2,2,1.0,1,0,1,0,0,0,0,0,1
61,2,2,1.0,1,0,1,0,0,0,0,0,1
62,1,1,0.0,0,0,1,0,0,0,0,0,1
63,1,1,0.0,0,0,1,0,0,0,0,0,1
64,1,1,0.0,0,0,1,0,0,0,0,0,1
65,1,1,0.0,0,0,1,0,0,0,0,0,1
66,1,1,0.0,0,0,1,0,0,0,0,0,1
67,2,2,1.0,1,0,1,0,0,0,0,0,1
68,2,2,1.0,1,0,1,0,0,0,0,0,1
69,1,1,0.0,0,0,1,0,0,0,0,0,1
70,2,2,1.0,1,0,1,0,0,0,0,0,1
71,2,2,1.0,1,0,1,0,0,0,0,0,1
72,2,2,1.0,1,0,1,0,0,0,0,0,1
73,2,2,1.0,1,0,1,0,0,0,0,0,1
74,1,1,0.0,0,0,1,0,0,0,0,0,1
75,1,1,0.0,0,0,1,0,0,0,0,0,1
76,1,1,0.0,0,0,1,0,0,0,0,0,1
77,1,1,0.0,0,0,1,0,0,0,0,0,1
78,1,1,0.0,0,0,1,0,0,0,0,0,1
79,2,2,1.0,1,0,1,0,0,0,0,0,1
80,2,2,1.0,1,0,1,0,0,0,0,0,1
81,1,1,0.0,0,0,1,0,0,0,0,0,1
82,2,2,1.0,1,0,1,0,0,0,0,0,1
83,2,2,1.0,1,0,1,0,0,0,0,0,1
84,2,2,1.0,1,0,1,0,0,0,0,0,1
85,2,2,1.0,1,0,1,0,0,0,0,0,1
86,2,2,1.0,1,0,1,0,0,0,0,0,1
87,2,2,1.0,1,0,1,0,0,0,0,0,1
88,2,2,1.0,1,0,1,0,0,0,0,0,1
89,2,2,1.0,1,0,1,0,0,0,0,0,1
90,1,1,0.0,0,0,1,0,0,0,0,0,1
91,1,1,0.0,0,0,1,0,0,0,0,0,1
92,1,1,0.0,0,0,1,0,0,0,0,0,1
93,1,1,0.0,0,0,1,0,0,0,0,0,1
94,1,1,0.0,0,0,1,0,0,0,0,0,1
95,1,1,0.0,0,0,1,0,0,0,0,0,1
96,2,2,1.0,1,0,1,0,0,0,0,0,1
97,2,2,1.0,1,0,1,0,0,0,0,0,1
98,2,2,1.0,1,0,1,0,0,0,0,0,1
99,2,2,1.0,1,0,1,0,0,0,0,0,1
100,2,2,1.0,1,0,1,0,0,0,0,0,1
101,2,2,1.0,1,0,1,0,0,0,0,0,1
102,2,2,1.0,1,0,1,0,0,0,0,0,1
103,1,1,0.0,0,0,1,0,0,0,0,0,1
104,2,2,1.0,1,0,1,0,0,0,0,0,1
105,1,1,0.0,0,0,1,0,0,0,0,0,1
106,1,1,0.0,0,0,1,0,0,0,0,0,1
107,1,1,0.0,0,0,1,0,0,0,0,0,1
108,1,1,0.0,0,0,1,0,0,0,0,0,1
109,1,1,0.0,0,0,1,0,0,0,0,0,1
110,1,1,0.0,0,0,1,0,0,0,0,0,1
111,1,1,0.0,0,0,1,0,0,0,0,0,1
112,1,1,0.0,0,0,1,0,0,0,0,0,1
113,1,1,0.0,0,0,1,0,0,0,0,0,1
114,2,2,0.5,0,1,1,0,0,0,0,0,1
115,1,1,0.0,0,0,1,0,0,0,0,0,1
116,1,1,0.0,0,0,1,0,0,0,0,0,1
117,2,2,1.0,1,0,3,0,2,0,0,1,6
118,1,1,0.0,0,0,1,0,0,0,0,0,1
119,1,1,0.0,0,0,1,0,0,0,0,0,1
120,1,1,0.0,0,0,1,0,0,0,0,0,1
121,1,1,0.0,0,0,1,0,0,0,0,0,1
122,1,1,0.0,0,0,1,0,0,0,0,0,1
123,2,2,0.5,1,0,2,0,0,0,0,0,2
124,5,5,0.6324555320336759,1,2,5,1,1,0,0,2,9
125,1,1,0.0,0,0,1,0,0,0,0,0,1
126,1,1,0.0,0,0,1,0,0,0,0,0,1
127,1,1,0.0,0,0,1,0,0,0,0,0,1
128,1,1,0.0,0,0,1,0,0,0,0,0,1
129,1,1,0.0,0,0,2,1,0,0,0,0,3
130,1,1,0.0,0,0,1,0,0,0,0,0,1
131,2,2,1.0,1,0,2,1,0,0,0,0,3
132,2,2,0.5,1,0,3,3,0,0,0,0,6
133,1,1,0.0,0,0,1,0,0,0,0,0,1
134,1,1,0.0,0,0,1,0,0,0,0,0,1
135,1,1,0.0,0,0,1,0,0,0,0,0,1
136,1,1,0.0,0,0,1,0,0,0,0,0,1
137,3,3,0.0,2,0,4,1,0,0,0,0,5
138,1,1,0.0,0,0,2,1,0,0,0,0,3
139,2,2,1.0,1,0,3,2,0,0,0,1,6
140,1,1,0.0,0,0,1,0,0,0,0,0,1
141,1,1,0.0,0,0,2,1,0,0,0,0,3
142,1,1,0.0,0,0,1,0,0,0,0,0,1
143,1,1,0.0,0,0,1,0,0,0,0,0,1
144,1,1,0.0,0,0,1,0,0,0,0,0,1
145,1,1,0.0,0,0,1,0,0,0,0,0,1
146,1,1,0.0,0,0,1,0,0,0,0,0,1
147,2,2,0.5,0,1,1,0,0,0,0,0,1
148,1,1,0.0,0,0,1,0,0,0,0,0,1
149,1,1,0.0,0,0,1,0,0,0,0,0,1
150,1,1,0.0,0,0,2,0,1,0,0,0,3
151,1,1,0.0,0,0,1,0,0,0,0,0,1
152,2,2,1.0,1,0,1,0,0,0,0,0,1
153,2,2,1.0,1,0,1,0,0,0,0,0,1
154,2,2,1.0,1,0,1,0,0,0,0,0,1
155,1,1,0.0,0,0,1,0,0,0,0,0,1
156,1,1,0.0,0,0,1,0,0,0,0,0,1
157,1,1,0.0,0,0,1,0,0,0,0,0,1
158,2,2,1.0,1,0,1,0,0,0,0,0,1
159,2,2,1.0,1,0,1,0,0,0,0,0,1
160,1,1,0.0,0,0,1,0,0,0,0,0,1
161,1,1,0.0,0,0,1,0,0,0,0,0,1
162,1,1,0.0,0,0,1,0,0,0,0,0,1
163,2,2,1.0,1,0,1,0,0,0,0,0,1
164,1,1,0.0,0,0,1,0,0,0,0,0,1
165,1,1,0.0,0,0,1,0,0,0,0,0,1
166,1,1,0.0,0,0,2,1,0,0,0,0,3
167,1,1,0.0,0,0,2,1,0,0,0,0,3
168,1,1,0.0,0,0,1,0,0,0,0,0,1
169,1,1,0.0,0,0,2,1,0,0,0,0,3
170,1,1,0.0,0,0,1,0,0,0,0,0,1
171,1,1,0.0,0,0,1,0,0,0,0,0,1
172,2,2,1.0,1,0,1,0,0,0,0,0,1
173,2,2,1.0,1,0,1,0,0,0,0,0,1
174,1,1,0.0,0,0,1,0,0,0,0,0,1
175,1,1,0.0,0,0,1,0,0,0,0,0,1
176,1,1,0.0,0,0,1,0,0,0,0,0,1
177,1,1,0.0,0,0,1,0,0,0,0,0,1
178,1,1,0.0,0,0,1,0,0,0,0,0,1
179,1,1,0.0,0,0,1,0,0,0,0,0,1
180,2,2,1.0,1,0,1,0,0,0,0,0,1
181,2,2,1.0,1,0,1,0,0,0,0,0,1
182,2,2,1.0,1,0,1,0,0,0,0,0,1
183,2,2,1.0,1,0,1,0,0,0,0,0,1
184,2,2,1.0,1,0,1,0,0,0,0,0,1
185,2,2,1.0,1,0,1,0,0,0,0,0,1
186,2,2,1.0,1,0,1,0,0,0,0,0,1
187,2,2,1.0,1,0,1,0,0,0,0,0,1
188,2,2,1.0,1,0,1,0,0,0,0,0,1
189,2,2,1.0,1,0,1,0,0,0,0,0,1
190,2,2,1.0,1,0,1,0,0,0,0,0,1
191,2,2,1.0,1,0,1,0,0,0,0,0,1
192,2,2,1.0,1,0,1,0,0,0,0,0,1
193,2,2,1.0,1,0,1,0,0,0,0,0,1
194,2,2,1.0,1,0,1,0,0,0,0,0,1
195,1,1,0.0,0,0,1,0,0,0,0,0,1
196,1,1,0.0,0,0,1,0,0,0,0,0,1
197,1,1,0.0,0,0,1,0,0,0,0,0,1
198,2,2,1.0,1,0,1,0,0,0,0,0,1
199,2,2,1.0,1,0,1,0,0,0,0,0,1
200,2,2,1.0,1,0,1,0,0,0,0,0,1
201,2,2,1.0,1,0,1,0,0,0,0,0,1
202,2,2,1.0,1,0,1,0,0,0,0,0,1
203,2,2,1.0,1,0,1,0,0,0,0,0,1
204,2,2,1.0,1,0,1,0,0,0,0,0,1
205,2,2,1.0,1,0,1,0,0,0,0,0,1
206,2,2,1.0,1,0,1,0,0,0,0,0,1
207,2,2,1.0,1,0,1,0,0,0,0,0,1
208,1,1,0.0,0,0,1,0,0,0,0,0,1
209,1,1,0.0,0,0,1,0,0,0,0,0,1
210,1,1,0.0,0,0,1,0,0,0,0,0,1
211,1,1,0.0,0,0,2,1,0,0,0,0,3
212,2,2,1.0,1,0,1,0,0,0,0,0,1
213,2,2,1.0,1,0,1,0,0,0,0,0,1
214,2,2,1.0,1,0,1,0,0,0,0,0,1
215,2,2,1.0,1,0,1,0,0,0,0,0,1
216,2,2,1.0,1,0,1,0,0,0,0,0,1
217,2,2,1.0,1,0,1,0,0,0,0,0,1
218,2,2,0.5,1,0,2,1,0,0,0,0,3
219,2,2,0.5,1,0,2,1,0,0,0,0,3
220,2,2,1.0,1,0,1,0,0,0,0,0,1
221,2,2,1.0,1,0,1,0,0,0,0,0,1
222,2,2,1.0,1,0,1,0,0,0,0,0,1
223,2,2,1.0,1,0,1,0,0,0,0,0,1
224,2,2,1.0,1,0,1,0,0,0,0,0,1
225,2,2,1.0,1,0,1,0,0,0,0,0,1
226,2,2,1.0,1,0,1,0,0,0,0,0,1
227,2,2,1.0,1,0,1,0,0,0,0,0,1
228,2,2,1.0,1,0,1,0,0,0,0,0,1
229,2,2,1.0,1,0,1,0,0,0,0,0,1
230,2,2,0.0,1,0,3,1,0,0,0,0,4
231,1,1,0.0,0,0,2,1,0,0,0,0,3
232,2,2,1.0,1,0,1,0,0,0,0,0,1
233,2,2,1.0,1,0,1,0,0,0,0,0,1
234,1,1,0.0,0,0,1,0,0,0,0,0,1
235,1,1,0.0,0,0,1,0,0,0,0,0,1
236,1,1,0.0,0,0,1,0,0,0,0,0,1
237,7,7,0.4948716593053935,3,0,16,10,10,0,0,4,40
238,1,1,0.0,0,0,1,0,0,0,0,0,1
239,1,1,0.0,0,0,1,0,0,0,0,0,1
240,2,2,1.0,1,0,1,0,0,0,0,0,1
241,1,1,0.0,0,0,1,0,0,0,0,0,1
242,2,2,1.0,1,0,1,0,0,0,0,0,1
243,1,1,0.0,0,0,1,0,0,0,0,0,1
244,2,2,1.0,1,0,1,0,0,0,0,0,1
245,2,2,1.0,1,0,1,0,0,0,0,0,1
246,2,2,1.0,1,0,1,0,0,0,0,0,1
247,2,2,1.0,1,0,1,0,0,0,0,0,1
248,2,2,1.0,1,0,1,0,0,0,0,0,1
249,2,2,1.0,1,0,1,0,0,0,0,0,1
250,2,2,1.0,1,0,1,0,0,0,0,0,1
251,2,2,1.0,1,0,1,0,0,0,0,0,1
252,2,2,0.5,1,0,2,1,0,0,0,0,3
253,2,2,0.5,1,0,2,1,0,0,0,0,3
254,2,2,1.0,1,0,1,0,0,0,0,0,1
255,2,2,1.0,1,0,1,0,0,0,0,0,1
256,2,2,1.0,1,0,1,0,0,0,0,0,1
257,2,2,1.0,1,0,1,0,0,0,0,0,1
258,2,2,0.0,1,0,3,1,0,0,0,0,4
259,2,2,1.0,1,0,1,0,0,0,0,0,1
260,2,2,1.0,1,0,1,0,0,0,0,0,1
261,2,2,1.0,1,0,1,0,0,0,0,0,1
262,2,2,1.0,1,0,1,0,0,0,0,0,1
263,1,1,0.0,0,0,1,0,0,0,0,0,1
264,1,1,0.0,0,0,1,0,0,0,0,0,1
265,1,1,0.0,0,0,1,0,0,0,0,0,1
266,2,2,1.0,1,0,1,0,0,0,0,0,1
267,2,2,1.0,1,0,1,0,0,0,0,0,1
268,7,7,0.4948716593053935,3,0,16,10,10,0,0,4,40
269,1,1,0.0,0,0,1,0,0,0,0,0,1
270,1,1,0.0,0,0,1,0,0,0,0,0,1
271,2,2,1.0,1,0,1,0,0,0,0,0,1
272,1,1,0.0,0,0,2,0,1,0,0,0,3
273,1,1,0.0,0,0,2,0,0,0,0,0,1
274,1,1,0.0,0,0,1,0,0,0,0,0,1
275,1,1,0.0,0,0,1,0,0,0,0,0,1
276,2,2,1.0,1,0,1,0,0,0,0,0,1
277,1,1,0.0,0,0,1,0,0,0,0,0,1
278,1,1,0.0,0,0,2,1,0,0,0,0,3
279,1,1,0.0,0,0,1,0,0,0,0,0,1
280,1,1,0.0,0,0,1,0,0,0,0,0,1
281,1,1,0.0,0,0,1,0,0,0,0,0,1
282,1,1,0.0,0,0,1,0,0,0,0,0,1
283,1,1,0.0,0,0,1,0,0,0,0,0,1
284,1,1,0.0,0,0,1,0,0,0,0,0,1
285,4,4,0.82915619758885,1,1,5,3,1,1,0,1,11
286,1,1,0.0,0,0,1,0,0,0,0,0,1
287,2,2,1.0,1,0,1,0,0,0,0,0,1
288,2,2,0.5,1,0,4,2,1,0,0,3,10
289,1,1,0.0,0,0,2,1,0,0,0,0,3
290,1,1,0.0,0,0,1,0,0,0,0,0,1
291,2,2,0.5,1,0,4,2,1,0,0,2,9
292,1,1,0.0,0,0,1,0,0,0,0,0,1
293,1,1,0.0,0,0,2,1,0,0,0,0,3
294,1,1,0.0,0,0,2,1,0,0,0,0,3
295,2,2,1.0,1,0,3,3,0,0,0,0,6
296,1,1,0.0,0,0,1,0,0,0,0,0,1
297,1,1,0.0,0,0,2,1,0,0,0,0,3
298,2,2,1.0,1,0,1,0,0,0,0,0,1
299,1,1,0.0,0,0,1,0,0,0,0,0,1
300,1,1,0.0,0,0,1,0,0,0,0,0,1
301,1,1,0.0,0,0,1,0,0,0,0,0,1
302,3,3,0.4714045207910317,0,1,2,1,0,0,0,0,3
303,1,1,0.0,0,0,1,0,0,0,0,0,1
304,1,1,0.0,0,0,1,0,0,0,0,0,1
305,2,2,0.5,0,1,1,0,0,0,0,0,1
306,1,1,0.0,0,0,1,0,0,0,0,0,1
307,2,2,0.5,0,1,1,0,0,0,0,0,1
308,1,1,0.0,0,0,1,0,0,0,0,0,1
309,3,3,0.4714045207910317,0,1,2,1,0,0,0,0,3
310,1,1,0.0,0,0,1,0,0,0,0,0,1
311,1,1,0.0,0,0,1,0,0,0,0,0,1
312,1,1,0.0,0,0,1,0,0,0,0,0,1
313,1,1,0.0,0,0,1,0,0,0,0,0,1
314,1,1,0.0,0,0,1,0,0,0,0,0,1
315,1,1,0.0,0,0,1,0,0,0,0,0,1
316,1,1,0.0,0,0,1,0,0,0,0,0,1
317,1,1,0.0,0,0,1,0,0,0,0,0,1
318,1,1,0.0,0,0,1,0,0,0,0,0,1
319,2,2,0.0,0,1,2,0,1,0,0,0,3
320,2,2,0.0,0,1,2,0,1,0,0,0,3
321,2,2,0.5,0,1,1,0,0,0,0,0,1
322,2,2,0.5,0,1,1,0,0,0,0,0,1
323,2,2,0.0,0,1,2,0,1,0,0,0,3
324,2,2,1.0,1,0,1,0,0,0,0,0,1
325,1,1,0.0,0,0,2,0,0,0,0,1,3
326,1,1,0.0,0,0,1,0,0,0,0,0,1
327,2,2,0.5,1,0,2,1,0,0,0,0,3
328,1,1,0.0,0,0,1,0,0,0,0,0,1
329,2,2,0.0,1,0,3,2,0,0,0,1,6
330,2,2,0.5,1,0,2,0,0,0,0,0,2
331,1,1,0.0,0,0,2,0,0,0,0,0,1
332,2,2,0.5,1,0,2,1,0,0,0,0,3
333,1,1,0.0,0,0,1,0,0,0,0,0,1
334,2,2,0.0,1,0,3,2,0,0,0,1,6
335,2,2,0.5,1,0,2,0,0,0,0,0,2
336,2,2,1.0,1,0,1,0,0,0,0,0,1
337,1,1,0.0,0,0,1,0,0,0,0,0,1
338,1,1,0.0,0,0,1,0,0,0,0,0,1
339,1,1,0.0,0,0,1,0,0,0,0,0,1
340,1,1,0.0,0,0,1,0,0,0,0,0,1
341,2,2,1.0,1,0,3,2,0,0,0,1,6
342,2,2,1.0,1,0,1,0,0,0,0,0,1
343,1,1,0.0,0,0,1,0,0,0,0,0,1
344,1,1,0.0,0,0,1,0,0,0,0,0,1
345,1,1,0.0,0,0,1,0,0,0,0,0,1
346,2,2,1.0,1,0,2,0,0,0,0,0,1
347,1,1,0.0,0,0,1,0,0,0,0,0,1
348,3,3,0.9428090415820634,2,0,8,2,1,0,0,6,17
349,2,2,1.0,1,0,1,0,0,0,0,0,1
350,1,1,0.0,0,0,1,0,0,0,0,0,1
351,2,2,1.0,1,0,1,0,0,0,0,0,1
352,1,1,0.0,0,0,1,0,0,0,0,0,1
353,1,1,0.0,0,0,1,0,0,0,0,0,1
354,1,1,0.0,0,0,1,0,0,0,0,0,1
355,1,1,0.0,0,0,1,0,0,0,0,0,1
356,1,1,0.0,0,0,1,0,0,0,0,0,1
357,1,1,0.0,0,0,1,0,0,0,0,0,1
358,1,1,0.0,0,0,1,0,0,0,0,0,1
359,2,2,1.0,1,0,1,0,0,0,0,0,1
360,2,2,1.0,1,0,3,2,0,0,0,1,6
361,1,1,0.0,0,0,1,0,0,0,0,0,1
362,1,1,0.0,0,0,1,0,0,0,0,0,1
363,1,1,0.0,0,0,1,0,0,0,0,0,1
364,1,1,0.0,0,0,1,0,0,0,0,0,1
365,1,1,0.0,0,0,1,0,0,0,0,0,1
366,1,1,0.0,0,0,1,0,0,0,0,0,1
367,2,2,1.0,1,0,1,0,0,0,0,0,1
368,3,3,0.9428090415820634,2,0,8,2,1,0,0,6,17
369,1,1,0.0,0,0,1,0,0,0,0,0,1
370,1,1,0.0,0,0,1,0,0,0,0,0,1
371,1,1,0.0,0,0,1,0,0,0,0,0,1
372,1,1,0.0,0,0,1,0,0,0,0,0,1
373,1,1,0.0,0,0,1,0,0,0,0,0,1
374,1,1,0.0,0,0,1,0,0,0,0,0,1
375,1,1,0.0,0,0,2,0,0,0,0,1,3
376,2,2,0.0,1,0,3,1,0,0,0,0,4
377,6,6,0.7453559924999299,5,0,20,15,5,3,0,15,58
378,1,1,0.0,0,0,1,0,0,0,0,0,1
379,1,1,0.0,0,0,1,0,0,0,0,0,1
380,1,1,0.0,0,0,1,0,0,0,0,0,1
381,1,1,0.0,0,0,1,0,0,0,0,0,1
382,1,1,0.0,0,0,1,0,0,0,0,0,1
383,1,1,0.0,0,0,1,0,0,0,0,0,1
384,1,1,0.0,0,0,1,0,0,0,0,0,1
385,6,6,0.7453559924999299,5,0,20,15,5,3,0,15,58
386,1,1,0.0,0,0,1,0,0,0,0,0,1
387,1,1,0.0,0,0,1,0,0,0,0,0,1
388,2,2,1.0,1,0,3,3,0,0,0,0,6
389,1,1,0.0,0,0,1,0,0,0,0,0,1
390,2,2,1.0,1,0,3,2,0,0,0,1,6
391,1,1,0.0,0,0,1,0,0,0,0,0,1
392,2,2,1.0,1,0,3,3,0,0,0,0,6
393,1,1,0.0,0,0,1,0,0,0,0,0,1
394,2,2,1.0,1,0,3,2,0,0,0,1,6
395,1,1,0.0,0,0,1,0,0,0,0,0,1
396,1,1,0.0,0,0,1,0,0,0,0,0,1
397,1,1,0.0,0,0,1,0,0,0,0,0,1
398,1,1,0.0,0,0,2,1,0,0,0,0,3
399,2,2,1.0,1,0,1,0,0,0,0,0,1
400,2,2,1.0,1,0,3,3,0,0,0,0,6
401,1,1,0.0,0,0,1,0,0,0,0,0,1
402,1,1,0.0,0,0,1,0,0,0,0,0,1
403,1,1,0.0,0,0,2,1,0,0,0,0,3
404,1,1,0.0,0,0,1,0,0,0,0,0,1
405,1,1,0.0,0,0,1,0,0,0,0,0,1
406,1,1,0.0,0,0,1,0,0,0,0,0,1
407,2,2,1.0,1,0,3,2,0,0,0,1,6
408,1,1,0.0,0,0,1,0,0,0,0,0,1
409,2,2,1.0,1,0,1,0,0,0,0,0,1
410,1,1,0.0,0,0,1,0,0,0,0,0,1
411,2,2,1.0,1,0,1,0,0,0,0,0,1
412,2,2,1.0,1,0,1,0,0,0,0,0,1
413,2,2,1.0,1,0,1,0,0,0,0,0,1
414,1,1,0.0,0,0,1,0,0,0,0,0,1
415,2,2,1.0,1,0,1,0,0,0,0,0,1
416,1,1,0.0,0,0,1,0,0,0,0,0,1
417,1,1,0.0,0,0,1,0,0,0,0,0,1
418,2,2,1.0,1,0,1,0,0,0,0,0,1
419,2,2,1.0,1,0,1,0,0,0,0,0,1
420,2,2,1.0,1,0,1,0,0,0,0,0,1
421,2,2,1.0,1,0,1,0,0,0,0,0,1
422,1,1,0.0,0,0,1,0,0,0,0,0,1
423,2,2,1.0,1,0,1,0,0,0,0,0,1
424,2,2,1.0,1,0,1,0,0,0,0,0,1
425,2,2,1.0,1,0,1,0,0,0,0,0,1
426,2,2,1.0,1,0,1,0,0,0,0,0,1
427,2,2,1.0,1,0,1,0,0,0,0,0,1
428,2,2,1.0,1,0,1,0,0,0,0,0,1
429,2,2,1.0,1,0,1,0,0,0,0,0,1
430,1,1,0.0,0,0,1,0,0,0,0,0,1
431,2,2,1.0,1,0,1,0,0,0,0,0,1
432,1,1,0.0,0,0,1,0,0,0,0,0,1
433,1,1,0.0,0,0,1,0,0,0,0,0,1
434,1,1,0.0,0,0,1,0,0,0,0,0,1
435,1,1,0.0,0,0,1,0,0,0,0,0,1
436,1,1,0.0,0,0,1,0,0,0,0,0,1
437,1,1,0.0,0,0,1,0,0,0,0,0,1
438,2,2,0.5,1,0,2,0,0,0,0,0,2
439,1,1,0.0,0,0,1,0,0,0,0,0,1
440,1,1,0.0,0,0,1,0,0,0,0,0,1
441,1,1,0.0,0,0,1,0,0,0,0,0,1
442,1,1,0.0,0,0,1,0,0,0,0,0,1
443,2,2,1.0,1,0,3,0,2,0,0,1,6
444,1,1,0.0,0,0,1,0,0,0,0,0,1
445,1,1,0.0,0,0,1,0,0,0,0,0,1
446,5,5,0.6324555320336759,1,2,5,1,1,0,0,2,9
447,2,2,0.5,0,1,1,0,0,0,0,0,1
448,1,1,0.0,0,0,1,0,0,0,0,0,1
449,1,1,0.0,0,0,1,0,0,0,0,0,1
450,1,1,0.0,0,0,1,0,0,0,0,0,1
451,1,1,0.0,0,0,1,0,0,0,0,0,1
452,1,1,0.0,0,0,1,0,0,0,0,0,1
453,1,1,0.0,0,0,1,0,0,0,0,0,1
454,1,1,0.0,0,0,1,0,0,0,0,0,1
455,1,1,0.0,0,0,1,0,0,0,0,0,1
456,1,1,0.0,0,0,1,0,0,0,0,0,1
457,1,1,0.0,0,0,1,0,0,0,0,0,1
458,1,1,0.0,0,0,1,0,0,0,0,0,1
459,1,1,0.0,0,0,1,0,0,0,0,0,1
460,1,1,0.0,0,0,2,1,0,0,0,0,3
461,1,1,0.0,0,0,1,0,0,0,0,0,1
462,1,1,0.0,0,0,2,1,0,0,0,0,3
463,1,1,0.0,0,0,1,0,0,0,0,0,1
464,1,1,0.0,0,0,1,0,0,0,0,0,1
465,2,2,1.0,1,0,1,0,0,0,0,0,1
466,1,1,0.0,0,0,1,0,0,0,0,0,1
467,1,1,0.0,0,0,1,0,0,0,0,0,1
468,1,1,0.0,0,0,1,0,0,0,0,0,1
469,1,1,0.0,0,0,1,0,0,0,0,0,1
470,1,1,0.0,0,0,1,0,0,0,0,0,1
471,2,2,1.0,1,0,1,0,0,0,0,0,1
472,2,2,1.0,1,0,1,0,0,0,0,0,1
473,1,1,0.0,0,0,1,0,0,0,0,0,1
474,2,2,1.0,1,0,1,0,0,0,0,0,1
475,1,1,0.0,0,0,1,0,0,0,0,0,1
476,2,2,1.0,1,0,1,0,0,0,0,0,1
477,2,2,1.0,1,0,1,0,0,0,0,0,1
478,2,2,1.0,1,0,1,0,0,0,0,0,1
479,2,2,1.0,1,0,1,0,0,0,0,0,1
480,2,2,1.0,1,0,1,0,0,0,0,0,1
481,2,2,1.0,1,0,1,0,0,0,0,0,1
482,2,2,1.0,1,0,1,0,0,0,0,0,1
483,2,2,1.0,1,0,1,0,0,0,0,0,1
484,2,2,1.0,1,0,1,0,0,0,0,0,1
485,2,2,1.0,1,0,1,0,0,0,0,0,1
486,2,2,1.0,1,0,1,0,0,0,0,0,1
487,1,1,0.0,0,0,1,0,0,0,0,0,1
488,1,1,0.0,0,0,1,0,0,0,0,0,1
489,1,1,0.0,0,0,1,0,0,0,0,0,1
490,1,1,0.0,0,0,2,1,0,0,0,0,3
491,2,2,1.0,1,0,1,0,0,0,0,0,1
492,2,2,1.0,1,0,1,0,0,0,0,0,1
493,2,2,1.0,1,0,1,0,0,0,0,0,1
