run_tag,timestamp_utc,pblock,pblock_clb_total,pblock_clb_used,pblock_dsp_total,pblock_dsp_used,total_on_chip_power_w,dynamic_power_w,device_static_power_w,fmax_mhz,wns_ns,stage_count,muops,pcs,latencies
521.wrf_r,2025-07-11T20:01:43Z,pblock_2,2460,474,144,9,2.869,0.395,2.474,505.221,1.354,1+1+1,"SUBSS-SUBSS-SUBSS, VMOVD-VPBROADCASTB, MOV-ADD","0x7bb9aaf571c2,0x7bb9aaf571c6,0x7bb9aaf571ca,0x7bb9aaba0f84,0x7bb9aaba0f8b,0x61a3f659e19a,0x61a3f659e1a0","1,0,0,1,0,1,0"
