run_tag,timestamp_utc,pblock,pblock_clb_total,pblock_clb_used,pblock_dsp_total,pblock_dsp_used,total_on_chip_power_w,dynamic_power_w,device_static_power_w,fmax_mhz,wns_ns,stage_count,muops,pcs,latencies
644.nab_s,2025-07-11T20:01:44Z,pblock_2,2460,939,144,38,3.031,0.555,2.476,465.911,1.187,1+1+1+1+1+1+1+1+1+1,"INC-MOVSXD, MOV-IMUL, MOVSXD-MOV, INC-MOVSXD, VMOVQ-SHR, VMOVQ-SHR, VMULSD-VADDSD, VMULSD-VADDSD, INC-MOVSXD, VMOVQ-VFMADD132SD","0x5fac5e140d22,0x5fac5e140d24,0x5fac5e13a744,0x5fac5e13a746,0x5fac5e1409c4,0x5fac5e1409c9,0x5fac5e13fda8,0x5fac5e13fdaa,0x77c3ab813474,0x77c3ab81347e,0x77c3ab813669,0x77c3ab813685,0x5fac5e13ccbc,0x5fac5e13ccc0,0x5fac5e13ccc4,0x5fac5e13ccc8,0x5fac5e140cb6,0x5fac5e140cb8,0x77c3ab813521,0x77c3ab813526","1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0"
