bench,src,pcs,latencies,stage_count,muops
644.nab_s/1,1/super_hot_regions:5,"0x5fac5e140d22,0x5fac5e140d24","1,0",1,INC-MOVSXD
644.nab_s/1,1/super_hot_regions:34,"0x5fac5e13a744,0x5fac5e13a746","1,0",1,MOV-IMUL
644.nab_s/1,1/super_hot_regions:52,"0x5fac5e1409c4,0x5fac5e1409c9","1,0",1,MOVSXD-MOV
644.nab_s/1,1/super_hot_regions:78,"0x5fac5e13fda8,0x5fac5e13fdaa","1,0",1,INC-MOVSXD
644.nab_s/1,1/super_hot_regions:83,"0x77c3ab813474,0x77c3ab81347e","1,0",1,VMOVQ-SHR
644.nab_s/1,1/super_hot_regions:88,"0x77c3ab813669,0x77c3ab813685","1,0",1,VMOVQ-SHR
644.nab_s/1,1/super_hot_regions:138,"0x5fac5e13ccbc,0x5fac5e13ccc0","1,0",1,VMULSD-VADDSD
644.nab_s/1,1/super_hot_regions:139,"0x5fac5e13ccc4,0x5fac5e13ccc8","1,0",1,VMULSD-VADDSD
644.nab_s/1,1/super_hot_regions:147,"0x5fac5e140cb6,0x5fac5e140cb8","1,0",1,INC-MOVSXD
644.nab_s/1,1/super_hot_regions:160,"0x77c3ab813521,0x77c3ab813526","1,0",1,VMOVQ-VFMADD132SD
