run_tag,timestamp_utc,pblock,pblock_clb_total,pblock_clb_used,pblock_dsp_total,pblock_dsp_used,total_on_chip_power_w,dynamic_power_w,device_static_power_w,fmax_mhz,wns_ns,stage_count,muops,pcs,latencies
654.roms_s,2025-07-11T20:01:43Z,pblock_2,2460,463,144,10,2.821,0.348,2.473,456.343,1.142,1+1+1+1+1,"VMOVQ-SHR, VMOVQ-VFMADD132SD-VMOVSD-VMOVSD, AND-AND, VMOVQ-SHR, VMOVQ-SHR","0x77ba1252d474,0x77ba1252d47e,0x77ba1252dac1,0x77ba1252dac6,0x77ba1252dacb,0x77ba1252dacf,0x77ba1252d94e,0x77ba1252da13,0x77ba1252d8b4,0x77ba1252d8c3,0x77ba1252d8b9,0x77ba1252d8cc","1,0,1,0,0,0,1,0,1,0,1,0"
