run_tag,timestamp_utc,pblock,pblock_clb_total,pblock_clb_used,pblock_dsp_total,pblock_dsp_used,total_on_chip_power_w,dynamic_power_w,device_static_power_w,fmax_mhz,wns_ns,stage_count,muops,pcs,latencies
505.mcf_r,2025-07-11T20:01:44Z,pblock_2,2460,266,144,10,2.917,0.443,2.474,407.111,0.877,1+1+1+1+1+1+1+1+1+1+1+1+1,"INC-MOV, IMUL-ADD, MOV-MOV, ADD-MOV, MOV-SHR-ADD-SAR, MOV-MOV, ADD-MOV, MOV-NEG, MOV-MOV, MOV-MOV, NEG-MOV, MOV-SUB, MOV-NEG","0x61d4948ee097,0x61d4948ee0ad,0x61d4948ec990,0x61d4948ec994,0x61d4948f1c83,0x61d4948f1c91,0x61d4948f1c8e,0x61d4948f1c94,0x61d4948ee5f8,0x61d4948ee5fb,0x61d4948ee5ff,0x61d4948ee602,0x61d4948f106d,0x61d4948f107b,0x61d4948f1078,0x61d4948f107e,0x61d4948f1c54,0x61d4948f1c5a,0x61d4948f1c51,0x61d4948f1c5d,0x61d4948f0a23,0x61d4948f0a29,0x61d4948f067f,0x61d4948f0688,0x61d4948f0aba,0x61d4948f0abd,0x61d4948f1040,0x61d4948f1043","1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0"
