bench,src,pc,latency
505.mcf_r/1,1/super_hot_regions:6,0x61d4948ee097,1
505.mcf_r/1,1/super_hot_regions:6,0x61d4948ee0ad,0
505.mcf_r/1,1/super_hot_regions:38,0x61d4948ec990,1
505.mcf_r/1,1/super_hot_regions:38,0x61d4948ec994,0
505.mcf_r/1,1/super_hot_regions:55,0x61d4948f1c83,1
505.mcf_r/1,1/super_hot_regions:55,0x61d4948f1c91,0
505.mcf_r/1,1/super_hot_regions:56,0x61d4948f1c8e,1
505.mcf_r/1,1/super_hot_regions:56,0x61d4948f1c94,0
505.mcf_r/1,1/super_hot_regions:58,0x61d4948ee5f8,1
505.mcf_r/1,1/super_hot_regions:58,0x61d4948ee5fb,0
505.mcf_r/1,1/super_hot_regions:58,0x61d4948ee5ff,0
505.mcf_r/1,1/super_hot_regions:58,0x61d4948ee602,0
505.mcf_r/1,1/super_hot_regions:83,0x61d4948f106d,1
505.mcf_r/1,1/super_hot_regions:83,0x61d4948f107b,0
505.mcf_r/1,1/super_hot_regions:84,0x61d4948f1078,1
505.mcf_r/1,1/super_hot_regions:84,0x61d4948f107e,0
505.mcf_r/1,1/super_hot_regions:86,0x61d4948f1c54,1
505.mcf_r/1,1/super_hot_regions:86,0x61d4948f1c5a,0
505.mcf_r/1,1/super_hot_regions:87,0x61d4948f1c51,1
505.mcf_r/1,1/super_hot_regions:87,0x61d4948f1c5d,0
505.mcf_r/1,1/super_hot_regions:117,0x61d4948f0a23,1
505.mcf_r/1,1/super_hot_regions:117,0x61d4948f0a29,0
505.mcf_r/1,1/super_hot_regions:122,0x61d4948f067f,1
505.mcf_r/1,1/super_hot_regions:122,0x61d4948f0688,0
505.mcf_r/1,1/super_hot_regions:137,0x61d4948f0aba,1
505.mcf_r/1,1/super_hot_regions:137,0x61d4948f0abd,0
505.mcf_r/1,1/super_hot_regions:154,0x61d4948f1040,1
505.mcf_r/1,1/super_hot_regions:154,0x61d4948f1043,0
