bench,src,pcs,latencies,stage_count,muops
627.cam4_s/1,1/super_hot_regions:7,"0x60348ed86b25,0x60348ed86b29","1,0",1,VXORPD-VCVTSI2SD
627.cam4_s/1,1/super_hot_regions:9,"0x60348ed86b33,0x60348ed86b37,0x60348ed86b3b,0x60348ed86b3f,0x60348ed86b44,0x60348ed86b49,0x60348ed86b4e,0x60348ed86b52","6,0,0,0,0,0,0,0",6,VDIVSD-VMOVSD-VMOVSD-VFMADD132SD-VFMADD132SD-VFNMADD132SD-VDIVSD-VDIVSD
627.cam4_s/1,1/super_hot_regions:13,"0x60348ed86b60,0x60348ed86b64,0x60348ed86b68,0x60348ed86b6d,0x60348ed86b72,0x60348ed86b76,0x60348ed86b7b,0x60348ed86b80","7,0,0,0,0,0,0,0",7,VDIVSD-VMOVSD-VFMADD132SD-VFMADD132SD-VSUBSD-VDIVSD-VDIVSD-VSUBSD
627.cam4_s/1,1/super_hot_regions:17,"0x7935f41a0f84,0x7935f41a0f8b","1,0",1,VMOVD-VPBROADCASTB
627.cam4_s/1,1/super_hot_regions:34,"0x60348edd3fec,0x60348edd4009","1,0",1,VMOVD-VPSHUFD
627.cam4_s/1,1/super_hot_regions:43,"0x7935f45248b4,0x7935f45248c3","1,0",1,VMOVQ-SHR
627.cam4_s/1,1/super_hot_regions:44,"0x7935f45248b9,0x7935f45248cc","1,0",1,VMOVQ-SHR
627.cam4_s/1,1/super_hot_regions:49,"0x7935f4524ac1,0x7935f4524ac6,0x7935f4524acb,0x7935f4524acf","1,0,0,0",1,VMOVQ-VFMADD132SD-VMOVSD-VMOVSD
627.cam4_s/1,1/super_hot_regions:53,"0x7935f452494e,0x7935f4524a13","1,0",1,AND-AND
627.cam4_s/1,1/super_hot_regions:58,"0x7935f4524474,0x7935f452447e","1,0",1,VMOVQ-SHR
627.cam4_s/1,1/super_hot_regions:62,"0x7935f4524521,0x7935f4524526","1,0",1,VMOVQ-VFMADD132SD
627.cam4_s/1,1/super_hot_regions:142,"0x7935f4524669,0x7935f4524685","1,0",1,VMOVQ-SHR
