idx,stages,II,est_fmax_mhz,latency,rank,exec_cnt,serial_mem
680,2,1,1166.7,2,21,809791,True
681,5,1,291.7,5,21,809791,True
682,5,1,291.7,5,21,809791,True
683,4,1,291.7,4,21,809791,True
684,3,1,212.1,3,21,809791,True
685,5,1,233.3,5,21,809791,True
686,3,1,304.3,3,21,504,True
687,2,1,318.2,2,21,504,True
688,2,1,1166.7,2,21,4198992,True
689,2,1,1166.7,2,21,559137,True
690,3,1,250.0,3,21,1064371,True
691,2,1,1000.0,2,21,1724983,True
692,2,1,1166.7,2,21,1724983,True
693,6,1,212.1,6,21,1724983,True
694,8,1,218.7,8,21,4129208,True
695,2,1,1166.7,2,21,503805,True
696,1,1,291.7,1,21,782811,False
697,3,1,437.5,3,21,633843,True
698,2,1,1166.7,2,21,559137,True
699,2,1,1000.0,2,21,351268,True
700,2,1,1166.7,2,21,351268,True
701,6,1,212.1,6,21,351268,True
702,11,1,218.7,11,21,3180507,True
703,30,1,109.4,30,21,539062,True
704,3,1,1166.7,3,21,2210816,True
705,2,1,1166.7,2,22,686106,True
706,2,1,233.3,2,22,1733343,False
707,2,1,233.3,2,22,2050973,False
708,3,1,212.1,3,22,738427,True
709,3,1,218.7,3,22,738427,False
710,4,1,233.3,4,22,738427,True
711,2,1,1166.7,2,22,1750256,True
712,2,1,1166.7,2,22,1750256,True
713,3,1,1166.7,3,22,4529069,True
714,2,1,291.7,2,22,999972,False
715,2,1,500.0,2,22,1502247,True
716,3,1,437.5,3,22,494131,True
717,2,1,1166.7,2,22,494131,True
718,2,1,1166.7,2,22,1064371,True
719,2,1,437.5,2,22,503804,True
720,2,1,437.5,2,22,503804,True
721,2,1,437.5,2,22,503804,True
722,2,1,218.7,2,22,503804,True
723,3,1,318.2,3,22,503804,True
724,3,1,318.2,3,22,503804,True
725,4,1,1166.7,4,22,503804,True
726,3,1,1166.7,3,22,503804,True
727,3,1,1166.7,3,22,503804,True
728,3,1,1166.7,3,22,503804,True
729,3,1,1166.7,3,22,503804,True
730,3,1,318.2,3,22,503804,True
731,3,1,318.2,3,22,503804,True
732,3,1,1166.7,3,22,503804,True
733,38,1,205.9,38,22,503804,True
734,2,1,437.5,2,22,2535656,True
735,1,1,304.3,1,22,2535656,True
736,3,1,437.5,3,22,3558541,True
737,1,1,318.2,1,22,3172559,True
738,2,1,411.8,2,22,592563,True
739,2,1,225.8,2,22,592563,False
740,2,1,1166.7,2,22,2333661,True
741,2,1,1166.7,2,22,581990,True
742,3,1,437.5,3,22,494131,True
743,2,1,1166.7,2,22,494131,True
744,3,1,269.2,3,22,1326055,True
745,3,1,200.0,3,22,2650042,True
746,34,1,109.4,34,22,512180,True
747,3,1,1166.7,3,22,2210816,True
748,3,1,233.3,3,22,1547245,True
749,2,1,437.5,2,22,1547245,True
750,1,1,318.2,1,23,2706819,True
751,2,1,1166.7,2,23,1425653,True
752,6,1,318.2,6,23,1642020,True
753,6,1,318.2,6,23,1994576,True
754,2,1,1166.7,2,23,6829420,True
755,2,1,1166.7,2,23,6829420,True
756,2,1,205.9,2,23,729831,True
757,5,1,1166.7,5,23,1693797,True
758,2,1,318.2,2,23,504,True
759,1,1,500.0,1,23,999972,False
760,3,1,291.7,3,23,999972,True
761,3,1,500.0,3,23,999972,True
762,15,1,218.7,15,23,1502247,True
763,1,1,538.5,1,23,494131,True
764,1,1,1000.0,1,23,6686043,True
765,2,1,1000.0,2,23,503804,True
766,51,1,218.7,51,23,503804,True
767,2,1,1166.7,2,23,503804,True
768,2,1,1166.7,2,23,503804,True
769,3,1,1166.7,3,23,503804,True
770,2,1,1166.7,2,23,503804,True
771,2,1,1166.7,2,23,503804,True
772,2,1,1166.7,2,23,503804,True
773,3,1,1166.7,3,23,503804,True
774,2,1,1166.7,2,23,503804,True
775,3,1,1166.7,3,23,503804,True
776,3,1,1166.7,3,23,503804,True
777,3,1,1166.7,3,23,503804,True
778,3,1,1166.7,3,23,503804,True
779,3,1,1166.7,3,23,503804,True
780,3,1,1166.7,3,23,503804,True
781,2,1,1166.7,2,23,503804,True
782,2,1,437.5,2,23,2169055,True
783,2,1,1166.7,2,23,1058281,True
784,1,1,318.2,1,23,527410,True
785,1,1,350.0,1,23,1744581,True
786,2,1,1166.7,2,23,4427003,True
787,1,1,318.2,1,23,4427003,True
788,2,1,1166.7,2,23,633842,True
789,1,1,538.5,1,23,494131,True
790,3,1,1166.7,3,23,1847894,True
791,3,1,1166.7,3,23,1847894,True
792,30,1,109.4,30,23,435756,True
793,6,1,205.9,6,23,2210816,True
794,2,1,1166.7,2,23,333182,True
795,2,1,1166.7,2,23,333182,True
796,2,1,1000.0,2,24,680730,True
797,2,1,1000.0,2,24,1425653,True
798,1,1,291.7,1,24,1350716,False
799,1,1,500.0,1,24,1416076,False
800,2,1,304.3,2,24,1702794,True
801,3,1,218.7,3,24,729830,False
802,3,1,218.7,3,24,729830,False
803,3,1,291.7,3,24,729830,True
804,1,1,291.7,1,24,1593500,False
805,2,1,1166.7,2,24,4529067,True
806,2,1,1000.0,2,24,504,True
807,3,1,1166.7,3,24,504,True
808,2,1,1166.7,2,24,1366560,True
809,1,1,291.7,1,24,494131,False
810,2,1,318.2,2,24,494131,True
811,1,1,212.1,1,24,494131,False
812,1,1,500.0,1,24,494131,False
813,2,1,1000.0,2,24,1055439,True
814,1,1,368.4,1,24,3336342,False
815,2,1,1166.7,2,24,502766,True
816,2,1,1166.7,2,24,502766,True
817,2,1,318.2,2,24,502766,True
818,2,1,318.2,2,24,502766,True
819,2,1,318.2,2,24,502766,True
820,2,1,318.2,2,24,502766,True
821,2,1,1166.7,2,24,502766,True
822,2,1,318.2,2,24,502766,True
823,2,1,318.2,2,24,502766,True
824,8,1,437.5,8,24,502766,True
825,2,1,1166.7,2,24,502766,True
826,2,1,437.5,2,24,5060385,True
827,1,1,225.8,1,24,758684,False
828,6,1,304.3,6,24,3281060,True
829,1,1,318.2,1,24,2320094,True
830,2,1,1166.7,2,24,2320094,True
831,1,1,318.2,1,24,1580250,True
832,3,1,437.5,3,24,568643,True
833,2,1,1166.7,2,24,568643,True
834,1,1,291.7,1,24,494131,False
835,2,1,318.2,2,24,494131,True
836,1,1,212.1,1,24,494131,False
837,1,1,500.0,1,24,494131,False
838,2,1,1000.0,2,24,1178293,True
839,2,1,1000.0,2,24,221760,True
840,2,1,437.5,2,24,326689,True
841,1,1,304.3,1,24,326689,True
842,10,1,250.0,10,24,1488310,True
843,2,1,1000.0,2,25,2647607,True
844,1,1,538.5,1,25,769919,True
845,2,1,1166.7,2,25,769919,True
846,2,1,1000.0,2,25,769919,True
847,2,1,225.8,2,25,1091702,False
848,1,1,291.7,1,25,1091702,False
849,1,1,225.8,1,25,1416075,False
850,1,1,225.8,1,25,1416075,False
851,2,1,205.9,2,25,729830,True
852,2,1,318.2,2,25,504,True
853,2,1,411.8,2,25,443184,True
854,2,1,411.8,2,25,443184,True
855,2,1,411.8,2,25,443184,True
856,2,1,411.8,2,25,443184,True
857,2,1,411.8,2,25,443184,True
858,2,1,411.8,2,25,443184,True
859,2,1,411.8,2,25,443184,True
860,2,1,411.8,2,25,443184,True
861,2,1,437.5,2,25,6686042,True
862,1,1,233.3,1,25,6686042,False
863,2,1,1166.7,2,25,3304414,True
864,1,1,437.5,1,25,3304414,True
865,13,1,218.7,13,25,3304414,True
866,1,1,538.5,1,25,1044285,True
867,6,1,318.2,6,25,3281060,True
868,1,1,1000.0,1,25,1154123,True
869,2,1,1166.7,2,25,1580249,True
870,2,1,1166.7,2,25,4572709,True
871,1,1,538.5,1,25,568643,True
872,4,1,1166.7,4,25,1722173,True
873,2,1,1166.7,2,25,404018,True
874,3,1,1166.7,3,25,404018,True
875,3,1,1166.7,3,25,404018,True
876,2,1,1166.7,2,25,404018,True
877,2,1,1166.7,2,25,404018,True
878,2,1,1166.7,2,25,404018,True
879,2,1,1166.7,2,25,404018,True
880,2,1,1166.7,2,25,404018,True
881,3,1,1166.7,3,25,404018,True
882,3,1,1166.7,3,25,404018,True
883,3,1,1166.7,3,25,404018,True
884,3,1,1166.7,3,25,404018,True
885,3,1,1166.7,3,25,404018,True
886,3,1,1166.7,3,25,404018,True
887,2,1,1166.7,2,25,404018,True
888,2,1,1166.7,2,25,404018,True
889,1,1,500.0,1,25,318606,False
890,3,1,225.8,3,25,318606,True
891,4,1,233.3,4,25,318606,True
892,3,1,212.1,3,25,1433730,False
893,2,1,1166.7,2,26,2645602,True
894,2,1,1166.7,2,26,1209805,True
895,7,1,218.7,7,26,759962,True
896,5,1,225.8,5,26,759962,False
897,1,1,538.5,1,26,1246585,True
898,2,1,1166.7,2,26,364099,True
899,6,1,304.3,6,26,1642020,True
900,6,1,304.3,6,26,1994576,True
901,2,1,1166.7,2,26,2836229,True
902,2,1,205.9,2,26,693695,True
903,1,1,225.8,1,26,992658,False
904,3,1,437.5,3,26,431152,True
905,2,1,1166.7,2,26,431152,True
906,1,1,225.8,1,26,1042896,False
907,9,1,218.7,9,26,3304413,True
908,3,1,1166.7,3,26,482714,True
909,3,1,1166.7,3,26,482714,True
910,2,1,1166.7,2,26,482714,True
911,2,1,1166.7,2,26,482714,True
912,2,1,1166.7,2,26,482714,True
913,2,1,1166.7,2,26,482714,True
914,4,1,1166.7,4,26,482714,True
915,2,1,1166.7,2,26,482714,True
916,3,1,1166.7,3,26,482714,True
917,3,1,1166.7,3,26,482714,True
918,3,1,1166.7,3,26,482714,True
919,3,1,1166.7,3,26,482714,True
920,2,1,1166.7,2,26,482714,True
921,3,1,1166.7,3,26,482714,True
922,2,1,1166.7,2,26,482714,True
923,2,1,1166.7,2,26,482714,True
924,2,1,1166.7,2,26,482714,True
925,2,1,437.5,2,26,3236973,True
926,1,1,304.3,1,26,3236973,True
927,1,1,1000.0,1,26,450772,True
928,2,1,318.2,2,26,3820762,True
929,1,1,225.8,1,26,1984126,False
930,2,1,1166.7,2,26,568174,True
931,1,1,291.7,1,26,568643,False
932,2,1,318.2,2,26,568643,True
933,1,1,212.1,1,26,568643,False
934,1,1,500.0,1,26,568643,False
935,1,1,225.8,1,26,218815,False
936,36,1,109.4,36,26,404017,True
937,1,1,225.8,1,26,2066952,False
938,2,1,437.5,2,26,302830,True
939,2,1,1166.7,2,27,2645602,True
940,3,1,1166.7,3,27,2645602,True
941,2,1,437.5,2,27,1158181,True
942,3,1,218.7,3,27,693694,False
943,3,1,218.7,3,27,693694,False
944,3,1,291.7,3,27,693694,True
945,1,1,350.0,1,27,870039,True
946,1,1,318.2,1,27,1366560,True
947,1,1,538.5,1,27,431152,True
948,2,1,1166.7,2,27,433312,True
949,2,1,1166.7,2,27,2134795,True
950,2,1,1166.7,2,27,2134795,True
951,3,1,1166.7,3,27,2134795,True
952,2,1,1166.7,2,27,482713,True
953,3,1,1166.7,3,27,482713,True
954,3,1,1166.7,3,27,482713,True
955,30,1,109.4,30,27,482713,True
956,3,1,437.5,3,27,1454528,True
957,2,1,1000.0,2,27,3127499,True
958,3,1,437.5,3,27,1044150,True
959,1,1,538.5,1,27,568174,True
960,2,1,1166.7,2,27,433328,True
961,1,1,304.3,1,27,1535056,True
962,2,1,1166.7,2,27,1535056,True
963,2,1,304.3,2,27,1535056,True
964,2,1,1166.7,2,27,180617,True
965,2,1,1166.7,2,27,180617,True
966,1,1,368.4,1,27,2458458,False
967,2,1,1166.7,2,27,2268015,True
968,2,1,1166.7,2,27,2268015,True
969,3,1,1166.7,3,27,2268015,True
970,2,1,1166.7,2,27,403598,True
971,2,1,1166.7,2,27,403598,True
972,5,1,318.2,5,27,403598,True
973,2,1,318.2,2,27,403598,True
974,2,1,318.2,2,27,403598,True
975,2,1,1166.7,2,27,403598,True
976,2,1,318.2,2,27,403598,True
977,2,1,318.2,2,27,403598,True
978,8,1,437.5,8,27,403598,True
979,2,1,1166.7,2,27,403598,True
980,4,1,212.1,4,27,298236,True
981,2,1,1166.7,2,28,1136562,True
982,2,1,411.8,2,28,766214,True
983,2,1,225.8,2,28,766214,False
984,2,1,1166.7,2,28,4766588,True
985,2,1,205.9,2,28,693694,True
986,2,1,304.3,2,28,1500263,True
987,1,1,437.5,1,28,44,True
988,1,1,291.7,1,28,431152,False
989,2,1,318.2,2,28,431152,True
990,1,1,212.1,1,28,431152,False
991,1,1,500.0,1,28,431152,False
992,3,1,437.5,3,28,430618,True
993,13,1,212.1,13,28,430618,True
994,1,1,500.0,1,28,918624,False
995,2,1,225.8,2,28,918624,False
996,10,1,411.8,10,28,918624,True
997,2,1,1166.7,2,28,918624,True
998,1,1,500.0,1,28,918624,False
999,5,1,304.3,5,28,918624,True
1000,1,1,225.8,1,28,918624,False
1001,1,1,225.8,1,28,918624,False
1002,4,1,500.0,4,28,918624,True
1003,1,1,250.0,1,28,1401522,False
1004,1,1,250.0,1,28,1401522,False
1005,2,1,1166.7,2,28,1401522,True
1006,11,1,1166.7,11,28,2134664,True
1007,27,1,109.4,27,28,482713,True
1008,2,1,1166.7,2,28,1044150,True
1009,2,1,1166.7,2,28,1044150,True
1010,2,1,1166.7,2,28,500039,True
1011,1,1,538.5,1,28,403099,True
1012,1,1,538.5,1,28,684556,True
1013,3,1,1166.7,3,28,2184745,True
1014,2,1,1166.7,2,28,3587451,True
1015,2,1,1166.7,2,28,3587451,True
1016,11,1,218.7,11,28,1984070,True
1017,3,1,437.5,3,28,430618,True
1018,13,1,212.1,13,28,430618,True
1019,31,1,109.4,31,28,328136,True
1020,10,1,1166.7,10,28,2047910,True
1021,1,1,218.7,1,28,1263398,False
1022,1,1,538.5,1,29,2645601,True
1023,11,1,304.3,11,29,2645601,True
1024,1,1,318.2,1,29,728969,True
1025,1,1,225.8,1,29,1347241,False
1026,1,1,225.8,1,29,1347241,False
1027,1,1,250.0,1,29,4079936,False
1028,1,1,318.2,1,29,2802468,True
1029,2,1,1166.7,2,29,2802468,True
1030,2,1,1166.7,2,29,679932,True
1031,3,1,218.7,3,29,679932,False
1032,4,1,411.8,4,29,679932,True
1033,4,1,411.8,4,29,679932,True
1034,6,1,291.7,6,29,679932,True
1035,3,1,212.1,3,29,679932,True
1036,2,1,1166.7,2,29,679932,True
1037,5,1,233.3,5,29,679932,True
1038,2,1,1166.7,2,29,44,True
1039,2,1,437.5,2,29,44,True
1040,2,1,411.8,2,29,374520,True
1041,2,1,1166.7,2,29,2444681,True
1042,1,1,538.5,1,29,918624,True
1043,7,1,218.7,7,29,3304412,True
1044,2,1,1166.7,2,29,481721,True
1045,7,1,437.5,7,29,481721,True
1046,5,1,318.2,5,29,481721,True
1047,5,1,1166.7,5,29,481721,True
1048,2,1,1000.0,2,29,3106887,True
1049,1,1,500.0,1,29,1044117,False
1050,2,1,1166.7,2,29,500039,True
1051,3,1,1166.7,3,29,500039,True
1052,1,1,233.3,1,29,1984070,False
1053,2,1,1166.7,2,29,260690,True
1054,2,1,1166.7,2,29,260690,True
1055,2,1,1166.7,2,29,260690,True
1056,2,1,1166.7,2,29,260690,True
1057,2,1,1166.7,2,29,260690,True
1058,2,1,1166.7,2,29,260690,True
1059,2,1,1166.7,2,29,260690,True
1060,3,1,500.0,3,29,260690,True
1061,2,1,1166.7,2,29,260690,True
1062,3,1,250.0,3,29,260690,True
1063,2,1,500.0,2,29,260690,True
1064,2,1,250.0,2,29,1387891,False
1065,2,1,411.8,2,29,374520,True
1066,2,1,1166.7,2,29,1036829,True
1067,5,1,218.7,5,29,1535055,True
1068,6,1,218.7,6,29,1535055,True
1069,1,1,1000.0,1,29,180617,True
1070,2,1,1166.7,2,29,180617,True
1071,2,1,1166.7,2,29,180617,True
1072,8,1,1000.0,8,29,180617,True
1073,1,1,500.0,1,29,180617,False
1074,9,1,218.7,9,29,2439710,True
1075,2,1,1000.0,2,29,308380,True
1076,51,1,218.7,51,29,308380,True
1077,2,1,1166.7,2,29,308380,True
1078,2,1,1166.7,2,29,308380,True
1079,3,1,1166.7,3,29,308380,True
1080,2,1,1166.7,2,29,308380,True
1081,2,1,1166.7,2,29,308380,True
1082,2,1,1166.7,2,29,308380,True
1083,3,1,1166.7,3,29,308380,True
1084,2,1,1166.7,2,29,308380,True
1085,3,1,1166.7,3,29,308380,True
1086,3,1,1166.7,3,29,308380,True
1087,3,1,1166.7,3,29,308380,True
1088,3,1,1166.7,3,29,308380,True
1089,3,1,1166.7,3,29,308380,True
1090,3,1,1166.7,3,29,308380,True
1091,2,1,1166.7,2,29,308380,True
1092,2,1,1166.7,2,29,2045589,True
1093,1,1,318.2,1,29,1262607,True
1094,2,1,1000.0,2,30,2645600,True
1095,1,1,1000.0,1,30,580180,True
1096,1,1,291.7,1,30,731903,False
1097,1,1,225.8,1,30,958316,False
1098,2,1,304.3,2,30,1336891,True
1099,1,1,225.8,1,30,2200261,False
1100,3,1,212.1,3,30,632082,True
1101,3,1,218.7,3,30,632082,False
1102,4,1,233.3,4,30,632082,True
1103,3,1,437.5,3,30,411455,True
1104,2,1,1166.7,2,30,411455,True
1105,2,1,225.8,2,30,918620,False
1106,1,1,233.3,1,30,918620,True
1107,2,1,225.8,2,30,918620,True
1108,2,1,225.8,2,30,918620,True
1109,1,1,500.0,1,30,918620,False
1110,1,1,225.8,1,30,918620,False
1111,1,1,368.4,1,30,2586158,False
1112,1,1,291.7,1,30,2586158,False
1113,10,1,1166.7,10,30,2088188,True
1114,32,1,109.4,32,30,452745,True
1115,7,1,109.4,7,30,1935360,True
1116,3,1,218.7,3,30,4277234,True
1117,10,1,250.0,10,30,988587,True
1118,3,1,437.5,3,30,2757738,True
1119,1,1,538.5,1,30,500039,True
1120,11,1,304.3,11,30,500039,True
1121,2,1,304.3,2,30,1729845,True
1122,2,1,1166.7,2,30,260690,True
1123,6,1,218.7,6,30,260690,True
1124,128,1,218.7,128,30,260690,True
1125,3,1,437.5,3,30,411455,True
1126,2,1,1166.7,2,30,411455,True
1127,2,1,250.0,2,30,1494297,False
1128,1,1,225.8,1,30,180617,False
1129,1,1,500.0,1,30,180617,False
1130,10,1,1166.7,10,30,2267877,True
1131,2,1,437.5,2,30,308380,True
1132,2,1,437.5,2,30,308380,True
1133,2,1,437.5,2,30,308380,True
1134,2,1,218.7,2,30,308380,True
1135,3,1,318.2,3,30,308380,True
1136,3,1,318.2,3,30,308380,True
1137,4,1,1166.7,4,30,308380,True
1138,3,1,1166.7,3,30,308380,True
1139,3,1,1166.7,3,30,308380,True
1140,3,1,1166.7,3,30,308380,True
1141,3,1,1166.7,3,30,308380,True
1142,3,1,318.2,3,30,308380,True
1143,3,1,318.2,3,30,308380,True
1144,3,1,1166.7,3,30,308380,True
1145,38,1,205.9,38,30,308380,True
1146,5,1,388.9,5,30,1958340,True
1147,1,1,500.0,1,31,2645598,False
1148,3,1,1166.7,3,31,721299,True
1149,2,1,1166.7,2,31,721299,True
1150,13,1,218.7,13,31,1333729,True
1151,2,1,304.3,2,31,1319750,True
1152,2,1,304.3,2,31,1812601,True
1153,1,1,500.0,1,31,1347241,False
1154,3,1,218.7,3,31,619154,True
1155,5,1,291.7,5,31,619154,True
1156,2,1,1166.7,2,31,619154,True
1157,5,1,411.8,5,31,619154,True
1158,4,1,411.8,4,31,619154,True
1159,3,1,212.1,3,31,619154,True
1160,2,1,1166.7,2,31,619154,True
1161,5,1,233.3,5,31,619154,True
1162,2,1,1166.7,2,31,3221168,True
1163,2,1,1166.7,2,31,726342,True
1164,2,1,250.0,2,31,1278624,False
1165,1,1,212.1,1,31,1857465,False
1166,2,1,1166.7,2,31,413944,True
1167,1,1,225.8,1,31,413944,False
1168,1,1,538.5,1,31,411455,True
1169,2,1,411.8,2,31,918619,True
1170,4,1,350.0,4,31,918619,True
1171,2,1,1166.7,2,31,918619,True
1172,2,1,1166.7,2,31,918619,True
1173,2,1,1166.7,2,31,918619,True
1174,2,1,1166.7,2,31,918619,True
1175,2,1,1166.7,2,31,918619,True
1176,3,1,1166.7,3,31,918619,True
1177,3,1,1166.7,3,31,918619,True
1178,2,1,500.0,2,31,918619,True
1179,2,1,1166.7,2,31,1396432,True
1180,1,1,368.4,1,31,2016880,False
1181,34,1,109.4,34,31,411063,True
1182,5,1,1166.7,5,31,1854720,True
1183,4,1,212.1,4,31,4245537,True
1184,2,1,1166.7,2,31,3104732,True
1185,2,1,1000.0,2,31,500039,True
1186,2,1,1166.7,2,31,1436855,True
1187,2,1,1000.0,2,31,1436855,True
1188,1,1,1000.0,1,31,587661,True
1189,3,1,304.3,3,31,2184745,True
1190,2,1,1000.0,2,31,95424,True
1191,2,1,1166.7,2,31,95424,True
1192,1,1,500.0,1,31,95424,False
1193,1,1,500.0,1,31,568173,False
1194,1,1,500.0,1,31,568173,False
1195,1,1,538.5,1,31,411455,True
1196,1,1,368.4,1,31,2629228,False
1197,1,1,291.7,1,31,2629228,False
1198,37,1,109.4,37,31,308379,True
1199,5,1,388.9,5,31,1896136,True
1200,1,1,500.0,1,31,256663,False
1201,3,1,1166.7,3,31,256663,True
1202,2,1,1000.0,2,32,1136562,True
1203,1,1,500.0,1,32,827665,False
1204,1,1,304.3,1,32,827665,False
1205,2,1,233.3,2,32,1333729,False
1206,2,1,1166.7,2,32,606834,True
1207,3,1,212.1,3,32,606834,True
1208,3,1,212.1,3,32,606834,True
1209,7,1,411.8,7,32,606834,True
1210,3,1,212.1,3,32,606834,True
1211,2,1,1166.7,2,32,606834,True
1212,2,1,1166.7,2,32,606834,True
1213,5,1,233.3,5,32,606834,True
1214,1,1,291.7,1,32,411455,False
1215,2,1,318.2,2,32,411455,True
1216,1,1,212.1,1,32,411455,False
1217,1,1,500.0,1,32,411455,False
1218,2,1,411.8,2,32,317952,True
1219,1,1,538.5,1,32,918619,True
1220,1,1,304.3,1,32,2321329,False
1221,2,1,1166.7,2,32,399339,True
1222,2,1,1000.0,2,32,399339,True
1223,41,1,218.7,41,32,399339,True
1224,3,1,1166.7,3,32,1697515,True
1225,1,1,218.7,1,32,4056762,False
1226,3,1,218.7,3,32,919587,True
1227,2,1,1166.7,2,32,3104732,True
1228,3,1,1166.7,3,32,3104732,True
1229,1,1,500.0,1,32,500039,False
1230,2,1,1166.7,2,32,1611398,True
1231,1,1,291.7,1,32,411455,False
1232,2,1,318.2,2,32,411455,True
1233,1,1,212.1,1,32,411455,False
1234,1,1,500.0,1,32,411455,False
1235,2,1,411.8,2,32,317952,True
1236,7,1,218.7,7,32,2439709,True
1237,11,1,1166.7,11,32,2267877,True
1238,34,1,109.4,34,32,308379,True
1239,4,1,200.0,4,32,255828,True
1240,3,1,218.7,3,32,1181655,True
1241,3,1,437.5,3,33,1136562,True
1242,2,1,1166.7,2,33,715709,True
1243,13,1,218.7,13,33,1326536,True
1244,1,1,233.3,1,33,2200005,False
1245,1,1,500.0,1,33,37,False
1246,3,1,437.5,3,33,726342,True
1247,2,1,1166.7,2,33,406712,True
1248,1,1,538.5,1,33,1396432,True
1249,1,1,225.8,1,33,1955050,False
1250,2,1,1166.7,2,33,399339,True
1251,2,1,1166.7,2,33,399339,True
1252,2,1,1166.7,2,33,399339,True
1253,2,1,1166.7,2,33,399339,True
1254,3,1,1166.7,3,33,399339,True
1255,2,1,1166.7,2,33,399339,True
1256,2,1,1166.7,2,33,399339,True
1257,3,1,1166.7,3,33,399339,True
1258,2,1,1166.7,2,33,399339,True
1259,3,1,1166.7,3,33,399339,True
1260,2,1,1166.7,2,33,399339,True
1261,3,1,1166.7,3,33,399339,True
1262,2,1,1166.7,2,33,399339,True
1263,5,1,1166.7,5,33,399339,True
1264,2,1,1166.7,2,33,399339,True
1265,3,1,1166.7,3,33,399339,True
1266,2,1,1166.7,2,33,399339,True
1267,3,1,1166.7,3,33,399339,True
1268,2,1,1166.7,2,33,399339,True
1269,2,1,1166.7,2,33,399339,True
1270,2,1,1166.7,2,33,399339,True
1271,2,1,1166.7,2,33,1671240,True
1272,2,1,1166.7,2,33,1671240,True
1273,2,1,1166.7,2,33,1671240,True
1274,2,1,1166.7,2,33,1671240,True
1275,2,1,1166.7,2,33,1671240,True
1276,2,1,318.2,2,33,1671240,True
1277,3,1,437.5,3,33,835236,True
1278,1,1,538.5,1,33,3104732,True
1279,11,1,304.3,11,33,3104732,True
1280,2,1,1000.0,2,33,496914,True
1281,1,1,291.7,1,33,1205811,False
1282,2,1,1166.7,2,33,2110001,True
1283,2,1,1166.7,2,33,406728,True
1284,1,1,225.8,1,33,991316,False
1285,1,1,225.8,1,33,991316,False
1286,2,1,1166.7,2,33,2439709,True
1287,1,1,437.5,1,33,2439709,True
1288,13,1,218.7,13,33,2439709,True
1289,2,1,1166.7,2,34,715708,True
1290,4,1,388.9,4,34,715708,True
1291,2,1,1166.7,2,34,715708,True
1292,2,1,250.0,2,34,512200,False
1293,1,1,225.8,1,34,683435,False
1294,2,1,233.3,2,34,1326536,False
1295,11,1,218.7,11,34,2200004,True
1296,3,1,218.7,3,34,592939,True
1297,2,1,1166.7,2,34,592939,True
1298,3,1,218.7,3,34,592939,False
1299,3,1,212.1,3,34,592939,True
1300,5,1,291.7,5,34,592939,True
1301,4,1,411.8,4,34,592939,True
1302,5,1,411.8,5,34,592939,True
1303,2,1,1166.7,2,34,592939,True
1304,5,1,233.3,5,34,592939,True
1305,3,1,1166.7,3,34,2930215,True
1306,3,1,1166.7,3,34,2930215,True
1307,24,1,218.7,24,34,391482,True
1308,1,1,250.0,1,34,1395983,False
1309,1,1,318.2,1,34,4054248,True
1310,3,1,218.7,3,34,2229030,True
1311,2,1,1000.0,2,34,3104732,True
1312,3,1,291.7,3,34,481719,True
1313,2,1,1166.7,2,34,538400,True
1314,2,1,1166.7,2,34,541682,True
1315,24,1,218.7,24,34,391482,True
1316,2,1,1166.7,2,34,308379,True
1317,2,1,1166.7,2,35,714312,True
1318,2,1,1166.7,2,35,3162202,True
1319,4,1,109.4,4,35,2069377,True
1320,2,1,1166.7,2,35,1857464,True
1321,2,1,1166.7,2,35,399338,True
1322,2,1,1166.7,2,35,399338,True
1323,1,1,500.0,1,35,3104731,False
1324,2,1,1166.7,2,35,340921,True
1325,6,1,304.3,6,35,1565425,True
1326,2,1,304.3,2,35,1918432,True
1327,2,1,318.2,2,35,94101,True
1328,4,1,1166.7,4,35,464535,True
1329,2,1,1166.7,2,35,464535,True
1330,2,1,1166.7,2,35,464535,True
1331,1,1,1000.0,1,35,180617,True
1332,4,1,225.8,4,35,180617,True
1333,1,1,1000.0,1,35,2210838,True
1334,1,1,368.4,1,35,2059314,False
1335,2,1,1166.7,2,35,308060,True
1336,2,1,1166.7,2,35,308060,True
1337,2,1,318.2,2,35,308060,True
1338,2,1,318.2,2,35,308060,True
1339,2,1,318.2,2,35,308060,True
1340,2,1,318.2,2,35,308060,True
1341,2,1,1166.7,2,35,308060,True
1342,2,1,318.2,2,35,308060,True
1343,2,1,318.2,2,35,308060,True
1344,8,1,437.5,8,35,308060,True
1345,2,1,1166.7,2,35,308060,True
1346,4,1,212.1,4,35,969126,True
1347,10,1,250.0,10,36,916073,True
1348,2,1,1166.7,2,36,599289,True
1349,3,1,437.5,3,36,350627,True
1350,3,1,437.5,3,36,350627,True
1351,1,1,388.9,1,36,2930212,True
1352,2,1,1166.7,2,36,2930212,True
1353,3,1,1166.7,3,36,2930212,True
1354,3,1,1166.7,3,36,2930212,True
1355,1,1,225.8,1,36,961549,False
1356,3,1,1166.7,3,36,918618,True
1357,1,1,225.8,1,36,1675202,False
1358,2,1,304.3,2,36,1815191,True
1359,3,1,304.3,3,36,1815191,True
1360,5,1,218.7,5,36,399338,True
1361,6,1,212.1,6,36,399338,True
1362,2,1,437.5,2,36,399338,True
1363,6,1,218.7,6,36,399338,True
1364,3,1,1166.7,3,36,399338,True
1365,3,1,1166.7,3,36,399338,True
1366,3,1,1166.7,3,36,399338,True
1367,3,1,318.2,3,36,399338,True
