idx,stages,II,est_fmax_mhz,latency,rank,exec_cnt,serial_mem
1368,3,1,1166.7,3,36,399338,True
1369,3,1,1166.7,3,36,399338,True
1370,3,1,1166.7,3,36,399338,True
1371,3,1,318.2,3,36,399338,True
1372,1,1,411.8,1,36,1517308,True
1373,4,1,200.0,4,36,2850982,True
1374,2,1,1166.7,2,36,957925,True
1375,3,1,1166.7,3,36,477906,True
1376,2,1,1166.7,2,36,477906,True
1377,6,1,318.2,6,36,1565424,True
1378,2,1,437.5,2,36,1182288,True
1379,2,1,304.3,2,36,1853384,True
1380,3,1,304.3,3,36,1853384,True
1381,33,1,109.4,33,36,277358,True
1382,2,1,304.3,2,37,1211013,True
1383,4,1,318.2,4,37,379667,True
1384,11,1,218.7,11,37,928268,True
1385,6,1,318.2,6,37,399338,True
1386,1,1,411.8,1,37,1517307,True
1387,2,1,233.3,2,37,2342103,True
1388,2,1,318.2,2,37,2342103,True
1389,1,1,218.7,1,37,1429617,False
1390,1,1,500.0,1,37,330257,False
1391,1,1,500.0,1,37,531341,False
1392,2,1,1166.7,2,37,2518172,True
1393,2,1,1166.7,2,37,2518172,True
1394,3,1,1166.7,3,37,2518172,True
1395,2,1,1166.7,2,37,2518172,True
1396,2,1,1166.7,2,37,2518172,True
1397,2,1,1166.7,2,37,1182288,True
1398,2,1,500.0,2,37,1118124,True
1399,2,1,1166.7,2,37,1118124,True
1400,2,1,500.0,2,37,1118124,True
1401,4,1,318.2,4,37,379667,True
1402,2,1,233.3,2,37,893612,False
1403,3,1,225.8,3,37,180516,True
1404,8,1,500.0,8,37,180516,True
1405,2,1,1166.7,2,37,1753066,True
1406,5,1,388.9,5,37,1495552,True
1407,1,1,318.2,1,38,877355,True
1408,4,1,1166.7,4,38,877355,True
1409,2,1,1166.7,2,38,464257,True
1410,2,1,304.3,2,38,1096299,True
1411,2,1,304.3,2,38,1131346,True
1412,2,1,1166.7,2,38,2977532,True
1413,1,1,318.2,1,38,2977532,True
1414,1,1,212.1,1,38,1251364,False
1415,1,1,500.0,1,38,1251364,False
1416,6,1,411.8,6,38,2090623,True
1417,2,1,1166.7,2,38,2090623,True
1418,2,1,437.5,2,38,304491,True
1419,2,1,437.5,2,38,304491,True
1420,1,1,233.3,1,38,928188,False
1421,1,1,291.7,1,38,918484,False
1422,2,1,1166.7,2,38,2288807,True
1423,1,1,318.2,1,38,1429141,True
1424,2,1,1000.0,2,38,4544,True
1425,2,1,1166.7,2,38,4544,True
1426,1,1,500.0,1,38,4544,False
1427,4,1,1166.7,4,38,1097386,True
1428,13,1,218.7,13,38,893611,True
1429,1,1,1000.0,1,38,176855,True
1430,9,1,1166.7,9,38,1752926,True
1431,2,1,1166.7,2,38,269533,True
1432,3,1,437.5,3,38,269533,True
1433,2,1,1166.7,2,38,269533,True
1434,3,1,437.5,3,38,269533,True
1435,2,1,1166.7,2,38,269533,True
1436,2,1,1166.7,2,38,269533,True
1437,2,1,1166.7,2,38,269533,True
1438,3,1,1166.7,3,38,269533,True
1439,2,1,1166.7,2,38,269533,True
1440,2,1,1166.7,2,38,269533,True
1441,2,1,1166.7,2,38,269533,True
1442,2,1,1166.7,2,38,269533,True
1443,2,1,1166.7,2,38,269533,True
1444,3,1,1166.7,3,38,269533,True
1445,3,1,1166.7,3,38,269533,True
1446,3,1,1166.7,3,38,269533,True
1447,2,1,1166.7,2,38,269533,True
1448,2,1,1166.7,2,38,269533,True
1449,2,1,1166.7,2,38,269533,True
1450,3,1,388.9,3,38,1495552,True
1451,2,1,1166.7,2,39,761962,True
1452,2,1,304.3,2,39,1246054,True
1453,2,1,437.5,2,39,1251363,True
1454,4,1,1166.7,4,39,1003161,True
1455,24,1,218.7,24,39,265272,True
1456,11,1,218.7,11,39,1637885,True
1457,2,1,1166.7,2,39,1660335,True
1458,2,1,437.5,2,39,399338,True
1459,2,1,1166.7,2,39,399338,True
1460,3,1,437.5,3,39,399338,True
1461,2,1,304.3,2,39,399338,False
1462,67,1,218.7,67,39,399338,True
1463,2,1,1166.7,2,39,1132414,True
1464,2,1,1166.7,2,39,1132414,True
1465,2,1,1166.7,2,39,637172,True
1466,2,1,212.1,2,39,2208775,False
1467,2,1,1166.7,2,39,1003856,True
1468,2,1,500.0,2,39,1003856,True
1469,2,1,1166.7,2,39,421976,True
1470,1,1,225.8,1,39,421976,False
1471,24,1,218.7,24,39,265272,True
1472,1,1,538.5,1,39,176855,True
1473,1,1,500.0,1,39,2010615,False
1474,2,1,1166.7,2,39,2010615,True
1475,2,1,1166.7,2,39,2010615,True
1476,2,1,1166.7,2,39,2010615,True
1477,2,1,1166.7,2,39,2010615,True
1478,2,1,1166.7,2,39,2010615,True
1479,2,1,1000.0,2,39,1647454,True
1480,3,1,1166.7,3,39,269531,True
1481,3,1,1166.7,3,39,269531,True
1482,34,1,109.4,34,39,269531,True
1483,5,1,388.9,5,39,1442996,True
1484,3,1,437.5,3,39,207634,True
1485,2,1,233.3,2,39,793027,True
1486,2,1,318.2,2,39,793027,True
1487,2,1,1000.0,2,40,2590107,True
1488,1,1,500.0,1,40,589923,False
1489,3,1,411.8,3,40,2919634,True
1490,3,1,218.7,3,40,545780,False
1491,3,1,218.7,3,40,545780,False
1492,3,1,291.7,3,40,545780,True
1493,3,1,1166.7,3,40,1003161,True
1494,2,1,1166.7,2,40,1391522,True
1495,9,1,1166.7,9,40,1660203,True
1496,2,1,1166.7,2,40,399337,True
1497,2,1,1166.7,2,40,399337,True
1498,3,1,1166.7,3,40,399337,True
1499,5,1,109.4,5,40,1132414,True
1500,3,1,212.1,3,40,1900514,False
1501,2,1,1000.0,2,40,957925,True
1502,2,1,304.3,2,40,1460612,True
1503,1,1,318.2,1,40,1175415,True
1504,2,1,1166.7,2,40,1175415,True
1505,1,1,500.0,1,40,893609,False
1506,2,1,225.8,2,40,176854,False
1507,1,1,233.3,1,40,176854,True
1508,2,1,225.8,2,40,176854,True
1509,2,1,225.8,2,40,176854,True
1510,1,1,500.0,1,40,176854,False
1511,1,1,225.8,1,40,176854,False
1512,2,1,1166.7,2,40,269253,True
1513,7,1,437.5,7,40,269253,True
1514,5,1,318.2,5,40,269253,True
1515,5,1,1166.7,5,40,269253,True
1516,4,1,1166.7,4,40,1430528,True
1517,3,1,212.1,3,40,202066,False
1518,4,1,200.0,4,40,664535,True
1519,5,1,1166.7,5,41,856357,True
1520,2,1,1166.7,2,41,856357,True
1521,2,1,350.0,2,41,713802,True
1522,2,1,1166.7,2,41,462981,True
1523,2,1,1000.0,2,41,746927,True
1524,3,1,437.5,3,41,350246,True
1525,4,1,1166.7,4,41,1000428,True
1526,3,1,205.9,3,41,545780,True
1527,2,1,1166.7,2,41,2000940,True
1528,4,1,1166.7,4,41,968263,True
1529,2,1,1166.7,2,41,835311,True
1530,3,1,225.8,3,41,918479,True
1531,8,1,291.7,8,41,918479,True
1532,2,1,368.4,2,41,2290134,False
1533,1,1,500.0,1,41,2290134,False
1534,2,1,1000.0,2,41,2290134,True
1535,2,1,1166.7,2,41,1658156,True
1536,2,1,1166.7,2,41,1658156,True
1537,5,1,318.2,5,41,398486,True
1538,5,1,318.2,5,41,398486,True
1539,4,1,212.1,4,41,1611720,True
1540,2,1,411.8,2,41,1611720,True
1541,2,1,233.3,2,41,507465,True
1542,2,1,318.2,2,41,507465,True
1543,2,1,1166.7,2,41,1352304,True
1544,3,1,437.5,3,41,957925,True
1545,2,1,1000.0,2,41,1052223,True
1546,2,1,1000.0,2,41,4544,True
1547,2,1,1166.7,2,41,4544,True
1548,1,1,500.0,1,41,4544,False
1549,3,1,500.0,3,41,1000146,True
1550,2,1,437.5,2,41,385603,True
1551,2,1,437.5,2,41,385603,True
1552,2,1,1166.7,2,41,820456,True
1553,2,1,411.8,2,41,176854,True
1554,4,1,350.0,4,41,176854,True
1555,2,1,1166.7,2,41,176854,True
1556,2,1,1166.7,2,41,176854,True
1557,2,1,1166.7,2,41,176854,True
1558,2,1,1166.7,2,41,176854,True
1559,2,1,1166.7,2,41,176854,True
1560,3,1,1166.7,3,41,176854,True
1561,3,1,1166.7,3,41,176854,True
1562,2,1,500.0,2,41,176854,True
1563,2,1,368.4,2,41,2305278,False
1564,1,1,500.0,1,41,2305278,False
1565,2,1,1000.0,2,41,2305278,True
1566,1,1,304.3,1,41,255725,False
1567,2,1,1166.7,2,41,642555,True
1568,2,1,538.5,2,42,713802,True
1569,1,1,500.0,1,42,2886174,False
1570,1,1,304.3,1,42,2886174,False
1571,2,1,500.0,2,42,1165432,True
1572,3,1,205.9,3,42,545780,True
1573,4,1,1166.7,4,42,1223814,True
1574,2,1,1166.7,2,42,2000940,True
1575,2,1,1166.7,2,42,962686,True
1576,4,1,218.7,4,42,314605,False
1577,5,1,212.1,5,42,314605,True
1578,4,1,318.2,4,42,256989,True
1579,2,1,1166.7,2,42,1291412,True
1580,2,1,1166.7,2,42,1291412,True
1581,2,1,1166.7,2,42,1291412,True
1582,1,1,205.9,1,42,1291412,True
1583,3,1,1166.7,3,42,918042,True
1584,12,1,1166.7,12,42,1658024,True
1585,2,1,1166.7,2,42,389844,True
1586,11,1,1166.7,11,42,389844,True
1587,3,1,1166.7,3,42,1114720,True
1588,4,1,212.1,4,42,403705,True
1589,4,1,212.1,4,42,1291766,True
1590,2,1,225.8,2,42,948314,False
1591,1,1,291.7,1,42,948314,False
1592,2,1,304.3,2,42,1393569,True
1593,2,1,225.8,2,42,1666098,True
1594,9,1,1166.7,9,42,1666098,True
1595,1,1,212.1,1,42,998802,False
1596,4,1,218.7,4,42,314605,False
1597,5,1,212.1,5,42,314605,True
1598,4,1,318.2,4,42,256989,True
1599,1,1,225.8,1,42,819493,False
1600,1,1,500.0,1,42,176854,False
1601,2,1,225.8,2,42,176854,False
1602,10,1,411.8,10,42,176854,True
1603,2,1,1166.7,2,42,176854,True
1604,1,1,500.0,1,42,176854,False
1605,5,1,304.3,5,42,176854,True
1606,1,1,225.8,1,42,176854,False
1607,1,1,225.8,1,42,176854,False
1608,4,1,500.0,4,42,176854,True
1609,2,1,1000.0,2,42,2009938,True
1610,2,1,1166.7,2,42,1627643,True
1611,2,1,1166.7,2,42,1627643,True
1612,1,1,304.3,1,42,255725,False
1613,2,1,233.3,2,42,1358760,False
1614,1,1,538.5,1,43,846840,True
1615,1,1,500.0,1,43,578759,False
1616,2,1,304.3,2,43,1124673,True
1617,2,1,212.1,2,43,2881590,False
1618,2,1,1166.7,2,43,1165432,True
1619,2,1,1166.7,2,43,1165432,True
1620,2,1,1166.7,2,43,1165432,True
1621,4,1,437.5,4,43,1165432,True
1622,4,1,437.5,4,43,1165432,True
1623,4,1,437.5,4,43,1165432,True
1624,4,1,437.5,4,43,1165432,True
1625,4,1,437.5,4,43,1165432,True
1626,4,1,437.5,4,43,1165432,True
1627,2,1,205.9,2,43,533536,True
1628,2,1,1166.7,2,43,713752,True
1629,2,1,1166.7,2,43,962676,True
1630,1,1,538.5,1,43,314605,True
1631,1,1,500.0,1,43,1391521,False
1632,3,1,1000.0,3,43,1391521,True
1633,2,1,1000.0,2,43,1613503,True
1634,36,1,109.4,36,43,371860,True
1635,4,1,1166.7,4,43,1082880,True
1636,4,1,200.0,4,43,363543,True
1637,1,1,500.0,1,43,324571,False
1638,1,1,500.0,1,43,523205,False
1639,2,1,1166.7,2,43,1600856,True
1640,1,1,538.5,1,43,314605,True
1641,11,1,218.7,11,43,813245,True
1642,1,1,538.5,1,43,176853,True
1643,12,1,1166.7,12,43,1627506,True
1644,1,1,304.3,1,43,255725,False
1645,2,1,1166.7,2,44,457279,True
1646,2,1,1166.7,2,44,459108,True
1647,2,1,304.3,2,44,1136623,True
1648,2,1,304.3,2,44,937128,True
1649,4,1,437.5,4,44,1000428,True
1650,2,1,1166.7,2,44,2875286,True
1651,2,1,1166.7,2,44,1165432,True
1652,2,1,1166.7,2,44,1165432,True
1653,2,1,1166.7,2,44,1165432,True
1654,2,1,1166.7,2,44,1165432,True
1655,3,1,1166.7,3,44,1165432,True
1656,5,1,1166.7,5,44,1165432,True
1657,7,1,1166.7,7,44,1165432,True
1658,5,1,1166.7,5,44,1165432,True
1659,10,1,1166.7,10,44,1165432,True
1660,2,1,1166.7,2,44,1165432,True
1661,2,1,205.9,2,44,533536,True
1662,4,1,304.3,4,44,1191236,True
1663,2,1,1166.7,2,44,962676,True
1664,1,1,291.7,1,44,314605,False
1665,1,1,350.0,1,44,314605,True
1666,2,1,318.2,2,44,314605,True
1667,1,1,205.9,1,44,314605,True
1668,2,1,250.0,2,44,314605,False
1669,2,1,250.0,2,44,314605,False
1670,2,1,250.0,2,44,314605,False
1671,2,1,250.0,2,44,314605,False
1672,1,1,212.1,1,44,314605,False
1673,1,1,250.0,1,44,314605,False
1674,1,1,250.0,1,44,314605,False
1675,1,1,250.0,1,44,314605,False
1676,2,1,1166.7,2,44,1196247,True
1677,2,1,1166.7,2,44,1196247,True
1678,2,1,1166.7,2,44,1196247,True
1679,2,1,1166.7,2,44,1196247,True
1680,5,1,388.9,5,44,797790,True
1681,33,1,109.4,33,44,371860,True
1682,6,1,388.9,6,44,1065960,True
1683,4,1,1166.7,4,44,1065960,True
1684,10,1,225.8,10,44,1427426,True
1685,1,1,218.7,1,44,362594,False
1686,3,1,437.5,3,44,1191593,True
1687,2,1,1166.7,2,44,459889,True
1688,2,1,1166.7,2,44,1161622,True
1689,2,1,1166.7,2,44,1161622,True
1690,4,1,1166.7,4,44,945743,True
1691,1,1,291.7,1,44,314605,False
1692,1,1,350.0,1,44,314605,True
1693,2,1,318.2,2,44,314605,True
1694,1,1,205.9,1,44,314605,True
1695,2,1,250.0,2,44,314605,False
1696,2,1,250.0,2,44,314605,False
1697,2,1,250.0,2,44,314605,False
1698,2,1,250.0,2,44,314605,False
1699,1,1,212.1,1,44,314605,False
1700,1,1,250.0,1,44,314605,False
1701,1,1,250.0,1,44,314605,False
1702,1,1,250.0,1,44,314605,False
1703,1,1,233.3,1,44,812636,False
1704,3,1,1166.7,3,44,176853,True
1705,3,1,218.7,3,44,172686,True
1706,3,1,437.5,3,45,846825,True
1707,2,1,1166.7,2,45,981350,True
1708,2,1,1166.7,2,45,981350,True
1709,2,1,1166.7,2,45,981350,True
1710,2,1,1166.7,2,45,981350,True
1711,2,1,1166.7,2,45,981350,True
1712,2,1,1166.7,2,45,981350,True
1713,2,1,1166.7,2,45,981350,True
1714,2,1,1166.7,2,45,981350,True
1715,2,1,1166.7,2,45,981350,True
1716,3,1,1166.7,3,45,981350,True
1717,3,1,218.7,3,45,533535,False
1718,3,1,218.7,3,45,533535,False
1719,3,1,291.7,3,45,533535,True
1720,2,1,1166.7,2,45,962676,True
1721,2,1,411.8,2,45,311552,True
1722,1,1,1000.0,1,45,917907,True
1723,6,1,388.9,6,45,1065960,True
1724,4,1,1166.7,4,45,1065960,True
1725,1,1,500.0,1,45,1583221,False
1726,1,1,304.3,1,45,1583221,False
1727,2,1,500.0,2,45,1090912,True
1728,2,1,318.2,2,45,4481,True
1729,3,1,1166.7,3,45,945743,True
1730,1,1,212.1,1,45,998802,False
1731,2,1,411.8,2,45,311552,True
1732,2,1,1166.7,2,45,805737,True
1733,6,1,218.7,6,45,1624112,True
1734,1,1,500.0,1,45,1358759,False
1735,3,1,437.5,3,45,559047,True
1736,2,1,1166.7,2,46,846823,True
1737,2,1,1166.7,2,46,846823,True
1738,2,1,411.8,2,46,455194,True
1739,2,1,437.5,2,46,455194,True
1740,2,1,1000.0,2,46,338866,True
1741,3,1,1166.7,3,46,1016064,True
1742,3,1,1166.7,3,46,932960,True
1743,5,1,1166.7,5,46,2873024,True
1744,2,1,1000.0,2,46,903443,True
1745,2,1,1166.7,2,46,903443,True
1746,2,1,1166.7,2,46,21,True
1747,2,1,1166.7,2,46,962676,True
1748,4,1,1166.7,4,46,253156,True
1749,2,1,1166.7,2,46,253156,True
1750,2,1,1166.7,2,46,253156,True
1751,4,1,218.7,4,46,235693,False
1752,5,1,212.1,5,46,235693,True
1753,2,1,1166.7,2,46,1242076,True
1754,2,1,1166.7,2,46,1242076,True
1755,2,1,1166.7,2,46,1242076,True
1756,2,1,1166.7,2,46,371859,True
1757,3,1,1166.7,3,46,371859,True
1758,3,1,1166.7,3,46,371859,True
1759,2,1,1166.7,2,46,371859,True
1760,2,1,1166.7,2,46,371859,True
1761,2,1,1166.7,2,46,371859,True
1762,2,1,1166.7,2,46,371859,True
1763,2,1,1166.7,2,46,371859,True
1764,3,1,1166.7,3,46,371859,True
1765,3,1,1166.7,3,46,371859,True
1766,3,1,1166.7,3,46,371859,True
1767,3,1,1166.7,3,46,371859,True
1768,3,1,1166.7,3,46,371859,True
1769,3,1,1166.7,3,46,371859,True
1770,2,1,1166.7,2,46,371859,True
1771,2,1,1166.7,2,46,371859,True
1772,4,1,1166.7,4,46,1065960,True
1773,4,1,200.0,4,46,1115975,True
1774,2,1,1166.7,2,46,453888,True
1775,4,1,388.9,4,46,453888,True
1776,2,1,1166.7,2,46,453888,True
1777,2,1,437.5,2,46,518993,True
1778,4,1,304.3,4,46,1209484,True
1779,2,1,218.7,2,46,1209484,True
1780,3,1,250.0,3,46,1439383,True
1781,2,1,411.8,2,46,489987,True
1782,2,1,1166.7,2,46,314361,True
1783,4,1,218.7,4,46,235693,False
1784,5,1,212.1,5,46,235693,True
1785,13,1,218.7,13,46,1358759,True
1786,1,1,500.0,1,46,535046,False
1787,3,1,225.8,3,46,535046,True
1788,4,1,233.3,4,46,535046,True
1789,1,1,318.2,1,47,710149,True
1790,2,1,1166.7,2,47,710149,True
1791,2,1,437.5,2,47,578722,True
1792,4,1,1166.7,4,47,697261,True
1793,17,1,233.3,17,47,981349,True
1794,2,1,1166.7,2,47,21,True
1795,2,1,1166.7,2,47,962674,True
1796,1,1,538.5,1,47,235693,True
1797,3,1,437.5,3,47,759667,True
1798,3,1,1166.7,3,47,747938,True
1799,3,1,1166.7,3,47,747938,True
1800,2,1,1166.7,2,47,976623,True
1801,2,1,1166.7,2,47,371093,True
1802,2,1,1166.7,2,47,371093,True
1803,5,1,318.2,5,47,371093,True
1804,2,1,318.2,2,47,371093,True
1805,2,1,318.2,2,47,371093,True
1806,2,1,1166.7,2,47,371093,True
1807,2,1,318.2,2,47,371093,True
1808,2,1,318.2,2,47,371093,True
1809,8,1,437.5,8,47,371093,True
1810,2,1,1166.7,2,47,371093,True
1811,5,1,1166.7,5,47,1043280,True
1812,1,1,318.2,1,47,362061,True
1813,4,1,212.1,4,47,1114318,True
1814,2,1,411.8,2,47,1114318,True
1815,2,1,437.5,2,47,324121,True
1816,2,1,1166.7,2,47,1267673,True
1817,2,1,1166.7,2,47,1439203,True
1818,2,1,1166.7,2,47,1439203,True
1819,2,1,1166.7,2,47,1439203,True
1820,2,1,1166.7,2,47,1439203,True
1821,2,1,1166.7,2,47,1439203,True
1822,2,1,318.2,2,47,4481,True
1823,2,1,1166.7,2,47,909948,True
1824,1,1,538.5,1,47,235693,True
1825,33,1,109.4,33,47,245326,True
1826,1,1,225.8,1,47,1358758,False
1827,1,1,225.8,1,47,1358758,False
1828,2,1,225.8,2,48,569710,True
1829,2,1,1000.0,2,48,648279,True
1830,2,1,1166.7,2,48,648279,True
1831,2,1,225.8,2,48,2803683,True
1832,9,1,1166.7,9,48,2803683,True
1833,2,1,1166.7,2,48,981349,True
1834,2,1,1166.7,2,48,981349,True
1835,2,1,1166.7,2,48,981349,True
1836,2,1,1166.7,2,48,981349,True
1837,2,1,1166.7,2,48,981349,True
1838,2,1,1166.7,2,48,981349,True
1839,1,1,304.3,1,48,21,False
1840,3,1,500.0,3,48,881705,True
1841,1,1,304.3,1,48,296240,False
1842,1,1,291.7,1,48,235692,False
1843,1,1,350.0,1,48,235692,True
1844,2,1,318.2,2,48,235692,True
1845,1,1,205.9,1,48,235692,True
1846,2,1,250.0,2,48,235692,False
1847,2,1,250.0,2,48,235692,False
1848,2,1,250.0,2,48,235692,False
1849,2,1,250.0,2,48,235692,False
1850,1,1,212.1,1,48,235692,False
1851,1,1,250.0,1,48,235692,False
1852,1,1,250.0,1,48,235692,False
1853,1,1,250.0,1,48,235692,False
1854,2,1,1166.7,2,48,976623,True
1855,2,1,1166.7,2,48,1242076,True
1856,2,1,1166.7,2,48,1242076,True
1857,2,1,1166.7,2,48,308880,True
1858,2,1,1166.7,2,48,308880,True
1859,25,1,218.7,25,48,308880,True
1860,3,1,1166.7,3,48,1042386,True
1861,2,1,1166.7,2,48,1427325,True
1862,2,1,233.3,2,48,1079669,True
1863,2,1,318.2,2,48,1079669,True
1864,10,1,250.0,10,48,915895,True
1865,2,1,1166.7,2,48,453888,True
1866,2,1,1166.7,2,48,1209484,True
1867,3,1,1166.7,3,48,1439203,True
1868,3,1,1166.7,3,48,1439203,True
1869,1,1,437.5,1,48,1439203,True
1870,2,1,1166.7,2,48,1090911,True
1871,2,1,1166.7,2,48,1090911,True
1872,2,1,1166.7,2,48,1090911,True
1873,4,1,437.5,4,48,1090911,True
1874,4,1,437.5,4,48,1090911,True
1875,4,1,437.5,4,48,1090911,True
1876,4,1,437.5,4,48,1090911,True
1877,4,1,437.5,4,48,1090911,True
1878,4,1,437.5,4,48,1090911,True
1879,2,1,1166.7,2,48,2915,True
1880,2,1,1166.7,2,48,909922,True
1881,1,1,304.3,1,48,296240,False
1882,1,1,291.7,1,48,235693,False
1883,1,1,350.0,1,48,235693,True
1884,2,1,318.2,2,48,235693,True
1885,1,1,205.9,1,48,235693,True
1886,2,1,250.0,2,48,235693,False
1887,2,1,250.0,2,48,235693,False
1888,2,1,250.0,2,48,235693,False
1889,2,1,250.0,2,48,235693,False
1890,1,1,212.1,1,48,235693,False
1891,1,1,250.0,1,48,235693,False
1892,1,1,250.0,1,48,235693,False
1893,1,1,250.0,1,48,235693,False
1894,3,1,1166.7,3,48,176853,True
1895,8,1,1166.7,8,48,1170432,True
1896,3,1,233.3,3,48,151396,True
1897,2,1,437.5,2,48,151396,True
1898,4,1,212.1,4,48,446729,True
1899,2,1,411.8,2,48,446729,True
1900,1,1,500.0,1,49,846787,False
1901,3,1,304.3,3,49,1016064,True
1902,3,1,304.3,3,49,932960,True
1903,3,1,1166.7,3,49,2658463,True
1904,3,1,1166.7,3,49,2658463,True
1905,1,1,437.5,1,49,2658463,True
1906,1,1,304.3,1,49,19,False
1907,2,1,1166.7,2,49,246560,True
1908,3,1,1166.7,3,49,688400,True
1909,2,1,1000.0,2,49,1784992,True
1910,13,1,1166.7,13,49,1241943,True
1911,2,1,1166.7,2,49,224640,True
1912,18,1,205.9,18,49,224640,True
1913,7,1,1166.7,7,49,1042358,True
1914,1,1,212.1,1,49,1427322,False
1915,3,1,212.1,3,49,1037916,False
1916,10,1,250.0,10,49,450492,True
1917,2,1,1000.0,2,49,499197,True
1918,2,1,1166.7,2,49,1356210,True
1919,2,1,1166.7,2,49,1090909,True
1920,2,1,1166.7,2,49,1090909,True
1921,2,1,1166.7,2,49,1090909,True
1922,2,1,1166.7,2,49,1090909,True
1923,3,1,1166.7,3,49,1090909,True
1924,5,1,1166.7,5,49,1090909,True
1925,7,1,1166.7,7,49,1090909,True
1926,5,1,1166.7,5,49,1090909,True
1927,10,1,1166.7,10,49,1090909,True
1928,2,1,1166.7,2,49,1090909,True
1929,2,1,1166.7,2,49,909922,True
1930,2,1,1166.7,2,49,309332,True
1931,2,1,1166.7,2,49,309332,True
1932,3,1,1166.7,3,49,309332,True
1933,2,1,1000.0,2,49,1753728,True
1934,2,1,1166.7,2,49,225120,True
1935,18,1,205.9,18,49,225120,True
1936,3,1,1166.7,3,49,1170432,True
1937,2,1,1000.0,2,49,441378,True
1938,2,1,1166.7,2,50,845352,True
1939,2,1,1000.0,2,50,707483,True
1940,2,1,1000.0,2,50,564686,True
1941,4,1,437.5,4,50,697260,True
1942,2,1,1166.7,2,50,2658462,True
1943,2,1,1166.7,2,50,2658462,True
1944,2,1,1166.7,2,50,2658462,True
1945,2,1,1166.7,2,50,2658462,True
1946,2,1,1166.7,2,50,2658462,True
1947,3,1,205.9,3,50,500409,True
1948,8,1,388.9,8,50,851898,True
1949,2,1,1166.7,2,50,1857463,True
1950,4,1,250.0,4,50,243835,True
1951,2,1,1166.7,2,50,593408,True
1952,2,1,1166.7,2,50,593408,True
1953,2,1,1166.7,2,50,1784992,True
1954,2,1,1166.7,2,50,1784992,True
1955,3,1,218.7,3,50,976622,True
1956,3,1,218.7,3,50,976622,True
1957,27,1,109.4,27,50,223797,True
1958,3,1,1166.7,3,50,1041768,True
1959,2,1,1166.7,2,50,321717,True
1960,2,1,1166.7,2,50,854906,True
1961,4,1,1166.7,4,50,854906,True
1962,3,1,1166.7,3,50,854906,True
1963,3,1,1166.7,3,50,854906,True
1964,3,1,1166.7,3,50,854906,True
1965,4,1,304.3,4,50,1267672,True
1966,2,1,218.7,2,50,1267672,True
1967,2,1,1000.0,2,50,1323,True
1968,2,1,1166.7,2,50,1323,True
1969,2,1,318.2,2,50,1323,True
1970,2,1,1166.7,2,50,909922,True
1971,2,1,1166.7,2,50,1753727,True
1972,2,1,1166.7,2,50,1753727,True
1973,2,1,1166.7,2,50,155950,True
1974,3,1,1166.7,3,50,155950,True
1975,2,1,1166.7,2,50,155950,True
1976,2,1,218.7,2,50,155950,True
1977,3,1,1166.7,3,50,1170432,True
1978,1,1,218.7,1,50,131215,False
1979,2,1,212.1,2,50,441377,False
1980,2,1,1000.0,2,50,441377,True
1981,2,1,411.8,2,50,441377,True
1982,2,1,1166.7,2,50,441377,True
1983,3,1,1166.7,3,51,707088,True
1984,2,1,1166.7,2,51,693690,True
1985,4,1,1166.7,4,51,957880,True
1986,5,1,218.7,5,51,791309,True
1987,3,1,205.9,3,51,500409,True
1988,2,1,218.7,2,51,1585386,True
1989,2,1,1166.7,2,51,639867,True
1990,2,1,1166.7,2,51,224864,True
1991,2,1,1166.7,2,51,883150,True
1992,2,1,1166.7,2,51,883150,True
1993,6,1,500.0,6,51,1784992,True
1994,11,1,218.7,11,51,976622,True
1995,14,1,1166.7,14,51,1241943,True
1996,30,1,109.4,30,51,220864,True
1997,5,1,1166.7,5,51,1041433,True
1998,10,1,225.8,10,51,360573,True
1999,3,1,437.5,3,51,988983,True
2000,2,1,1166.7,2,51,2235496,True
2001,1,1,250.0,1,51,1356031,False
2002,3,1,304.3,3,51,1323,True
2003,2,1,318.2,2,51,1323,True
2004,2,1,1166.7,2,51,447203,True
2005,2,1,1166.7,2,51,909922,True
2006,2,1,1166.7,2,51,224864,True
2007,6,1,500.0,6,51,1753727,True
2008,2,1,1166.7,2,51,126240,True
2009,6,1,205.9,6,51,1168775,True
2010,1,1,318.2,1,51,131215,True
2011,2,1,1166.7,2,51,432096,True
2012,2,1,1166.7,2,52,430769,True
2013,1,1,304.3,1,52,404298,False
2014,4,1,1166.7,4,52,697454,True
2015,3,1,218.7,3,52,500408,False
2016,3,1,218.7,3,52,500408,False
2017,3,1,291.7,3,52,500408,True
2018,1,1,304.3,1,52,823582,True
2019,3,1,500.0,3,52,823582,True
2020,1,1,538.5,1,52,639867,True
2021,2,1,1166.7,2,52,804206,True
2022,2,1,1166.7,2,52,1857463,True
2023,2,1,1000.0,2,52,274127,True
2024,2,1,1000.0,2,52,274127,True
2025,5,1,250.0,5,52,635904,True
2026,1,1,233.3,1,52,976621,False
2027,2,1,1166.7,2,52,195210,True
2028,7,1,1166.7,7,52,1040281,True
2029,10,1,250.0,10,52,988311,True
2030,1,1,318.2,1,52,753133,True
2031,1,1,291.7,1,52,265167,False
2032,2,1,1000.0,2,52,515100,True
2033,2,1,1000.0,2,52,515100,True
2034,2,1,1000.0,2,52,515100,True
2035,2,1,1000.0,2,52,515100,True
2036,3,1,1166.7,3,52,515100,True
2037,2,1,1166.7,2,52,515100,True
