benchmark,input,region,cpu_only_cycles,fpga_custom_cycles,cpu_only_ipc,fpga_custom_ipc,cycle_reduction_%
521.wrf_r,1,region_14,100826950,99608600,1.19,1.20,1.21
521.wrf_r,1,region_15,98216300,93374750,1.22,1.29,4.93
521.wrf_r,1,region_16,190322300,190346100,0.63,0.63,-0.01
521.wrf_r,1,region_17,193394250,193389000,0.62,0.62,0.00
521.wrf_r,1,region_18,198395750,198403450,0.60,0.60,-0.00
521.wrf_r,1,region_19,113828750,113820700,1.05,1.05,0.01
521.wrf_r,1,region_20,77324450,77304150,1.55,1.55,0.03
521.wrf_r,1,region_21,135469250,135419550,0.89,0.89,0.04
521.wrf_r,1,region_22,165375700,165421900,0.73,0.73,-0.03
521.wrf_r,1,region_23,187289550,187286750,0.64,0.64,0.00
521.wrf_r,1,region_24,104278650,104102600,1.15,1.15,0.17
521.wrf_r,1,region_25,200791150,200766300,0.60,0.60,0.01
521.wrf_r,1,region_26,189761600,189768600,0.63,0.63,-0.00
521.wrf_r,1,average,128437494,127383617,1.05,1.07,1.46

523.xalancbmk_r,1,region_1,117983950,116744250,1.02,1.03,1.05
523.xalancbmk_r,1,region_2,113215550,113140300,1.06,1.06,0.07
523.xalancbmk_r,1,region_3,6010200,6002850,0.65,0.65,0.12
523.xalancbmk_r,1,region_4,80615150,80484950,1.49,1.49,0.16
523.xalancbmk_r,1,region_5,103668600,103578300,1.16,1.16,0.09
523.xalancbmk_r,1,region_6,117216400,117131700,1.02,1.02,0.07
523.xalancbmk_r,1,region_7,116200350,116122300,1.03,1.03,0.07
523.xalancbmk_r,1,region_8,138446350,138014100,0.87,0.87,0.31
523.xalancbmk_r,1,region_9,114924250,114849700,1.04,1.04,0.06
523.xalancbmk_r,1,region_10,117401200,117315100,1.02,1.02,0.07
523.xalancbmk_r,1,region_11,118317150,118231750,1.01,1.01,0.07
523.xalancbmk_r,1,region_12,105505750,105455700,1.14,1.14,0.05
523.xalancbmk_r,1,region_13,245458850,244708800,0.49,0.49,0.31
523.xalancbmk_r,1,region_14,123234650,122959900,0.35,0.35,0.22
523.xalancbmk_r,1,region_15,123840500,122816050,0.97,0.98,0.83
523.xalancbmk_r,1,region_16,116315850,116251450,1.03,1.03,0.06
523.xalancbmk_r,1,region_17,117108950,117022850,1.02,1.03,0.07
523.xalancbmk_r,1,region_18,113501850,113431500,1.06,1.06,0.06
523.xalancbmk_r,1,region_19,120068550,119974050,1.00,1.00,0.08
523.xalancbmk_r,1,region_20,92845200,92810550,1.29,1.29,0.04
523.xalancbmk_r,1,region_21,113598450,113523200,1.06,1.06,0.07
523.xalancbmk_r,1,region_22,95425750,95366950,1.26,1.26,0.06
523.xalancbmk_r,1,average,114131977,113906195,1.00,1.00,0.18

525.x264_r,1,region_1,38320800,38211250,1.81,1.81,0.29
525.x264_r,1,region_2,62191150,61995500,1.81,1.81,0.31
525.x264_r,1,region_3,46645200,46595500,2.57,2.58,0.11
525.x264_r,1,region_4,40848850,40803350,2.94,2.94,0.11
525.x264_r,1,region_5,65522800,65336600,1.83,1.84,0.28
525.x264_r,1,region_6,40395950,40350450,2.97,2.97,0.11
525.x264_r,1,region_7,19255600,19098450,2.16,2.18,0.82
525.x264_r,1,region_8,39889850,39848550,3.01,3.01,0.10
525.x264_r,1,region_9,61241600,61147800,1.96,1.96,0.15
525.x264_r,1,region_10,43618400,43572550,2.62,2.63,0.11
525.x264_r,1,region_11,36820700,36760500,1.91,1.92,0.16
525.x264_r,1,region_12,15179150,15136800,1.80,1.81,0.28
525.x264_r,1,region_13,57586900,57324050,1.57,1.58,0.46
525.x264_r,1,region_14,56399000,56298550,1.90,1.90,0.18
525.x264_r,1,region_15,51915850,51828000,2.31,2.32,0.17
525.x264_r,1,region_16,57185800,56456050,2.10,2.13,1.28
525.x264_r,1,region_17,47397350,47335750,2.53,2.54,0.13
525.x264_r,1,region_18,11575550,11537400,1.64,1.64,0.33
525.x264_r,1,region_19,39502750,39469850,3.04,3.04,0.08
525.x264_r,1,region_20,39962650,39929050,3.00,3.01,0.08
525.x264_r,1,region_21,51520700,51463650,2.33,2.33,0.11
525.x264_r,1,average,43951267,43833317,2.28,2.28,0.27

525.x264_r,2,region_1,56113050,56016450,2.14,2.14,0.17
525.x264_r,2,region_2,58140600,58058350,2.06,2.07,0.14
525.x264_r,2,region_3,56587650,56501200,2.12,2.12,0.15
525.x264_r,2,region_4,67606000,67340000,1.77,1.78,0.39
525.x264_r,2,region_5,28735000,28701050,2.15,2.15,0.12
525.x264_r,2,region_6,56571550,56491400,2.12,2.12,0.14
525.x264_r,2,region_7,55128500,55079500,2.18,2.18,0.09
525.x264_r,2,region_8,57412250,57312500,2.09,2.09,0.17
525.x264_r,2,region_9,56837550,56746200,2.11,2.11,0.16
525.x264_r,2,region_10,2725800,2722300,1.66,1.67,0.13
525.x264_r,2,region_11,52106950,52076850,2.30,2.30,0.06
525.x264_r,2,region_12,58311050,58227050,2.06,2.06,0.14
525.x264_r,2,region_13,52417400,52372250,2.29,2.29,0.09
525.x264_r,2,region_14,40197500,40140800,2.07,2.07,0.14
525.x264_r,2,region_15,57652350,57561700,2.08,2.08,0.16
525.x264_r,2,region_16,53799900,53754400,2.23,2.23,0.08
525.x264_r,2,region_17,55286350,55218450,2.17,2.17,0.12
525.x264_r,2,region_18,57057350,56955850,2.10,2.11,0.18
525.x264_r,2,region_19,58615200,58451400,2.05,2.05,0.28
525.x264_r,2,average,51647474,51564616,2.09,2.09,0.15

525.x264_r,3,region_1,56964600,56882700,2.11,2.11,0.14
525.x264_r,3,region_2,56618450,56540400,2.12,2.12,0.14
525.x264_r,3,region_3,60117400,59997350,2.00,2.00,0.20
525.x264_r,3,region_4,41983200,41935600,2.86,2.86,0.11
525.x264_r,3,region_5,41065150,41043450,2.92,2.92,0.05
525.x264_r,3,region_6,54171250,54151300,2.22,2.22,0.04
525.x264_r,3,region_7,50498700,50476650,2.38,2.38,0.04
525.x264_r,3,region_8,56075250,55994400,2.14,2.14,0.14
525.x264_r,3,region_9,53571700,53547900,2.24,2.24,0.04
525.x264_r,3,region_10,59092250,58998450,2.03,2.03,0.16
525.x264_r,3,region_11,47600700,47539450,2.09,2.09,0.13
525.x264_r,3,region_12,40522650,40483800,2.96,2.96,0.10
525.x264_r,3,region_13,57878100,57790250,2.07,2.08,0.15
525.x264_r,3,region_14,45997700,45956400,2.61,2.61,0.09
525.x264_r,3,region_15,53378150,53356450,2.25,2.25,0.04
525.x264_r,3,region_16,5621700,5622050,1.43,1.43,-0.01
525.x264_r,3,region_17,40037200,39990300,2.09,2.10,0.12
525.x264_r,3,region_18,61827500,61754000,1.94,1.94,0.12
525.x264_r,3,average,49056758,49003383,2.25,2.25,0.10

526.blender_r,1,region_1,108069150,105382550,1.11,1.14,2.49
526.blender_r,1,region_2,86222150,86225650,1.39,1.39,-0.00
526.blender_r,1,region_3,203512400,203510300,0.59,0.59,0.00
526.blender_r,1,region_4,163685200,162442350,0.73,0.74,0.76
526.blender_r,1,region_5,115289650,113071000,1.04,1.06,1.92
526.blender_r,1,region_6,106361500,104217050,1.13,1.15,2.02
526.blender_r,1,region_7,101675000,99110900,1.18,1.21,2.52
526.blender_r,1,region_8,110474350,107982350,1.09,1.11,2.26
526.blender_r,1,region_9,83843200,83843550,1.43,1.43,-0.00
526.blender_r,1,region_10,180566750,178858400,0.66,0.67,0.95
526.blender_r,1,region_11,108095750,106935850,1.11,1.12,1.07
526.blender_r,1,region_12,111981100,109634000,1.07,1.09,2.10
526.blender_r,1,region_13,110511450,108168900,1.09,1.11,2.12
526.blender_r,1,region_14,112470400,110059950,1.07,1.09,2.14
526.blender_r,1,region_15,102513250,100142350,1.17,1.20,2.31
526.blender_r,1,region_16,115093650,112765800,1.04,1.06,2.02
526.blender_r,1,region_17,120892100,118509650,0.99,1.01,1.97
526.blender_r,1,region_18,100674350,98165200,1.19,1.22,2.49
526.blender_r,1,region_19,213276000,211676850,0.56,0.57,0.75
526.blender_r,1,region_20,102314800,99957550,1.17,1.20,2.30
526.blender_r,1,region_21,109275950,107122750,1.10,1.12,1.97
526.blender_r,1,region_22,111665050,109146800,1.07,1.10,2.26
526.blender_r,1,region_23,104599950,102075750,1.15,1.18,2.41
526.blender_r,1,average,121002746,119087196,1.05,1.07,1.94

527.cam4_r,1,region_1,107400650,107400300,1.12,1.12,0.00
527.cam4_r,1,region_2,102244450,99374800,1.17,1.21,2.81
527.cam4_r,1,region_3,101054800,99646750,1.19,1.20,1.39
527.cam4_r,1,region_4,86790550,84888650,1.38,1.41,2.19
527.cam4_r,1,region_5,96932850,92373050,1.24,1.30,4.70
527.cam4_r,1,region_6,89143250,87667650,1.35,1.37,1.66
527.cam4_r,1,region_7,110083050,109819500,1.09,1.09,0.24
527.cam4_r,1,region_8,106860250,106861300,1.12,1.12,-0.00
527.cam4_r,1,region_9,71386000,71373400,1.68,1.68,0.02
527.cam4_r,1,region_10,86736300,84881300,1.38,1.41,2.14
527.cam4_r,1,region_11,37985500,37985850,3.16,3.16,-0.00
527.cam4_r,1,region_12,109006100,109006800,1.10,1.10,-0.00
527.cam4_r,1,region_13,87052000,85177750,1.38,1.41,2.15
527.cam4_r,1,region_14,107740150,107584400,1.11,1.12,0.14
527.cam4_r,1,region_15,87323950,85464750,1.37,1.40,2.13
527.cam4_r,1,region_16,82071150,80916500,1.46,1.48,1.41
527.cam4_r,1,region_17,97683250,97681850,1.23,1.23,0.00
527.cam4_r,1,region_18,122736250,122729600,0.98,0.98,0.01
527.cam4_r,1,average,93901694,92824122,1.36,1.38,1.61

531.deepsjeng_r,1,region_1,85345750,83044850,1.41,1.45,2.70
531.deepsjeng_r,1,region_2,85073100,82863200,1.41,1.45,2.60
531.deepsjeng_r,1,region_3,86501100,84170100,1.39,1.43,2.69
531.deepsjeng_r,1,region_4,85454950,83088600,1.40,1.44,2.77
531.deepsjeng_r,1,region_5,88481400,86073750,1.36,1.39,2.72
531.deepsjeng_r,1,region_6,85780450,83556900,1.40,1.44,2.59
531.deepsjeng_r,1,region_7,83815900,81621750,1.43,1.47,2.62
531.deepsjeng_r,1,region_8,86486050,84390250,1.39,1.42,2.42
531.deepsjeng_r,1,region_9,87121300,84526400,1.38,1.42,2.98
531.deepsjeng_r,1,region_10,86796850,84316400,1.38,1.42,2.86
531.deepsjeng_r,1,region_11,85133300,82726350,1.41,1.45,2.83
531.deepsjeng_r,1,region_12,82121900,79644250,1.46,1.51,3.02
531.deepsjeng_r,1,region_13,83520500,81244100,1.44,1.48,2.73
531.deepsjeng_r,1,region_14,83434750,81260200,1.44,1.48,2.61
531.deepsjeng_r,1,region_15,82364450,79988650,1.46,1.50,2.88
531.deepsjeng_r,1,region_16,83178900,80549000,1.44,1.49,3.16
531.deepsjeng_r,1,region_17,106631350,106632400,0.99,0.99,-0.00
531.deepsjeng_r,1,average,86308353,84099832,1.39,1.43,2.76

538.imagick_r,1,region_1,39726050,39718350,3.02,3.02,0.02
538.imagick_r,1,region_2,50960350,49555100,2.35,2.42,2.76
538.imagick_r,1,region_3,134512000,134503250,0.89,0.89,0.01
538.imagick_r,1,region_4,47643050,47631500,2.52,2.52,0.02
538.imagick_r,1,region_5,66807650,66799250,1.80,1.80,0.01
538.imagick_r,1,region_6,48521900,47157950,2.47,2.54,2.81
538.imagick_r,1,region_7,51443700,50031800,2.33,2.40,2.74
538.imagick_r,1,average,62802100,62199600,2.20,2.23,1.20

541.leela_r,1,region_1,103512500,102727450,1.16,1.17,0.76
541.leela_r,1,region_2,105539700,104902350,1.14,1.14,0.60
541.leela_r,1,region_3,98513100,97617100,1.22,1.23,0.91
541.leela_r,1,region_4,100496200,100163350,1.19,1.20,0.33
541.leela_r,1,region_5,100159150,99813000,1.20,1.20,0.35
541.leela_r,1,region_6,102778900,102294500,1.17,1.17,0.47
541.leela_r,1,region_7,105151900,104830950,1.14,1.14,0.31
541.leela_r,1,region_8,102341050,101962000,1.17,1.18,0.37
541.leela_r,1,region_9,103767650,103520900,1.16,1.16,0.24
541.leela_r,1,region_10,101016300,100114000,1.19,1.20,0.89
541.leela_r,1,region_11,56074900,56074550,2.14,2.14,0.00
541.leela_r,1,region_12,105508200,105115500,1.14,1.14,0.37
541.leela_r,1,region_13,100385250,99876000,1.20,1.20,0.51
541.leela_r,1,region_14,105332850,104872600,1.14,1.14,0.44
541.leela_r,1,region_15,106390900,106183700,1.13,1.13,0.19
541.leela_r,1,region_16,105864150,105501900,1.13,1.14,0.34
541.leela_r,1,region_17,98553700,97824650,1.22,1.23,0.74
541.leela_r,1,region_18,99941450,99439900,1.20,1.21,0.50
541.leela_r,1,region_19,106802150,106292550,1.12,1.13,0.48
541.leela_r,1,region_20,104718950,104312950,1.15,1.15,0.39
541.leela_r,1,region_21,105237650,104772850,1.14,1.15,0.44
541.leela_r,1,region_22,103006400,102708200,1.16,1.17,0.29
541.leela_r,1,region_23,101966900,101678150,1.18,1.18,0.28
541.leela_r,1,region_24,104064800,103528250,1.15,1.16,0.52
541.leela_r,1,average,101130196,100671973,1.21,1.21,0.47

544.nab_r,1,region_1,111654550,109825100,1.07,1.09,1.64
544.nab_r,1,region_2,110884200,109279800,1.08,1.10,1.45
544.nab_r,1,region_3,107227750,106058750,1.12,1.13,1.09
544.nab_r,1,region_4,119051800,96247200,1.01,1.25,19.16
544.nab_r,1,region_5,124971000,122137400,0.96,0.98,2.27
544.nab_r,1,region_6,125882400,125393800,0.95,0.96,0.39
544.nab_r,1,region_7,118024200,100210600,1.02,1.20,15.09
544.nab_r,1,region_8,86470650,81259500,1.39,1.48,6.03
544.nab_r,1,region_9,103961200,102181450,1.15,1.17,1.71
544.nab_r,1,region_10,108808350,107761500,1.10,1.11,0.96
544.nab_r,1,region_11,101475850,99471050,1.18,1.21,1.98
544.nab_r,1,region_12,83685000,76788950,1.43,1.56,8.24
544.nab_r,1,region_13,85153250,79739100,1.41,1.50,6.36
544.nab_r,1,region_14,113217650,111442800,1.06,1.08,1.57
544.nab_r,1,region_15,104268850,103005700,1.15,1.16,1.21
544.nab_r,1,region_16,124503400,119876050,0.96,1.00,3.72
544.nab_r,1,region_17,117336800,115303300,1.02,1.04,1.73
544.nab_r,1,average,108622171,103881297,1.12,1.18,4.39

548.exchange2_r,1,region_1,80591350,79885050,1.49,1.50,0.88
548.exchange2_r,1,region_2,98962150,98909300,1.21,1.21,0.05
548.exchange2_r,1,region_3,92815800,92540700,1.29,1.30,0.30
548.exchange2_r,1,region_4,95074350,94817100,1.26,1.27,0.27
548.exchange2_r,1,region_5,97980400,97812050,1.22,1.23,0.17
548.exchange2_r,1,region_6,95077850,94813250,1.26,1.27,0.28
548.exchange2_r,1,region_7,101344600,101279150,1.18,1.18,0.06
548.exchange2_r,1,region_8,101852100,101766700,1.18,1.18,0.08
548.exchange2_r,1,region_9,102704000,102681600,1.17,1.17,0.02
548.exchange2_r,1,region_10,93431800,93210600,1.28,1.29,0.24
548.exchange2_r,1,region_11,95768050,95583950,1.25,1.26,0.19
548.exchange2_r,1,region_12,72180500,71188950,1.66,1.69,1.37
548.exchange2_r,1,region_13,103979750,103948950,1.15,1.15,0.03
548.exchange2_r,1,region_14,97302800,97195350,1.23,1.23,0.11
548.exchange2_r,1,region_15,93029650,92741950,1.29,1.29,0.31
548.exchange2_r,1,region_16,97919850,97797000,1.23,1.23,0.13
548.exchange2_r,1,region_17,100732800,100688000,1.19,1.19,0.04
548.exchange2_r,1,region_18,98677600,98620550,1.22,1.22,0.06
548.exchange2_r,1,region_19,58137800,56897400,2.06,2.11,2.13
548.exchange2_r,1,average,93555958,93283032,1.31,1.31,0.35

549.fotonik3d_r,1,region_1,280107100,279960100,0.43,0.43,0.05
549.fotonik3d_r,1,region_2,263149950,263005750,0.46,0.46,0.05
549.fotonik3d_r,1,region_3,268504250,268410800,0.45,0.45,0.03
549.fotonik3d_r,1,region_4,306143250,306114900,0.39,0.39,0.01
549.fotonik3d_r,1,region_5,303649850,303613100,0.40,0.40,0.01
549.fotonik3d_r,1,region_6,313739650,313722500,0.38,0.38,0.01
549.fotonik3d_r,1,region_7,264692050,264621700,0.45,0.45,0.03
549.fotonik3d_r,1,region_8,299583550,299565350,0.40,0.40,0.01
549.fotonik3d_r,1,region_9,301098350,301054950,0.40,0.40,0.01
549.fotonik3d_r,1,region_10,285708150,285688200,0.42,0.42,0.01
549.fotonik3d_r,1,region_11,258082650,258038550,0.46,0.47,0.02
549.fotonik3d_r,1,region_12,299199950,299180000,0.40,0.40,0.01
549.fotonik3d_r,1,region_13,242671800,242640300,0.49,0.49,0.01
549.fotonik3d_r,1,region_14,248950100,248924550,0.48,0.48,0.01
549.fotonik3d_r,1,region_15,267687350,267568000,0.45,0.45,0.04
549.fotonik3d_r,1,region_16,293230350,293212500,0.41,0.41,0.01
549.fotonik3d_r,1,region_17,7009450,7010850,1.03,1.03,-0.02
549.fotonik3d_r,1,region_18,303757650,303743300,0.40,0.40,0.00
549.fotonik3d_r,1,region_19,290578750,290560200,0.41,0.41,0.01
549.fotonik3d_r,1,region_20,268662450,268582300,0.45,0.45,0.03
549.fotonik3d_r,1,region_21,277666550,277514300,0.43,0.43,0.05
549.fotonik3d_r,1,region_22,261340450,261284450,0.46,0.46,0.02
549.fotonik3d_r,1,region_23,308144200,308131250,0.39,0.39,0.00
549.fotonik3d_r,1,region_24,255337600,255309250,0.47,0.47,0.01
549.fotonik3d_r,1,region_25,270222400,270069800,0.44,0.44,0.06
549.fotonik3d_r,1,average,269556714,269501078,0.45,0.45,0.02

554.roms_r,1,region_1,89210800,86795100,1.35,1.38,2.71
554.roms_r,1,region_2,126668150,125826750,0.95,0.95,0.66
554.roms_r,1,region_3,239842050,239841350,0.50,0.50,0.00
554.roms_r,1,region_4,186227300,186226250,0.64,0.64,0.00
554.roms_r,1,region_5,138235300,138226200,0.87,0.87,0.01
554.roms_r,1,region_6,146844950,146845300,0.82,0.82,-0.00
554.roms_r,1,region_7,136498250,136077550,0.88,0.88,0.31
554.roms_r,1,region_8,226391900,226389800,0.53,0.53,0.00
554.roms_r,1,region_9,135516150,132731200,0.89,0.90,2.06
554.roms_r,1,region_10,131830650,131576900,0.91,0.91,0.19
554.roms_r,1,region_11,126746900,126574000,0.95,0.95,0.14
554.roms_r,1,region_12,126898800,126613900,0.95,0.95,0.22
554.roms_r,1,region_13,154343000,154308350,0.78,0.78,0.02
554.roms_r,1,region_14,180523350,180521950,0.66,0.66,0.00
554.roms_r,1,region_15,119495950,118903750,1.00,1.01,0.50
554.roms_r,1,region_16,109759300,109448500,1.09,1.10,0.28
554.roms_r,1,region_17,155466850,155463700,0.77,0.77,0.00
554.roms_r,1,region_18,65501450,62302800,1.83,1.93,4.88
554.roms_r,1,region_19,146878550,146877150,0.82,0.82,0.00
554.roms_r,1,region_20,201065200,201064500,0.60,0.60,0.00
554.roms_r,1,region_21,147652750,147520100,0.81,0.81,0.09
554.roms_r,1,region_22,106210650,105352450,1.13,1.14,0.81
554.roms_r,1,region_23,137490500,137233950,0.87,0.87,0.19
554.roms_r,1,region_24,124525800,124273800,0.96,0.97,0.20
554.roms_r,1,average,144159356,143624804,0.90,0.91,0.83

557.xz_r,1,region_1,131489750,130726400,0.91,0.92,0.58
557.xz_r,1,region_2,142408000,141529150,0.84,0.85,0.62
557.xz_r,1,region_3,89610150,88303250,1.34,1.36,1.46
557.xz_r,1,region_4,121462250,120683150,0.99,0.99,0.64
557.xz_r,1,region_5,241127250,240948750,0.50,0.50,0.07
557.xz_r,1,region_6,148395100,147538300,0.81,0.81,0.58
557.xz_r,1,region_7,100849000,100217250,1.19,1.20,0.63
557.xz_r,1,region_8,142286900,141415750,0.84,0.85,0.61
557.xz_r,1,region_9,146844600,145973100,0.82,0.82,0.59
557.xz_r,1,region_10,124872650,124105450,0.96,0.97,0.61
557.xz_r,1,region_11,144579400,143655750,0.83,0.84,0.64
557.xz_r,1,region_12,90470100,89546450,1.33,1.34,1.02
557.xz_r,1,region_13,145985350,145076400,0.82,0.83,0.62
557.xz_r,1,region_14,151432050,150558100,0.79,0.80,0.58
557.xz_r,1,region_15,108062850,102043200,1.11,1.18,5.57
557.xz_r,1,region_16,141858850,140968450,0.85,0.85,0.63
557.xz_r,1,region_17,129173450,128658250,0.93,0.93,0.40
557.xz_r,1,region_18,132108550,131323500,0.91,0.91,0.59
557.xz_r,1,region_19,144627000,143699500,0.83,0.84,0.64
557.xz_r,1,region_20,144897200,144038300,0.83,0.83,0.59
557.xz_r,1,region_21,148684550,147801150,0.81,0.81,0.59
557.xz_r,1,region_22,100440550,99845200,1.19,1.20,0.59
557.xz_r,1,region_23,149210250,148328600,0.80,0.81,0.59
557.xz_r,1,region_24,131261200,130393900,0.91,0.92,0.66
557.xz_r,1,region_25,141477350,140600600,0.85,0.85,0.62
557.xz_r,1,region_26,145427450,144550000,0.83,0.83,0.60
557.xz_r,1,region_27,143525200,142596650,0.84,0.84,0.65
557.xz_r,1,region_28,220310300,219241750,0.54,0.55,0.49
557.xz_r,1,region_29,140322700,139499500,0.86,0.86,0.59
557.xz_r,1,region_30,176536500,175722050,0.68,0.68,0.46
557.xz_r,1,average,140657883,139652928,0.89,0.90,0.78

557.xz_r,2,region_1,81519900,80358250,1.47,1.49,1.42
557.xz_r,2,region_2,79387000,78700300,1.51,1.52,0.87
557.xz_r,2,region_3,71920450,71197700,1.67,1.69,1.00
557.xz_r,2,region_4,51058700,51059400,2.35,2.35,-0.00
557.xz_r,2,region_5,72387700,71261050,1.66,1.68,1.56
557.xz_r,2,region_6,68343800,67091500,1.76,1.79,1.83
557.xz_r,2,region_7,69967450,68882100,1.72,1.74,1.55
557.xz_r,2,region_8,60496100,59696350,1.98,2.01,1.32
557.xz_r,2,region_9,69892900,68474000,1.72,1.75,2.03
557.xz_r,2,region_10,57187200,55610450,2.10,2.16,2.76
557.xz_r,2,region_11,79462950,78546650,1.51,1.53,1.15
557.xz_r,2,region_12,72575650,71412250,1.65,1.68,1.60
557.xz_r,2,region_13,61952450,60555250,1.94,1.98,2.26
557.xz_r,2,region_14,65983750,64452150,1.82,1.86,2.32
557.xz_r,2,region_15,59103100,58637950,2.03,2.05,0.79
557.xz_r,2,region_16,81446750,80375400,1.47,1.49,1.32
557.xz_r,2,region_17,75569200,74865350,1.59,1.60,0.93
557.xz_r,2,region_18,55739600,55113100,2.15,2.18,1.12
557.xz_r,2,region_19,75564300,74297650,1.59,1.62,1.68
557.xz_r,2,region_20,87268650,86885050,1.38,1.38,0.44
557.xz_r,2,average,69841380,68873595,1.75,1.78,1.47

557.xz_r,3,region_1,195987050,195084050,0.61,0.62,0.46
557.xz_r,3,region_2,82833800,81723950,1.45,1.47,1.34
557.xz_r,3,region_3,89429200,88371150,1.34,1.36,1.18
557.xz_r,3,region_4,68409600,66837050,1.75,1.80,2.30
557.xz_r,3,region_5,103321750,102352250,1.16,1.17,0.94
557.xz_r,3,region_6,107110850,106167600,1.12,1.13,0.88
557.xz_r,3,region_7,135068850,134301650,0.89,0.89,0.57
557.xz_r,3,region_8,77056350,76844600,1.56,1.56,0.27
557.xz_r,3,region_9,81474050,80510500,1.47,1.49,1.18
557.xz_r,3,region_10,59176950,57640800,2.03,2.08,2.60
557.xz_r,3,region_11,93765350,93501450,1.28,1.28,0.28
557.xz_r,3,region_12,105897750,104914250,1.13,1.14,0.93
557.xz_r,3,region_13,103837300,99054550,1.16,1.21,4.61
557.xz_r,3,region_14,79826600,78688750,1.50,1.52,1.43
557.xz_r,3,region_15,135788800,135741550,0.88,0.88,0.03
557.xz_r,3,region_16,51088800,51089500,2.35,2.35,-0.00
557.xz_r,3,region_17,117761700,116775750,1.02,1.03,0.84
557.xz_r,3,region_18,71865150,70771400,1.67,1.70,1.52
557.xz_r,3,region_19,88730950,87691450,1.35,1.37,1.17
557.xz_r,3,region_20,114941750,113950200,1.04,1.05,0.86
557.xz_r,3,region_21,129075800,128120650,0.93,0.94,0.74
557.xz_r,3,region_22,97977950,96856900,1.22,1.24,1.14
557.xz_r,3,region_23,68668600,67767000,1.75,1.77,1.31
557.xz_r,3,average,98221520,97163348,1.33,1.35,1.21

600.perlbench_s,1,region_1,51515800,50946350,2.33,2.36,1.11
600.perlbench_s,1,region_2,93114700,92638000,1.29,1.30,0.51
600.perlbench_s,1,region_3,99806000,99361850,1.20,1.21,0.45
600.perlbench_s,1,region_4,110043150,109580450,1.09,1.10,0.42
600.perlbench_s,1,region_5,52232250,51707250,2.30,2.32,1.01
600.perlbench_s,1,region_6,74794650,74275600,1.60,1.62,0.69
600.perlbench_s,1,region_7,53521650,52903200,2.24,2.27,1.16
600.perlbench_s,1,region_8,72515800,71995350,1.65,1.67,0.72
600.perlbench_s,1,region_9,59793650,59501400,1.21,1.22,0.49
600.perlbench_s,1,region_10,50540000,50016750,2.37,2.40,1.04
600.perlbench_s,1,region_11,1304800,1304800,0.84,0.84,0.00
600.perlbench_s,1,region_12,63769650,63225400,1.88,1.90,0.85
600.perlbench_s,1,region_13,46364850,45875900,2.59,2.62,1.05
600.perlbench_s,1,region_14,71670900,71145200,1.67,1.69,0.73
600.perlbench_s,1,region_15,73802400,73424750,1.32,1.32,0.51
600.perlbench_s,1,region_16,65884350,65366000,1.82,1.84,0.79
600.perlbench_s,1,region_17,65440900,63003150,1.83,1.90,3.73
600.perlbench_s,1,region_18,65195900,64898400,1.18,1.19,0.46
600.perlbench_s,1,region_19,88585350,88123000,1.35,1.36,0.52
600.perlbench_s,1,region_20,52994550,52430350,2.26,2.29,1.06
600.perlbench_s,1,average,65644565,65086158,1.70,1.72,0.91

600.perlbench_s,2,region_1,80904250,80672200,1.48,1.49,0.29
600.perlbench_s,2,region_2,183669150,183277500,0.65,0.65,0.21
600.perlbench_s,2,region_3,81713450,81491550,1.47,1.47,0.27
600.perlbench_s,2,region_4,92956150,92201200,1.29,1.30,0.81
600.perlbench_s,2,region_5,119288050,119287700,1.01,1.01,0.00
600.perlbench_s,2,region_6,99053850,98809550,1.21,1.21,0.25
600.perlbench_s,2,region_7,94416700,94189200,1.27,1.27,0.24
600.perlbench_s,2,region_8,82149200,81910500,1.46,1.47,0.29
600.perlbench_s,2,region_9,47436200,33794600,2.53,3.55,28.76
600.perlbench_s,2,region_10,165236050,164736250,0.73,0.73,0.30
600.perlbench_s,2,region_11,142698850,142159500,0.84,0.84,0.38
600.perlbench_s,2,average,108138355,106593614,1.27,1.36,3.18

600.perlbench_s,3,region_1,96301450,96009900,1.25,1.25,0.30
600.perlbench_s,3,region_2,83941550,77081550,1.43,1.56,8.17
600.perlbench_s,3,region_3,90107150,89724950,1.33,1.34,0.42
600.perlbench_s,3,region_4,141472800,141135400,0.85,0.85,0.24
600.perlbench_s,3,region_5,96585300,96292700,1.24,1.25,0.30
600.perlbench_s,3,region_6,93745750,93369150,1.28,1.29,0.40
600.perlbench_s,3,region_7,82304950,82007800,1.46,1.46,0.36
600.perlbench_s,3,region_8,96537000,96253850,1.24,1.25,0.29
600.perlbench_s,3,average,97624494,96484412,1.26,1.28,1.31

602.gcc_s,1,region_1,549889200,549756550,0.22,0.22,0.02
602.gcc_s,1,region_2,119830900,117514950,1.00,1.02,1.93
602.gcc_s,1,region_3,1215991000,1215984000,0.10,0.10,0.00
602.gcc_s,1,region_4,974702750,974611750,0.12,0.12,0.01
602.gcc_s,1,region_5,142094050,141512350,0.84,0.85,0.41
602.gcc_s,1,region_6,446619950,446354650,0.27,0.27,0.06
602.gcc_s,1,region_7,117103350,116896150,0.90,0.90,0.18
602.gcc_s,1,region_8,143924900,143642450,0.83,0.84,0.20
602.gcc_s,1,region_9,133032550,131819800,0.90,0.91,0.91
602.gcc_s,1,region_10,155255800,154934150,0.77,0.77,0.21
