benchmark,input,region,cpu_only_cycles,fpga_custom_cycles,cpu_only_ipc,fpga_custom_ipc,cycle_reduction_%
521.wrf_r,1,region_19,168385027,168440990,0.71,0.71,-0.03
521.wrf_r,1,region_20,103754829,103734010,1.16,1.16,0.02
521.wrf_r,1,region_21,218894786,218859069,0.55,0.55,0.02
521.wrf_r,1,region_22,260286587,260322304,0.46,0.46,-0.01
521.wrf_r,1,region_23,331369911,331547732,0.36,0.36,-0.05
521.wrf_r,1,region_24,139351690,139279492,0.86,0.86,0.05
521.wrf_r,1,region_25,350191433,350295910,0.34,0.34,-0.03
521.wrf_r,1,region_26,323074017,323191864,0.37,0.37,-0.04
521.wrf_r,1,average,202531125,201841432,0.71,0.72,0.57

523.xalancbmk_r,1,region_1,314724834,313447999,0.38,0.38,0.41
523.xalancbmk_r,1,region_2,170795447,170719238,0.70,0.70,0.04
523.xalancbmk_r,1,region_3,5590379,5581402,0.70,0.70,0.16
523.xalancbmk_r,1,region_4,98203605,98072961,1.22,1.22,0.13
523.xalancbmk_r,1,region_5,153394774,153304240,0.78,0.78,0.06
523.xalancbmk_r,1,region_6,176297775,176212780,0.68,0.68,0.05
523.xalancbmk_r,1,region_7,173065673,172987554,0.69,0.69,0.05
523.xalancbmk_r,1,region_8,149265354,148833694,0.80,0.81,0.29
523.xalancbmk_r,1,region_9,161023696,160946723,0.75,0.75,0.05
523.xalancbmk_r,1,region_10,167378266,167289833,0.72,0.72,0.05
523.xalancbmk_r,1,region_11,178897667,178811526,0.67,0.67,0.05
523.xalancbmk_r,1,region_12,156760576,156707096,0.77,0.77,0.03
523.xalancbmk_r,1,region_13,299779848,298890552,0.40,0.40,0.30
523.xalancbmk_r,1,region_14,130329805,129952007,0.33,0.33,0.29
523.xalancbmk_r,1,region_15,312059811,310814300,0.38,0.39,0.40
523.xalancbmk_r,1,region_16,164630349,164571521,0.73,0.73,0.04
523.xalancbmk_r,1,region_17,175695552,175608074,0.68,0.68,0.05
523.xalancbmk_r,1,region_18,170722485,170650287,0.70,0.70,0.04
523.xalancbmk_r,1,region_19,181557724,181462797,0.66,0.66,0.05
523.xalancbmk_r,1,region_20,123647288,123608706,0.97,0.97,0.03
523.xalancbmk_r,1,region_21,166282117,166205526,0.72,0.72,0.05
523.xalancbmk_r,1,region_22,139807225,139752217,0.86,0.86,0.04
523.xalancbmk_r,1,average,171359557,171110502,0.69,0.70,0.12

525.x264_r,1,region_1,52741212,52629477,1.31,1.31,0.21
525.x264_r,1,region_2,85127554,84931779,1.32,1.32,0.23
525.x264_r,1,region_3,73040883,72897060,1.64,1.65,0.20
525.x264_r,1,region_4,67334949,67211945,1.78,1.79,0.18
525.x264_r,1,region_5,89413403,89180956,1.34,1.35,0.26
525.x264_r,1,region_6,66572095,66453102,1.80,1.81,0.18
525.x264_r,1,region_7,26595986,26452163,1.57,1.57,0.54
525.x264_r,1,region_8,66472011,66364669,1.81,1.81,0.16
525.x264_r,1,region_9,85626828,85544507,1.40,1.40,0.10
525.x264_r,1,region_10,69683867,69627522,1.64,1.64,0.08
525.x264_r,1,region_11,52386716,52332472,1.34,1.35,0.10
525.x264_r,1,region_12,20358308,20308839,1.34,1.35,0.24
525.x264_r,1,region_13,74244374,73966087,1.22,1.22,0.37
525.x264_r,1,region_14,79944387,79847932,1.34,1.34,0.12
525.x264_r,1,region_15,77434456,77277263,1.55,1.55,0.20
525.x264_r,1,region_16,77506845,76823065,1.55,1.56,0.88
525.x264_r,1,region_17,74326504,74211713,1.61,1.62,0.15
525.x264_r,1,region_18,15041823,15001140,1.26,1.27,0.27
525.x264_r,1,region_19,65911044,65827195,1.82,1.82,0.13
525.x264_r,1,region_20,66386443,66294954,1.81,1.81,0.14
525.x264_r,1,region_21,77525754,77399694,1.55,1.55,0.16
525.x264_r,1,average,64936926,64789692,1.52,1.53,0.23

525.x264_r,2,region_1,82849497,82631184,1.45,1.45,0.26
525.x264_r,2,region_2,83751590,83510166,1.43,1.44,0.29
525.x264_r,2,region_3,82816072,82613612,1.45,1.45,0.24
525.x264_r,2,region_4,86465127,86209187,1.39,1.39,0.30
525.x264_r,2,region_5,41955060,41849819,1.47,1.47,0.25
525.x264_r,2,region_6,82416882,82206400,1.46,1.46,0.26
525.x264_r,2,region_7,78567659,78210680,1.53,1.53,0.45
525.x264_r,2,region_8,85204336,84980675,1.41,1.41,0.26
525.x264_r,2,region_9,83211442,82987017,1.44,1.45,0.27
525.x264_r,2,region_10,3353578,3345556,1.35,1.36,0.24
525.x264_r,2,region_11,76811414,76420055,1.56,1.57,0.51
525.x264_r,2,region_12,84401945,84173127,1.42,1.43,0.27
525.x264_r,2,region_13,77014256,76627672,1.56,1.57,0.50
525.x264_r,2,region_14,58186431,58031721,1.43,1.43,0.27
525.x264_r,2,region_15,83715873,83488010,1.43,1.44,0.27
525.x264_r,2,region_16,78111551,77738337,1.54,1.54,0.48
525.x264_r,2,region_17,78722369,78362525,1.52,1.53,0.46
525.x264_r,2,region_18,82876428,82666901,1.45,1.45,0.25
525.x264_r,2,region_19,82845295,82461194,1.45,1.46,0.46
525.x264_r,2,average,74382990,74132307,1.46,1.46,0.33

525.x264_r,3,region_1,83604711,83390218,1.44,1.44,0.26
525.x264_r,3,region_2,82749222,82532437,1.45,1.45,0.26
525.x264_r,3,region_3,83737838,83386016,1.43,1.44,0.42
525.x264_r,3,region_4,68020257,67884265,1.76,1.77,0.20
525.x264_r,3,region_5,66503717,66425407,1.80,1.81,0.12
525.x264_r,3,region_6,78078317,77741966,1.54,1.54,0.43
525.x264_r,3,region_7,75553870,75447292,1.59,1.59,0.14
525.x264_r,3,region_8,82720763,82520595,1.45,1.45,0.24
525.x264_r,3,region_9,78162930,77803277,1.54,1.54,0.46
525.x264_r,3,region_10,84949733,84708691,1.41,1.42,0.28
525.x264_r,3,region_11,69346561,69166639,1.44,1.44,0.26
525.x264_r,3,region_12,66484235,66380331,1.80,1.81,0.16
525.x264_r,3,region_13,84079537,83831237,1.43,1.43,0.30
525.x264_r,3,region_14,71637797,71521478,1.68,1.68,0.16
525.x264_r,3,region_15,77296936,76929261,1.55,1.56,0.48
525.x264_r,3,region_16,7568375,7569330,1.06,1.06,-0.01
525.x264_r,3,region_17,58135434,58000206,1.44,1.45,0.23
525.x264_r,3,region_18,83794756,83486673,1.43,1.44,0.37
525.x264_r,3,average,72356944,72151407,1.51,1.52,0.26

526.blender_r,1,region_1,113511491,110044077,1.06,1.09,3.05
526.blender_r,1,region_2,105188666,105188475,1.14,1.14,0.00
526.blender_r,1,region_3,344720620,344716991,0.35,0.35,0.00
526.blender_r,1,region_4,235560682,233985314,0.51,0.51,0.67
526.blender_r,1,region_5,124415299,121557748,0.96,0.99,2.30
526.blender_r,1,region_6,114335465,111628995,1.05,1.07,2.37
526.blender_r,1,region_7,108805633,105363813,1.10,1.14,3.16
526.blender_r,1,region_8,117915760,114692826,1.02,1.05,2.73
526.blender_r,1,region_9,103524292,103524292,1.16,1.16,0.00
526.blender_r,1,region_10,195554395,193407364,0.61,0.62,1.10
526.blender_r,1,region_11,134101673,132625816,0.89,0.90,1.10
526.blender_r,1,region_12,126409148,123271782,0.95,0.97,2.48
526.blender_r,1,region_13,115882374,112774422,1.04,1.06,2.68
526.blender_r,1,region_14,120742369,117647214,0.99,1.02,2.56
526.blender_r,1,region_15,109240922,106149587,1.10,1.13,2.83
526.blender_r,1,region_16,121198859,118204743,0.99,1.02,2.47
526.blender_r,1,region_17,131452503,128411974,0.91,0.93,2.31
526.blender_r,1,region_18,107125215,103771446,1.12,1.16,3.13
526.blender_r,1,region_19,247937864,245636505,0.48,0.49,0.93
526.blender_r,1,region_20,107707765,104579567,1.11,1.15,2.90
526.blender_r,1,region_21,118686827,115970043,1.01,1.03,2.29
526.blender_r,1,region_22,119290960,116074902,1.01,1.03,2.70
526.blender_r,1,region_23,111986547,108734963,1.07,1.10,2.90
526.blender_r,1,average,140665014,138172298,0.94,0.96,2.33

527.cam4_r,1,region_1,164307368,164312334,0.73,0.73,-0.00
527.cam4_r,1,region_2,115301734,110314151,1.04,1.09,4.33
527.cam4_r,1,region_3,164296099,163671720,0.73,0.73,0.38
527.cam4_r,1,region_4,123636783,122728196,0.97,0.98,0.73
527.cam4_r,1,region_5,120113024,118524286,1.00,1.01,1.32
527.cam4_r,1,region_6,142298438,141562133,0.84,0.85,0.52
527.cam4_r,1,region_7,160522703,160122367,0.75,0.75,0.25
527.cam4_r,1,region_8,156003834,156006508,0.77,0.77,-0.00
527.cam4_r,1,region_9,110539340,110526543,1.09,1.09,0.01
527.cam4_r,1,region_10,123818615,122904680,0.97,0.98,0.74
527.cam4_r,1,region_11,64030840,64031031,1.87,1.87,-0.00
527.cam4_r,1,region_12,160297323,160300379,0.75,0.75,-0.00
527.cam4_r,1,region_13,123374158,122460796,0.97,0.98,0.74
527.cam4_r,1,region_14,134203858,134035969,0.89,0.90,0.13
527.cam4_r,1,region_15,124137394,123217156,0.97,0.97,0.74
527.cam4_r,1,region_16,123914497,121811205,0.97,0.99,1.70
527.cam4_r,1,region_17,153022515,153024616,0.78,0.78,-0.00
527.cam4_r,1,region_18,200855600,200847578,0.60,0.60,0.00
527.cam4_r,1,average,136926340,136133425,0.93,0.93,0.97

531.deepsjeng_r,1,region_1,94545382,91714380,1.27,1.31,2.99
531.deepsjeng_r,1,region_2,94850218,92138018,1.27,1.30,2.86
531.deepsjeng_r,1,region_3,95410039,92561465,1.26,1.30,2.99
531.deepsjeng_r,1,region_4,94566010,91625565,1.27,1.31,3.11
531.deepsjeng_r,1,region_5,96529490,93639278,1.24,1.28,2.99
531.deepsjeng_r,1,region_6,95358278,92565094,1.26,1.30,2.93
531.deepsjeng_r,1,region_7,94081252,91495876,1.28,1.31,2.75
531.deepsjeng_r,1,region_8,96306975,93683590,1.25,1.28,2.72
531.deepsjeng_r,1,region_9,94937696,91866989,1.26,1.31,3.23
531.deepsjeng_r,1,region_10,94820995,91816183,1.27,1.31,3.17
531.deepsjeng_r,1,region_11,94355528,91448126,1.27,1.31,3.08
531.deepsjeng_r,1,region_12,92768891,89840861,1.29,1.34,3.16
531.deepsjeng_r,1,region_13,93843457,91179007,1.28,1.32,2.84
531.deepsjeng_r,1,region_14,93705364,90985906,1.28,1.32,2.90
531.deepsjeng_r,1,region_15,92965430,90071589,1.29,1.33,3.11
531.deepsjeng_r,1,region_16,93225572,90156393,1.29,1.33,3.29
531.deepsjeng_r,1,region_17,106998964,107000110,0.99,0.99,-0.00
531.deepsjeng_r,1,average,95251149,92575790,1.25,1.29,3.01

538.imagick_r,1,region_1,66827080,66811227,1.80,1.80,0.02
538.imagick_r,1,region_2,80172059,78761524,1.50,1.52,1.76
538.imagick_r,1,region_3,142616453,142599836,0.84,0.84,0.01
538.imagick_r,1,region_4,71755071,71736162,1.67,1.67,0.03
538.imagick_r,1,region_5,87254912,87239059,1.38,1.38,0.02
538.imagick_r,1,region_6,78942783,77566628,1.52,1.55,1.74
538.imagick_r,1,region_7,80266222,78843081,1.50,1.52,1.77
538.imagick_r,1,average,86833511,86222502,1.46,1.47,0.76

541.leela_r,1,region_1,109579374,108612150,1.10,1.10,0.88
541.leela_r,1,region_2,109108750,108401095,1.10,1.11,0.65
541.leela_r,1,region_3,106336958,105462369,1.13,1.14,0.82
541.leela_r,1,region_4,103855104,103330809,1.16,1.16,0.50
541.leela_r,1,region_5,101809112,101392732,1.18,1.18,0.41
541.leela_r,1,region_6,105957632,105384059,1.13,1.14,0.54
541.leela_r,1,region_7,125122190,124640870,0.96,0.96,0.38
541.leela_r,1,region_8,103668115,103205131,1.16,1.16,0.45
541.leela_r,1,region_9,104482539,104119066,1.15,1.15,0.35
541.leela_r,1,region_10,108986701,107804602,1.10,1.11,1.08
541.leela_r,1,region_11,78962265,78962074,1.52,1.52,0.00
541.leela_r,1,region_12,107230074,106695274,1.12,1.12,0.50
541.leela_r,1,region_13,104377489,103738403,1.15,1.16,0.61
541.leela_r,1,region_14,109361634,108761512,1.10,1.10,0.55
541.leela_r,1,region_15,122208294,121949871,0.98,0.98,0.21
541.leela_r,1,region_16,107631174,107122923,1.11,1.12,0.47
541.leela_r,1,region_17,105268695,104291730,1.14,1.15,0.93
541.leela_r,1,region_18,103718921,103111159,1.16,1.16,0.59
541.leela_r,1,region_19,108360794,107818736,1.11,1.11,0.50
541.leela_r,1,region_20,105515467,105118760,1.14,1.14,0.38
541.leela_r,1,region_21,108409308,107819691,1.11,1.11,0.54
541.leela_r,1,region_22,104613756,104172355,1.15,1.15,0.42
541.leela_r,1,region_23,103524292,103115170,1.16,1.16,0.40
541.leela_r,1,region_24,107111654,106478298,1.12,1.13,0.59
541.leela_r,1,average,106466679,105896202,1.14,1.14,0.55

544.nab_r,1,region_1,182676984,174898700,0.66,0.69,4.26
544.nab_r,1,region_2,174303735,167641655,0.69,0.72,3.82
544.nab_r,1,region_3,157279332,153280174,0.76,0.78,2.54
544.nab_r,1,region_4,144606291,141371897,0.83,0.85,2.24
544.nab_r,1,region_5,201180300,200356708,0.60,0.60,0.41
544.nab_r,1,region_6,207091177,206519514,0.58,0.58,0.28
544.nab_r,1,region_7,147577296,143939319,0.81,0.83,2.47
544.nab_r,1,region_8,139308333,137590670,0.86,0.87,1.23
544.nab_r,1,region_9,109192981,107463858,1.10,1.12,1.58
544.nab_r,1,region_10,159742659,156460133,0.75,0.77,2.05
544.nab_r,1,region_11,106909385,105043315,1.12,1.14,1.75
544.nab_r,1,region_12,151033059,149125924,0.79,0.80,1.26
544.nab_r,1,region_13,143801608,142297101,0.83,0.84,1.05
544.nab_r,1,region_14,180655822,173393620,0.66,0.69,4.02
544.nab_r,1,region_15,159270507,154053151,0.75,0.78,3.28
544.nab_r,1,region_16,195982044,194942813,0.61,0.62,0.53
544.nab_r,1,region_17,182638020,174857062,0.66,0.69,4.26
544.nab_r,1,average,161367620,157837389,0.77,0.79,2.18

548.exchange2_r,1,region_1,98505194,97537397,1.22,1.23,0.98
548.exchange2_r,1,region_2,119999952,119922024,1.00,1.00,0.06
548.exchange2_r,1,region_3,113999687,113642517,1.05,1.06,0.31
548.exchange2_r,1,region_4,113993002,113635832,1.05,1.06,0.31
548.exchange2_r,1,region_5,117619519,117387645,1.02,1.02,0.20
548.exchange2_r,1,region_6,114138544,113774880,1.05,1.05,0.32
548.exchange2_r,1,region_7,120752492,120665778,0.99,0.99,0.07
548.exchange2_r,1,region_8,120036624,119921642,1.00,1.00,0.10
548.exchange2_r,1,region_9,123275602,123244087,0.97,0.97,0.03
548.exchange2_r,1,region_10,114606112,114301849,1.05,1.05,0.27
548.exchange2_r,1,region_11,115849713,115594728,1.04,1.04,0.22
548.exchange2_r,1,region_12,90163460,88842122,1.33,1.35,1.47
548.exchange2_r,1,region_13,124476992,124460948,0.96,0.96,0.01
548.exchange2_r,1,region_14,117776139,117649124,1.02,1.02,0.11
548.exchange2_r,1,region_15,112823318,112439408,1.06,1.07,0.34
548.exchange2_r,1,region_16,118691220,118522758,1.01,1.01,0.14
548.exchange2_r,1,region_17,121306010,121243362,0.99,0.99,0.05
548.exchange2_r,1,region_18,119814300,119730069,1.00,1.00,0.07
548.exchange2_r,1,region_19,76398854,74683483,1.57,1.61,2.25
548.exchange2_r,1,average,113380354,113010508,1.07,1.08,0.38

549.fotonik3d_r,1,region_1,474578082,474428911,0.25,0.25,0.03
549.fotonik3d_r,1,region_2,434484890,434336674,0.28,0.28,0.03
549.fotonik3d_r,1,region_3,445125691,445024079,0.27,0.27,0.02
549.fotonik3d_r,1,region_4,495878593,495842494,0.24,0.24,0.01
549.fotonik3d_r,1,region_5,491740196,491697030,0.24,0.24,0.01
549.fotonik3d_r,1,region_6,504931229,504905062,0.24,0.24,0.01
549.fotonik3d_r,1,region_7,459448017,459370280,0.26,0.26,0.02
549.fotonik3d_r,1,region_8,514932180,514904103,0.23,0.23,0.01
549.fotonik3d_r,1,region_9,487376992,487326186,0.25,0.25,0.01
549.fotonik3d_r,1,region_10,568570710,568530218,0.21,0.21,0.01
549.fotonik3d_r,1,region_11,477668844,477611926,0.25,0.25,0.01
549.fotonik3d_r,1,region_12,534912881,534882130,0.22,0.22,0.01
549.fotonik3d_r,1,region_13,577020359,576966306,0.21,0.21,0.01
549.fotonik3d_r,1,region_14,575759568,575707425,0.21,0.21,0.01
549.fotonik3d_r,1,region_15,439870517,439746940,0.27,0.27,0.03
549.fotonik3d_r,1,region_16,544827882,544795412,0.22,0.22,0.01
549.fotonik3d_r,1,region_17,7707232,7708378,0.94,0.94,-0.01
549.fotonik3d_r,1,region_18,505711655,505684724,0.24,0.24,0.01
549.fotonik3d_r,1,region_19,561142911,561107576,0.21,0.21,0.01
549.fotonik3d_r,1,region_20,451616635,451527438,0.27,0.27,0.02
549.fotonik3d_r,1,region_21,471816604,471663804,0.25,0.25,0.03
549.fotonik3d_r,1,region_22,468768626,468701585,0.26,0.26,0.01
549.fotonik3d_r,1,region_23,504591440,504565464,0.24,0.24,0.01
549.fotonik3d_r,1,region_24,574546527,574496676,0.21,0.21,0.01
549.fotonik3d_r,1,region_25,456229667,456077249,0.26,0.26,0.03
549.fotonik3d_r,1,average,481170317,481104323,0.27,0.27,0.01

554.roms_r,1,region_1,146452115,143189262,0.82,0.84,2.23
554.roms_r,1,region_2,198444798,197674304,0.60,0.61,0.39
554.roms_r,1,region_3,420262457,420259592,0.29,0.29,0.00
554.roms_r,1,region_4,357949662,357948707,0.34,0.34,0.00
554.roms_r,1,region_5,343614539,343605180,0.35,0.35,0.00
554.roms_r,1,region_6,252109304,252108731,0.48,0.48,0.00
554.roms_r,1,region_7,221587695,221332901,0.54,0.54,0.11
554.roms_r,1,region_8,270905423,270900648,0.44,0.44,0.00
554.roms_r,1,region_9,255761033,254721038,0.47,0.47,0.41
554.roms_r,1,region_10,263179855,262931746,0.46,0.46,0.09
554.roms_r,1,region_11,316340312,316174906,0.38,0.38,0.05
554.roms_r,1,region_12,300830157,300551106,0.40,0.40,0.09
554.roms_r,1,region_13,363895492,363870471,0.33,0.33,0.01
554.roms_r,1,region_14,334714894,334706872,0.36,0.36,0.00
554.roms_r,1,region_15,208476882,208040065,0.58,0.58,0.21
554.roms_r,1,region_16,190645886,190343342,0.63,0.63,0.16
554.roms_r,1,region_17,370427310,370421198,0.32,0.32,0.00
554.roms_r,1,region_18,109307008,104685190,1.10,1.15,4.23
554.roms_r,1,region_19,254421741,254420786,0.47,0.47,0.00
554.roms_r,1,region_20,441172755,441168744,0.27,0.27,0.00
554.roms_r,1,region_21,254726577,254603764,0.47,0.47,0.05
554.roms_r,1,region_22,189790015,188643442,0.63,0.64,0.60
554.roms_r,1,region_23,298090262,297852085,0.40,0.40,0.08
554.roms_r,1,region_24,218035286,217782784,0.55,0.55,0.12
554.roms_r,1,average,274214227,273664036,0.49,0.49,0.59

557.xz_r,1,region_1,146522785,145708361,0.82,0.82,0.56
557.xz_r,1,region_2,158764930,157832086,0.76,0.76,0.59
557.xz_r,1,region_3,86109485,84618157,1.39,1.42,1.73
557.xz_r,1,region_4,144831862,143994900,0.83,0.83,0.58
557.xz_r,1,region_5,189036902,188847430,0.63,0.64,0.10
557.xz_r,1,region_6,163705145,162797131,0.73,0.74,0.55
557.xz_r,1,region_7,112247071,111578380,1.07,1.08,0.60
557.xz_r,1,region_8,157712711,156786170,0.76,0.77,0.59
557.xz_r,1,region_9,162813748,161884342,0.74,0.74,0.57
557.xz_r,1,region_10,141539213,140708745,0.85,0.85,0.59
557.xz_r,1,region_11,158512810,157531452,0.76,0.76,0.62
557.xz_r,1,region_12,117342569,116366559,1.02,1.03,0.83
557.xz_r,1,region_13,159901189,158933965,0.75,0.76,0.60
557.xz_r,1,region_14,167037904,166104869,0.72,0.72,0.56
557.xz_r,1,region_15,99888034,93806785,1.20,1.28,6.09
557.xz_r,1,region_16,156782923,155835181,0.77,0.77,0.60
557.xz_r,1,region_17,140332093,139778384,0.86,0.86,0.39
557.xz_r,1,region_18,147995204,147152512,0.81,0.82,0.57
557.xz_r,1,region_19,158654341,157666298,0.76,0.76,0.62
557.xz_r,1,region_20,161228257,160314704,0.74,0.75,0.57
557.xz_r,1,region_21,164694143,163754614,0.73,0.73,0.57
557.xz_r,1,region_22,113961678,113327367,1.05,1.06,0.56
557.xz_r,1,region_23,165738531,164801103,0.72,0.73,0.57
557.xz_r,1,region_24,142964646,142050902,0.84,0.84,0.64
557.xz_r,1,region_25,157290219,156356802,0.76,0.77,0.59
557.xz_r,1,region_26,161009753,160073089,0.75,0.75,0.58
557.xz_r,1,region_27,157887667,156897523,0.76,0.76,0.63
557.xz_r,1,region_28,170752281,169538285,0.70,0.71,0.71
557.xz_r,1,region_29,155161524,154282924,0.77,0.78,0.57
557.xz_r,1,region_30,176126830,175259499,0.68,0.68,0.49
557.xz_r,1,average,149884882,148819617,0.82,0.83,0.79

557.xz_r,2,region_1,92952633,91751243,1.29,1.31,1.29
557.xz_r,2,region_2,142096169,141410479,0.84,0.85,0.48
557.xz_r,2,region_3,87451451,86711135,1.37,1.38,0.85
557.xz_r,2,region_4,68327003,68327003,1.76,1.76,0.00
557.xz_r,2,region_5,86282149,85126408,1.39,1.41,1.34
557.xz_r,2,region_6,82664609,81378988,1.45,1.47,1.56
557.xz_r,2,region_7,107299980,106193326,1.12,1.13,1.03
557.xz_r,2,region_8,78687989,77851791,1.53,1.54,1.06
557.xz_r,2,region_9,85034155,83570522,1.41,1.44,1.72
557.xz_r,2,region_10,75213699,73589626,1.60,1.63,2.16
557.xz_r,2,region_11,93482658,92540264,1.28,1.30,1.01
557.xz_r,2,region_12,86389682,85197269,1.39,1.41,1.38
557.xz_r,2,region_13,78765535,77335709,1.52,1.55,1.82
557.xz_r,2,region_14,87028004,85456456,1.38,1.40,1.81
557.xz_r,2,region_15,79788340,79278752,1.50,1.51,0.64
557.xz_r,2,region_16,120027647,118946205,1.00,1.01,0.90
557.xz_r,2,region_17,90323136,89603066,1.33,1.34,0.80
557.xz_r,2,region_18,74706976,74064452,1.61,1.62,0.86
557.xz_r,2,region_19,88518568,87211937,1.36,1.38,1.48
557.xz_r,2,region_20,88074875,87568343,1.36,1.37,0.58
557.xz_r,2,average,89655763,88655649,1.37,1.39,1.20

557.xz_r,3,region_1,167957569,167012119,0.71,0.72,0.56
557.xz_r,3,region_2,93784820,92609024,1.28,1.30,1.25
557.xz_r,3,region_3,98510351,97410382,1.22,1.23,1.12
557.xz_r,3,region_4,84282761,82563188,1.42,1.45,2.04
557.xz_r,3,region_5,111307351,110291613,1.08,1.09,0.91
557.xz_r,3,region_6,113742028,112747682,1.06,1.06,0.87
557.xz_r,3,region_7,135164588,134367354,0.89,0.89,0.59
557.xz_r,3,region_8,96597677,96318626,1.24,1.25,0.29
557.xz_r,3,region_9,93917947,92859043,1.28,1.29,1.13
557.xz_r,3,region_10,79103605,77446298,1.52,1.55,2.10
557.xz_r,3,region_11,100779622,100503054,1.19,1.19,0.27
557.xz_r,3,region_12,114543655,113509008,1.05,1.06,0.90
557.xz_r,3,region_13,99626173,95037207,1.20,1.26,4.61
557.xz_r,3,region_14,90513945,89306061,1.33,1.34,1.33
557.xz_r,3,region_15,99464205,99417410,1.21,1.21,0.05
557.xz_r,3,region_16,68356799,68356608,1.76,1.76,0.00
557.xz_r,3,region_17,124556830,123521992,0.96,0.97,0.83
557.xz_r,3,region_18,85978650,84798079,1.40,1.42,1.37
557.xz_r,3,region_19,97711589,96631102,1.23,1.24,1.11
557.xz_r,3,region_20,123695993,122654088,0.97,0.98,0.84
557.xz_r,3,region_21,131559654,130562443,0.91,0.92,0.76
557.xz_r,3,region_22,104903503,103732100,1.14,1.16,1.12
557.xz_r,3,region_23,87424138,86454813,1.37,1.39,1.11
557.xz_r,3,average,104499281,103396056,1.19,1.21,1.14

600.perlbench_s,1,region_1,76005776,75562465,1.58,1.59,0.58
600.perlbench_s,1,region_2,118758834,118377216,1.01,1.01,0.32
600.perlbench_s,1,region_3,127491163,127131510,0.94,0.94,0.28
600.perlbench_s,1,region_4,131164093,130771206,0.91,0.92,0.30
600.perlbench_s,1,region_5,76107197,75668661,1.58,1.59,0.58
600.perlbench_s,1,region_6,96350905,95919627,1.25,1.25,0.45
600.perlbench_s,1,region_7,77120070,76620796,1.56,1.57,0.65
600.perlbench_s,1,region_8,93243908,92827910,1.29,1.29,0.45
600.perlbench_s,1,region_9,69976670,69745369,1.04,1.04,0.33
600.perlbench_s,1,region_10,74884415,74386287,1.60,1.61,0.67
600.perlbench_s,1,region_11,1423905,1424478,0.77,0.77,-0.04
600.perlbench_s,1,region_12,85146463,84791203,1.41,1.42,0.42
600.perlbench_s,1,region_13,72205640,71866424,1.66,1.67,0.47
600.perlbench_s,1,region_14,91661473,91231341,1.31,1.32,0.47
600.perlbench_s,1,region_15,89844872,89544238,1.08,1.08,0.33
600.perlbench_s,1,region_16,87379062,86972805,1.37,1.38,0.46
600.perlbench_s,1,region_17,87171063,84789675,1.38,1.42,2.73
600.perlbench_s,1,region_18,81096690,80849536,0.95,0.95,0.30
600.perlbench_s,1,region_19,113001521,112629835,1.06,1.07,0.33
600.perlbench_s,1,region_20,76931744,76444503,1.56,1.57,0.63
600.perlbench_s,1,average,86348273,85877754,1.27,1.27,0.54

600.perlbench_s,2,region_1,102861522,102621626,1.17,1.17,0.23
600.perlbench_s,2,region_2,209354909,208082276,0.57,0.58,0.61
600.perlbench_s,2,region_3,102837456,102597751,1.17,1.17,0.23
600.perlbench_s,2,region_4,109723388,109018598,1.09,1.10,0.64
600.perlbench_s,2,region_5,104129953,104129953,1.15,1.15,0.00
600.perlbench_s,2,region_6,116701955,116463969,1.03,1.03,0.20
600.perlbench_s,2,region_7,112317168,112095035,1.07,1.07,0.20
600.perlbench_s,2,region_8,102867061,102626783,1.17,1.17,0.23
600.perlbench_s,2,region_9,65788040,44559918,1.82,2.69,32.27
600.perlbench_s,2,region_10,179206323,178029954,0.67,0.67,0.66
600.perlbench_s,2,region_11,138493336,137949177,0.87,0.87,0.39
600.perlbench_s,2,average,122207374,119834095,1.07,1.15,3.57

600.perlbench_s,3,region_1,104072653,103791310,1.15,1.16,0.27
600.perlbench_s,3,region_2,105949992,95370502,1.13,1.26,9.99
600.perlbench_s,3,region_3,113130828,112909077,1.06,1.06,0.20
600.perlbench_s,3,region_4,167123472,166817872,0.72,0.72,0.18
600.perlbench_s,3,region_5,104238250,103955570,1.15,1.15,0.27
600.perlbench_s,3,region_6,116644464,116418702,1.03,1.03,0.19
600.perlbench_s,3,region_7,105252842,104970926,1.14,1.14,0.27
600.perlbench_s,3,region_8,104570208,104302617,1.15,1.15,0.26
600.perlbench_s,3,average,115122839,113567072,1.07,1.08,1.45

602.gcc_s,1,region_1,325625968,325466292,0.37,0.37,0.05
602.gcc_s,1,region_2,127708330,125375647,0.94,0.96,1.83
602.gcc_s,1,region_3,688083612,688077882,0.17,0.17,0.00
602.gcc_s,1,region_4,560306713,560195169,0.21,0.21,0.02
602.gcc_s,1,region_5,137278958,136539215,0.87,0.88,0.54
602.gcc_s,1,region_6,287544961,287226946,0.42,0.42,0.11
602.gcc_s,1,region_7,125603892,125367625,0.84,0.84,0.19
602.gcc_s,1,region_8,149115801,148818987,0.80,0.81,0.20
602.gcc_s,1,region_9,152820246,151615609,0.79,0.79,0.79
602.gcc_s,1,region_10,148205495,147836674,0.81,0.81,0.25
602.gcc_s,1,region_11,308765443,308634417,0.39,0.39,0.04
602.gcc_s,1,region_12,144459030,143836752,0.83,0.83,0.43
602.gcc_s,1,region_13,136146901,135816280,0.88,0.88,0.24
602.gcc_s,1,region_14,348342744,346226273,0.34,0.35,0.61
602.gcc_s,1,region_15,671538237,671534608,0.18,0.18,0.00
