benchmark,input,region,cpu_only_cycles,fpga_custom_cycles,cpu_only_ipc,fpga_custom_ipc,cycle_reduction_%
500.perlbench_r,1,region_1,65224264,64744134,1.84,1.85,0.74
500.perlbench_r,1,region_2,75506760,75079298,1.59,1.60,0.57
500.perlbench_r,1,region_3,52837708,52337096,2.27,2.29,0.95
500.perlbench_r,1,region_4,54433974,53863404,2.20,2.23,1.05
500.perlbench_r,1,region_5,89628966,89202834,1.32,1.32,0.48
500.perlbench_r,1,region_6,59150952,58692368,2.03,2.04,0.78
500.perlbench_r,1,region_7,69665666,69191654,1.72,1.73,0.68
500.perlbench_r,1,region_8,84198842,83746642,1.43,1.43,0.54
500.perlbench_r,1,region_9,1594936,1596000,0.70,0.71,-0.07
500.perlbench_r,1,region_10,80508358,80018120,1.49,1.50,0.61
500.perlbench_r,1,region_11,71383494,71029182,1.68,1.69,0.50
500.perlbench_r,1,region_12,68203996,67890648,1.29,1.30,0.46
500.perlbench_r,1,region_13,77114464,76661466,1.56,1.57,0.59
500.perlbench_r,1,region_14,79138724,78677214,1.52,1.53,0.58
500.perlbench_r,1,region_15,71998752,71518622,1.67,1.68,0.67
500.perlbench_r,1,region_16,71139838,70658910,1.69,1.70,0.68
500.perlbench_r,1,region_17,43720558,43529570,1.23,1.24,0.44
500.perlbench_r,1,average,65614721,65202186,1.60,1.61,0.60

500.perlbench_r,2,region_1,122536890,122529708,0.98,0.98,0.01
500.perlbench_r,2,region_2,130248496,129658774,0.92,0.93,0.45
500.perlbench_r,2,region_3,96729836,96706960,1.24,1.24,0.02
500.perlbench_r,2,region_4,79205756,78919008,1.52,1.52,0.36
500.perlbench_r,2,region_5,79832186,79532404,1.50,1.51,0.38
500.perlbench_r,2,region_6,88236722,88017538,1.36,1.36,0.25
500.perlbench_r,2,region_7,123364948,122869922,0.97,0.98,0.40
500.perlbench_r,2,region_8,8891582,8878548,0.72,0.73,0.15
500.perlbench_r,2,region_9,90694296,90466600,1.32,1.33,0.25
500.perlbench_r,2,region_10,88160114,87944920,1.36,1.36,0.24
500.perlbench_r,2,region_11,87641680,87425688,1.37,1.37,0.25
500.perlbench_r,2,region_12,77153034,76915496,1.56,1.56,0.31
500.perlbench_r,2,region_13,95463942,94723664,1.26,1.27,0.78
500.perlbench_r,2,region_14,80650136,80342906,1.49,1.49,0.38
500.perlbench_r,2,region_15,44986984,31802960,2.67,3.77,29.31
500.perlbench_r,2,average,86253107,85115673,1.35,1.43,2.24

500.perlbench_r,3,region_1,90920130,90477240,1.32,1.33,0.49
500.perlbench_r,3,region_2,91235340,90802558,1.32,1.32,0.47
500.perlbench_r,3,region_3,84300188,83869268,1.31,1.32,0.51
500.perlbench_r,3,region_4,89008388,88637850,1.35,1.35,0.42
500.perlbench_r,3,region_5,9701020,9662716,1.11,1.11,0.39
500.perlbench_r,3,region_6,91010304,90585502,1.32,1.32,0.47
500.perlbench_r,3,region_7,130696972,130343192,0.92,0.92,0.27
500.perlbench_r,3,region_8,790286,791350,0.80,0.80,-0.13
500.perlbench_r,3,region_9,83162240,82718818,1.44,1.45,0.53
500.perlbench_r,3,region_10,90784736,90356210,1.32,1.33,0.47
500.perlbench_r,3,region_11,103217576,99742818,1.16,1.20,3.37
500.perlbench_r,3,region_12,109280514,107607640,1.10,1.12,1.53
500.perlbench_r,3,region_13,91420476,90975724,1.31,1.32,0.49
500.perlbench_r,3,region_14,16119600,16049110,1.19,1.19,0.44
500.perlbench_r,3,average,77260555,76615714,1.21,1.22,0.69

502.gcc_r,1,region_1,107699676,106809640,1.11,1.12,0.83
502.gcc_r,1,region_2,123445546,123199230,0.97,0.97,0.20
502.gcc_r,1,region_3,120122674,119310576,0.96,0.97,0.68
502.gcc_r,1,region_4,129132094,128343670,0.92,0.93,0.61
502.gcc_r,1,region_5,79840432,79271990,0.94,0.95,0.71
502.gcc_r,1,region_6,137670162,137322234,0.87,0.87,0.25
502.gcc_r,1,region_7,174116152,173326132,0.69,0.69,0.45
502.gcc_r,1,region_8,151687830,150883978,0.79,0.80,0.53
502.gcc_r,1,region_9,117310522,115671430,1.02,1.04,1.40
502.gcc_r,1,region_10,119475230,118661004,1.00,1.01,0.68
502.gcc_r,1,region_11,122101980,120685530,0.98,0.99,1.16
502.gcc_r,1,region_12,127527582,126531146,0.94,0.95,0.78
502.gcc_r,1,region_13,142399642,142223816,0.84,0.84,0.12
502.gcc_r,1,region_14,118011166,117298286,1.02,1.02,0.60
502.gcc_r,1,region_15,142858226,142356018,0.84,0.84,0.35
502.gcc_r,1,region_16,109464586,108639454,1.10,1.10,0.75
502.gcc_r,1,region_17,120592430,119815710,1.00,1.00,0.64
502.gcc_r,1,region_18,92285774,91408506,1.30,1.31,0.95
502.gcc_r,1,region_19,116323928,116264876,1.03,1.03,0.05
502.gcc_r,1,region_20,99441174,99431066,1.21,1.21,0.01
502.gcc_r,1,average,122575340,121872715,0.98,0.98,0.59

502.gcc_r,2,region_1,129269350,129268286,0.93,0.93,0.00
502.gcc_r,2,region_2,110897262,110030634,1.08,1.09,0.78
502.gcc_r,2,region_3,162814078,161331926,0.74,0.74,0.91
502.gcc_r,2,region_4,293968038,292161632,0.41,0.41,0.61
502.gcc_r,2,region_5,122249876,121467570,0.95,0.96,0.64
502.gcc_r,2,region_6,101567844,100684724,1.18,1.19,0.87
502.gcc_r,2,region_7,133073948,133071820,0.90,0.90,0.00
502.gcc_r,2,region_8,133345800,132003298,0.90,0.91,1.01
502.gcc_r,2,region_9,120320844,119959350,1.00,1.00,0.30
502.gcc_r,2,region_10,193585490,193525374,0.62,0.62,0.03
502.gcc_r,2,region_11,104261360,104260828,1.15,1.15,0.00
502.gcc_r,2,region_12,117713246,116666270,1.02,1.03,0.89
502.gcc_r,2,region_13,135682344,135684738,0.88,0.88,-0.00
502.gcc_r,2,average,142980729,142316650,0.90,0.91,0.67

502.gcc_r,3,region_1,45713164,45657570,0.80,0.80,0.12
502.gcc_r,3,region_2,119944720,119671804,1.00,1.00,0.23
502.gcc_r,3,region_3,162507114,162028314,0.74,0.74,0.29
502.gcc_r,3,region_4,101962588,101692864,0.98,0.98,0.26
502.gcc_r,3,region_5,289665754,289485938,0.41,0.41,0.06
502.gcc_r,3,region_6,152421458,151696608,0.79,0.79,0.48
502.gcc_r,3,region_7,137218228,133510188,0.87,0.90,2.70
502.gcc_r,3,region_8,128335956,128100546,0.85,0.85,0.18
502.gcc_r,3,region_9,133941640,133697186,0.90,0.90,0.18
502.gcc_r,3,region_10,282895522,279317290,0.42,0.43,1.26
502.gcc_r,3,region_11,181899578,181583570,0.66,0.66,0.17
502.gcc_r,3,region_12,120911098,120166564,0.99,1.00,0.62
502.gcc_r,3,region_13,132801298,132706602,0.90,0.90,0.07
502.gcc_r,3,region_14,164988894,164976126,0.73,0.73,0.01
502.gcc_r,3,region_15,61742856,61742058,1.94,1.94,0.00
502.gcc_r,3,region_16,23247868,23190944,0.80,0.80,0.24
502.gcc_r,3,region_17,90083028,89717278,1.00,1.01,0.41
502.gcc_r,3,average,137075339,136408321,0.87,0.87,0.46

502.gcc_r,4,region_1,126088256,126039046,0.95,0.95,0.04
502.gcc_r,4,region_2,168105350,167691454,0.71,0.72,0.25
502.gcc_r,4,region_3,208498514,208073978,0.58,0.58,0.20
502.gcc_r,4,region_4,136546844,136315158,0.88,0.88,0.17
502.gcc_r,4,region_5,9630796,9635850,0.67,0.67,-0.05
502.gcc_r,4,region_6,286194188,285657932,0.42,0.42,0.19
502.gcc_r,4,region_7,80843518,80841390,1.48,1.48,0.00
502.gcc_r,4,region_8,169738856,168770084,0.71,0.71,0.57
502.gcc_r,4,region_9,122569874,121867102,0.98,0.98,0.57
502.gcc_r,4,region_10,369170760,367266998,0.33,0.33,0.52
502.gcc_r,4,region_11,244512786,244483526,0.49,0.49,0.01
502.gcc_r,4,region_12,333221924,330330770,0.36,0.36,0.87
502.gcc_r,4,region_13,190678908,190674386,0.63,0.63,0.00
502.gcc_r,4,region_14,88549272,87700466,1.36,1.37,0.96
502.gcc_r,4,region_15,148242864,148238342,0.81,0.81,0.00
502.gcc_r,4,region_16,113451128,113451394,1.06,1.06,-0.00
502.gcc_r,4,region_17,88948006,87541664,1.35,1.37,1.58
502.gcc_r,4,region_18,379295784,378017920,0.32,0.32,0.34
502.gcc_r,4,region_19,224626360,223462610,0.53,0.54,0.52
502.gcc_r,4,average,183627052,182950530,0.77,0.77,0.45

502.gcc_r,5,region_1,184389338,184377634,0.65,0.65,0.01
502.gcc_r,5,region_2,106382444,105179326,1.13,1.14,1.13
502.gcc_r,5,region_3,142018996,141977766,0.84,0.85,0.03
502.gcc_r,5,region_4,115150868,115150070,1.04,1.04,0.00
502.gcc_r,5,region_5,148999102,148931272,0.81,0.81,0.05
502.gcc_r,5,region_6,131813906,131784380,0.91,0.91,0.02
502.gcc_r,5,region_7,139420442,139388256,0.86,0.86,0.02
502.gcc_r,5,region_8,85447446,85444520,1.40,1.40,0.00
502.gcc_r,5,region_9,136568922,136533544,0.88,0.88,0.03
502.gcc_r,5,region_10,122891468,122465336,0.98,0.98,0.35
502.gcc_r,5,region_11,149041662,148962128,0.81,0.81,0.05
502.gcc_r,5,region_12,141608026,141602706,0.85,0.85,0.00
502.gcc_r,5,region_13,138249244,138202162,0.87,0.87,0.03
502.gcc_r,5,region_14,140000588,139973988,0.86,0.86,0.02
502.gcc_r,5,region_15,139754272,139712244,0.86,0.86,0.03
502.gcc_r,5,region_16,312182388,311550106,0.38,0.39,0.20
502.gcc_r,5,average,145869944,145702215,0.88,0.89,0.15

