benchmark,input,region,cpu_only_cycles,fpga_custom_cycles,cpu_only_ipc,fpga_custom_ipc,cycle_reduction_%
503.bwaves_r,1,region_1,219076004,219039296,0.55,0.55,0.02
503.bwaves_r,1,region_2,205689022,205621724,0.58,0.58,0.03
503.bwaves_r,1,region_3,213237836,213167612,0.56,0.56,0.03
503.bwaves_r,1,region_4,197455258,197375724,0.61,0.61,0.04
503.bwaves_r,1,region_5,221838680,221786012,0.54,0.54,0.02
503.bwaves_r,1,region_6,214209800,214170432,0.56,0.56,0.02
503.bwaves_r,1,region_7,152124868,151123112,0.79,0.79,0.66
503.bwaves_r,1,region_8,206797976,206722432,0.58,0.58,0.04
503.bwaves_r,1,region_9,102752874,98347914,1.17,1.22,4.29
503.bwaves_r,1,region_10,199739400,199661728,0.60,0.60,0.04
503.bwaves_r,1,region_11,207271190,207211074,0.58,0.58,0.03
503.bwaves_r,1,region_12,216574540,212601298,0.55,0.56,1.83
503.bwaves_r,1,region_13,303436308,301738430,0.40,0.40,0.56
503.bwaves_r,1,region_14,160589254,154679798,0.75,0.78,3.68
503.bwaves_r,1,region_15,205855006,205789304,0.58,0.58,0.03
503.bwaves_r,1,region_16,197522556,197447012,0.61,0.61,0.04
503.bwaves_r,1,region_17,156870308,155437632,0.76,0.77,0.91
503.bwaves_r,1,region_18,199232138,199156860,0.60,0.60,0.04
503.bwaves_r,1,region_19,201800900,201726952,0.59,0.59,0.04
503.bwaves_r,1,region_20,216628272,216565230,0.55,0.55,0.03
503.bwaves_r,1,region_21,220452820,220396960,0.54,0.54,0.03
503.bwaves_r,1,region_22,205793028,205725996,0.58,0.58,0.03
503.bwaves_r,1,region_23,205748606,205681574,0.58,0.58,0.03
503.bwaves_r,1,region_24,205232034,199740464,0.58,0.60,2.68
503.bwaves_r,1,average,201497028,200454774,0.62,0.62,0.63

503.bwaves_r,2,region_1,205083340,205016308,0.59,0.59,0.03
503.bwaves_r,2,region_2,168268940,168259098,0.71,0.71,0.01
503.bwaves_r,2,region_3,199988376,199912300,0.60,0.60,0.04
503.bwaves_r,2,region_4,258226416,254321802,0.46,0.47,1.51
503.bwaves_r,2,region_5,204402646,204335082,0.59,0.59,0.03
503.bwaves_r,2,region_6,196497126,196418124,0.61,0.61,0.04
503.bwaves_r,2,region_7,205259964,205184686,0.58,0.58,0.04
503.bwaves_r,2,region_8,162089760,156087470,0.74,0.77,3.70
503.bwaves_r,2,region_9,101116442,97924974,1.19,1.23,3.16
503.bwaves_r,2,region_10,212821812,212750524,0.56,0.56,0.03
503.bwaves_r,2,region_11,217007056,213046316,0.55,0.56,1.83
503.bwaves_r,2,region_12,196677474,196597408,0.61,0.61,0.04
503.bwaves_r,2,region_13,154532168,152287660,0.78,0.79,1.45
503.bwaves_r,2,region_14,136292016,129806404,0.88,0.92,4.76
503.bwaves_r,2,region_15,219896880,219833306,0.55,0.55,0.03
503.bwaves_r,2,region_16,203728602,198131430,0.59,0.61,2.75
503.bwaves_r,2,region_17,216218366,216147344,0.55,0.56,0.03
503.bwaves_r,2,region_18,198726738,198648800,0.60,0.60,0.04
503.bwaves_r,2,region_19,204962310,204895810,0.59,0.59,0.03
503.bwaves_r,2,region_20,196677208,196598206,0.61,0.61,0.04
503.bwaves_r,2,region_21,221310404,221249490,0.54,0.54,0.03
503.bwaves_r,2,region_22,202296990,202224106,0.59,0.59,0.04
503.bwaves_r,2,region_23,152657134,151688096,0.79,0.79,0.63
503.bwaves_r,2,region_24,221322640,221261726,0.54,0.54,0.03
503.bwaves_r,2,average,194002534,192609436,0.64,0.65,0.85

503.bwaves_r,3,region_1,204665986,204593900,0.59,0.59,0.04
503.bwaves_r,3,region_2,161074438,159293568,0.74,0.75,1.11
503.bwaves_r,3,region_3,198485476,198395302,0.60,0.60,0.05
503.bwaves_r,3,region_4,184144618,177713536,0.65,0.68,3.49
503.bwaves_r,3,region_5,228081700,228008018,0.53,0.53,0.03
503.bwaves_r,3,region_6,204289596,204215914,0.59,0.59,0.04
503.bwaves_r,3,region_7,204886234,199687796,0.59,0.60,2.54
503.bwaves_r,3,region_8,154219086,150737412,0.78,0.80,2.26
503.bwaves_r,3,region_9,152507908,149212434,0.79,0.80,2.16
503.bwaves_r,3,region_10,204426852,204353968,0.59,0.59,0.04
503.bwaves_r,3,region_11,229111120,229038502,0.52,0.52,0.03
503.bwaves_r,3,region_12,207043228,206973802,0.58,0.58,0.03
503.bwaves_r,3,region_13,204135316,204045408,0.59,0.59,0.04
503.bwaves_r,3,region_14,160548024,153829130,0.75,0.78,4.18
503.bwaves_r,3,region_15,199561446,199482444,0.60,0.60,0.04
503.bwaves_r,3,region_16,246679356,243239710,0.49,0.49,1.39
503.bwaves_r,3,region_17,204343594,204270444,0.59,0.59,0.04
503.bwaves_r,3,region_18,229339880,229267794,0.52,0.52,0.03
503.bwaves_r,3,region_19,220243212,220162880,0.54,0.55,0.04
503.bwaves_r,3,region_20,208861870,208776218,0.57,0.57,0.04
503.bwaves_r,3,region_21,153873286,152975004,0.78,0.78,0.58
503.bwaves_r,3,region_22,214160058,214078130,0.56,0.56,0.04
503.bwaves_r,3,region_23,128045750,124353404,0.94,0.96,2.88
503.bwaves_r,3,average,195770784,194204553,0.63,0.64,0.92

503.bwaves_r,4,region_1,206277946,200794090,0.58,0.60,2.66
503.bwaves_r,4,region_2,223823838,223765584,0.54,0.54,0.03
503.bwaves_r,4,region_3,216839476,216774838,0.55,0.55,0.03
503.bwaves_r,4,region_4,202154414,202091372,0.59,0.59,0.03
503.bwaves_r,4,region_5,295786414,293765612,0.41,0.41,0.68
503.bwaves_r,4,region_6,196381948,196304542,0.61,0.61,0.04
503.bwaves_r,4,region_7,165222708,161287770,0.73,0.74,2.38
503.bwaves_r,4,region_8,232397018,232345148,0.52,0.52,0.02
503.bwaves_r,4,region_9,329425572,329414134,0.36,0.36,0.00
503.bwaves_r,4,region_10,171825094,170085986,0.70,0.71,1.01
503.bwaves_r,4,region_11,216551398,216488622,0.55,0.55,0.03
503.bwaves_r,4,region_12,213654392,213582572,0.56,0.56,0.03
503.bwaves_r,4,region_13,197493562,197418816,0.61,0.61,0.04
503.bwaves_r,4,region_14,202587728,202508460,0.59,0.59,0.04
503.bwaves_r,4,region_15,202226234,202161064,0.59,0.59,0.03
503.bwaves_r,4,region_16,208419778,208344234,0.58,0.58,0.04
503.bwaves_r,4,region_17,163240742,162238986,0.74,0.74,0.61
503.bwaves_r,4,region_18,236987646,232230236,0.51,0.52,2.01
503.bwaves_r,4,region_19,232771280,232716750,0.52,0.52,0.02
503.bwaves_r,4,region_20,161579306,155249836,0.74,0.77,3.92
503.bwaves_r,4,region_21,232709302,232655304,0.52,0.52,0.02
503.bwaves_r,4,average,214683609,213439236,0.58,0.58,0.68

505.mcf_r,1,region_1,188410460,178410190,0.64,0.67,5.31
505.mcf_r,1,region_2,153636014,148378258,0.78,0.81,3.42
505.mcf_r,1,region_3,98231672,96830916,1.22,1.24,1.43
505.mcf_r,1,region_4,161864990,160612130,0.74,0.75,0.77
505.mcf_r,1,region_5,157973676,147869400,0.76,0.81,6.40
505.mcf_r,1,region_6,153150830,148207486,0.78,0.81,3.23
505.mcf_r,1,region_7,221093614,215220334,0.54,0.56,2.66
505.mcf_r,1,region_8,110320308,108902794,1.09,1.10,1.28
505.mcf_r,1,region_9,148405656,146890254,0.81,0.82,1.02
505.mcf_r,1,region_10,203625394,202715408,0.59,0.59,0.45
505.mcf_r,1,region_11,248874654,247236360,0.48,0.49,0.66
505.mcf_r,1,region_12,448646240,448638792,0.27,0.27,0.00
505.mcf_r,1,region_13,144241692,143282230,0.83,0.84,0.67
505.mcf_r,1,region_14,136930150,135540300,0.88,0.89,1.02
505.mcf_r,1,region_15,126057134,123099746,0.95,0.97,2.35
505.mcf_r,1,region_16,132458956,131352662,0.91,0.91,0.84
505.mcf_r,1,region_17,130282012,128853326,0.92,0.93,1.10
505.mcf_r,1,region_18,221687858,220997322,0.54,0.54,0.31
505.mcf_r,1,region_19,341375356,340725784,0.35,0.35,0.19
505.mcf_r,1,region_20,293078002,288935850,0.41,0.42,1.41
505.mcf_r,1,region_21,125391070,124047770,0.96,0.97,1.07
505.mcf_r,1,region_22,196766052,195794354,0.61,0.61,0.49
505.mcf_r,1,region_23,162134980,154566748,0.74,0.78,4.67
505.mcf_r,1,region_24,142121938,140921480,0.84,0.85,0.84
505.mcf_r,1,region_25,146186152,144787524,0.82,0.83,0.96
505.mcf_r,1,region_26,252687764,252583758,0.47,0.48,0.04
505.mcf_r,1,region_27,361909226,356920396,0.33,0.34,1.38
505.mcf_r,1,region_28,316452486,315637728,0.38,0.38,0.26
505.mcf_r,1,average,197285512,194569975,0.70,0.71,1.64

507.cactuBSSN_r,1,region_1,2256601424,2256132732,0.05,0.05,0.02
507.cactuBSSN_r,1,region_2,161458542,160818014,0.74,0.75,0.40
507.cactuBSSN_r,1,region_3,501591412,501590348,0.24,0.24,0.00
507.cactuBSSN_r,1,region_4,580765514,580937350,0.21,0.21,-0.03
507.cactuBSSN_r,1,region_5,506455488,506448040,0.24,0.24,0.00
507.cactuBSSN_r,1,region_6,712391890,712278308,0.17,0.17,0.02
507.cactuBSSN_r,1,region_7,67299862,67299862,1.78,1.78,0.00
507.cactuBSSN_r,1,region_8,278781034,278775980,0.43,0.43,0.00
507.cactuBSSN_r,1,region_9,519754956,519746976,0.23,0.23,0.00
507.cactuBSSN_r,1,region_10,198291030,198285444,0.61,0.61,0.00
507.cactuBSSN_r,1,region_11,456517712,456516648,0.26,0.26,0.00
507.cactuBSSN_r,1,region_12,188562612,187220110,0.64,0.64,0.71
507.cactuBSSN_r,1,region_13,236175548,235697812,0.51,0.51,0.20
507.cactuBSSN_r,1,region_14,63073388,63073654,1.90,1.90,-0.00
507.cactuBSSN_r,1,region_15,692074810,691942076,0.17,0.17,0.02
507.cactuBSSN_r,1,region_16,2187327310,2187062640,0.05,0.05,0.01
507.cactuBSSN_r,1,region_17,226263058,226048662,0.53,0.53,0.09
507.cactuBSSN_r,1,region_18,321869310,321700134,0.37,0.37,0.05
507.cactuBSSN_r,1,region_19,468030192,468029394,0.26,0.26,0.00
507.cactuBSSN_r,1,region_20,2242445170,2241998290,0.05,0.05,0.02
507.cactuBSSN_r,1,region_21,190641136,187402852,0.63,0.64,1.70
507.cactuBSSN_r,1,region_22,203821170,203392112,0.59,0.59,0.21
507.cactuBSSN_r,1,region_23,128143904,128051868,0.94,0.94,0.07
507.cactuBSSN_r,1,region_24,124437726,124402614,0.96,0.96,0.03
507.cactuBSSN_r,1,region_25,122676008,122506832,0.98,0.98,0.14
507.cactuBSSN_r,1,average,545418008,545094350,0.54,0.54,0.23

508.namd_r,1,region_1,60237030,60305658,1.99,1.99,-0.11
508.namd_r,1,region_2,60547718,58749292,1.98,2.04,2.97
508.namd_r,1,region_3,48335392,48863402,2.48,2.46,-1.09
508.namd_r,1,region_4,48575856,47483926,2.47,2.53,2.25
508.namd_r,1,region_5,51503718,51298100,2.33,2.34,0.40
508.namd_r,1,region_6,58729076,56569156,2.04,2.12,3.68
508.namd_r,1,region_7,47784240,48417320,2.51,2.48,-1.32
508.namd_r,1,region_8,49958790,49113176,2.40,2.44,1.69
508.namd_r,1,region_9,62591130,62532876,1.92,1.92,0.09
508.namd_r,1,region_10,50525370,48929636,2.38,2.45,3.16
508.namd_r,1,region_11,58770306,58776158,2.04,2.04,-0.01
508.namd_r,1,region_12,49300706,48240164,2.43,2.49,2.15
508.namd_r,1,region_13,60066524,58666832,2.00,2.05,2.33
508.namd_r,1,region_14,48807276,47845154,2.46,2.51,1.97
508.namd_r,1,region_15,52107804,52108336,2.30,2.30,-0.00
508.namd_r,1,region_16,57230964,57230432,2.10,2.10,0.00
508.namd_r,1,region_17,56870268,56870002,2.11,2.11,0.00
508.namd_r,1,region_18,61734344,61739398,1.94,1.94,-0.01
508.namd_r,1,region_19,58065938,56459298,2.07,2.13,2.77
508.namd_r,1,region_20,54315604,54321456,2.21,2.21,-0.01
508.namd_r,1,region_21,59015292,59015824,2.03,2.03,-0.00
508.namd_r,1,region_22,48675872,47836376,2.47,2.51,1.72
508.namd_r,1,region_23,49602882,47920432,2.42,2.50,3.39
508.namd_r,1,region_24,56841540,55919318,2.11,2.15,1.62
508.namd_r,1,region_25,54944694,54945492,2.18,2.18,-0.00
508.namd_r,1,region_26,70506758,70262304,1.70,1.71,0.35
508.namd_r,1,average,55217119,54631520,2.19,2.22,1.33

510.parest_r,1,region_1,101710952,94431330,1.18,1.27,7.16
510.parest_r,1,region_2,87651256,82912466,1.37,1.45,5.41
510.parest_r,1,region_3,83555920,83544748,1.44,1.44,0.01
510.parest_r,1,region_4,90033818,88841606,1.33,1.35,1.32
510.parest_r,1,region_5,102250134,102075372,1.17,1.18,0.17
510.parest_r,1,region_6,114735642,114704520,1.05,1.05,0.03
510.parest_r,1,region_7,77408128,74828726,1.55,1.60,3.33
510.parest_r,1,region_8,107338182,107174060,1.12,1.12,0.15
510.parest_r,1,region_9,83970880,83958378,1.43,1.43,0.01
510.parest_r,1,region_10,77135478,73802232,1.56,1.63,4.32
510.parest_r,1,region_11,125689256,124925038,0.95,0.96,0.61
510.parest_r,1,region_12,103112506,102943862,1.16,1.17,0.16
510.parest_r,1,region_13,102529966,102369302,1.17,1.17,0.16
510.parest_r,1,region_14,95908162,95807880,1.25,1.25,0.10
510.parest_r,1,region_15,92027488,92027222,1.30,1.30,0.00
510.parest_r,1,region_16,77126700,76253688,1.56,1.57,1.13
510.parest_r,1,region_17,105214172,105046060,1.14,1.14,0.16
510.parest_r,1,average,95729332,94449794,1.28,1.30,1.51

511.povray_r,1,region_1,88403238,88028178,1.36,1.36,0.42
511.povray_r,1,region_2,6173328,6148856,1.39,1.40,0.40
511.povray_r,1,region_3,92442980,91982800,1.30,1.30,0.50
511.povray_r,1,region_4,86926938,86544696,1.38,1.39,0.44
511.povray_r,1,region_5,92982960,92645672,1.29,1.30,0.36
511.povray_r,1,region_6,88355890,87941196,1.36,1.36,0.47
511.povray_r,1,region_7,86658544,86301572,1.38,1.39,0.41
511.povray_r,1,region_8,87902892,87490326,1.37,1.37,0.47
511.povray_r,1,region_9,90850172,90355412,1.32,1.33,0.54
511.povray_r,1,region_10,87995194,87541930,1.36,1.37,0.52
511.povray_r,1,region_11,88945346,88508574,1.35,1.36,0.49
511.povray_r,1,region_12,79104676,78726158,1.52,1.52,0.48
511.povray_r,1,region_13,87044510,86635136,1.38,1.39,0.47
511.povray_r,1,region_14,92033872,91653492,1.30,1.31,0.41
511.povray_r,1,region_15,84051744,83662054,1.43,1.43,0.46
511.povray_r,1,region_16,56050722,55752536,1.36,1.37,0.53
511.povray_r,1,region_17,87186288,86755900,1.38,1.38,0.49
511.povray_r,1,region_18,89098296,88638116,1.35,1.35,0.52
511.povray_r,1,region_19,85697752,85324288,1.40,1.41,0.44
511.povray_r,1,region_20,90568478,90188630,1.32,1.33,0.42
511.povray_r,1,region_21,68475582,68143880,1.37,1.37,0.48
511.povray_r,1,region_22,88829902,88493146,1.35,1.36,0.38
511.povray_r,1,region_23,84628432,84186872,1.42,1.43,0.52
511.povray_r,1,average,82191641,81810844,1.37,1.37,0.46

519.lbm_r,1,region_1,128842154,128320528,0.93,0.94,0.40
519.lbm_r,1,region_2,128015692,127493534,0.94,0.94,0.41
519.lbm_r,1,region_3,128033248,127522794,0.94,0.94,0.40
519.lbm_r,1,region_4,182452592,186281928,0.66,0.64,-2.10
519.lbm_r,1,region_5,128003456,127492736,0.94,0.94,0.40
519.lbm_r,1,region_6,127294832,126758842,0.94,0.95,0.42
519.lbm_r,1,region_7,187913040,192310286,0.64,0.62,-2.34
519.lbm_r,1,region_8,127868860,127354150,0.94,0.94,0.40
519.lbm_r,1,average,142302984,142941850,0.87,0.86,-0.25

520.omnetpp_r,1,region_1,155253560,154289576,0.77,0.78,0.62
520.omnetpp_r,1,region_2,116582746,116425008,1.03,1.03,0.14
520.omnetpp_r,1,region_3,151606966,150618510,0.79,0.80,0.65
520.omnetpp_r,1,region_4,152748638,151745020,0.79,0.79,0.66
520.omnetpp_r,1,region_5,2134118,2134916,0.84,0.84,-0.04
520.omnetpp_r,1,region_6,127256262,126362236,0.94,0.95,0.70
520.omnetpp_r,1,region_7,152444334,151443376,0.79,0.79,0.66
520.omnetpp_r,1,region_8,340386102,339254538,0.35,0.35,0.33
520.omnetpp_r,1,region_9,151090660,150090234,0.79,0.80,0.66
520.omnetpp_r,1,region_10,152320112,151370226,0.79,0.79,0.62
520.omnetpp_r,1,region_11,154813862,153816628,0.78,0.78,0.64
520.omnetpp_r,1,average,150603396,149777297,0.79,0.79,0.51

521.wrf_r,1,region_1,84898422,84820484,1.41,1.41,0.09
521.wrf_r,1,region_2,131410916,131605628,0.91,0.91,-0.15
521.wrf_r,1,region_3,133140714,133113848,0.90,0.90,0.02
521.wrf_r,1,region_4,183747214,183759716,0.65,0.65,-0.01
521.wrf_r,1,region_5,84415366,84408184,1.42,1.42,0.01
521.wrf_r,1,region_6,121401868,120954456,0.99,0.99,0.37
521.wrf_r,1,region_7,90312852,82481546,1.33,1.45,8.67
521.wrf_r,1,region_8,90061216,86757762,1.33,1.38,3.67
521.wrf_r,1,region_9,82517190,74519634,1.45,1.61,9.69
521.wrf_r,1,region_10,130263924,124158692,0.92,0.97,4.69
521.wrf_r,1,region_11,74556874,67936932,1.61,1.77,8.88
521.wrf_r,1,region_12,194657204,194643638,0.62,0.62,0.01
521.wrf_r,1,region_13,114728726,114905350,1.05,1.04,-0.15
521.wrf_r,1,region_14,129476032,127824438,0.93,0.94,1.28
521.wrf_r,1,region_15,133788956,126605626,0.90,0.95,5.37
521.wrf_r,1,region_16,204864156,204880648,0.59,0.59,-0.01
521.wrf_r,1,region_17,204190644,204180536,0.59,0.59,0.00
521.wrf_r,1,region_18,215809258,215801012,0.56,0.56,0.00
521.wrf_r,1,region_19,112318500,112303870,1.07,1.07,0.01
521.wrf_r,1,region_20,77516124,77489258,1.55,1.55,0.03
521.wrf_r,1,region_21,141719480,141666014,0.85,0.85,0.04
