benchmark,input,region,cpu_only_cycles,fpga_custom_cycles,cpu_only_ipc,fpga_custom_ipc,cycle_reduction_%
500.perlbench_r,2,region_13,110692080,110091360,1.08,1.09,0.54
500.perlbench_r,2,region_14,104987520,104741040,1.14,1.15,0.23
500.perlbench_r,2,region_15,66618480,45386400,1.80,2.64,31.87
500.perlbench_r,2,average,114099696,112382944,1.03,1.08,2.36

500.perlbench_r,3,region_1,107406240,107127600,1.12,1.12,0.26
500.perlbench_r,3,region_2,107789760,107518320,1.11,1.12,0.25
500.perlbench_r,3,region_3,99200400,98923440,1.12,1.12,0.28
500.perlbench_r,3,region_4,114031680,113807760,1.05,1.05,0.20
500.perlbench_r,3,region_5,11341200,11315760,0.95,0.95,0.22
500.perlbench_r,3,region_6,107764080,107500800,1.11,1.12,0.24
500.perlbench_r,3,region_7,167437680,167118960,0.72,0.72,0.19
500.perlbench_r,3,region_8,842400,843840,0.75,0.75,-0.17
500.perlbench_r,3,region_9,108246720,107960400,1.11,1.11,0.26
500.perlbench_r,3,region_10,109255200,108986400,1.10,1.10,0.25
500.perlbench_r,3,region_11,125789280,120753120,0.95,0.99,4.00
500.perlbench_r,3,region_12,131765520,129361920,0.91,0.93,1.82
500.perlbench_r,3,region_13,108115440,107835120,1.11,1.11,0.26
500.perlbench_r,3,region_14,18801600,18755520,1.02,1.02,0.25
500.perlbench_r,3,average,94127657,93414926,1.01,1.02,0.59

502.gcc_r,1,region_1,124236720,123150960,0.97,0.97,0.87
502.gcc_r,1,region_2,135058560,134724960,0.89,0.89,0.25
502.gcc_r,1,region_3,136173120,135266400,0.85,0.85,0.67
502.gcc_r,1,region_4,143226960,142364400,0.83,0.84,0.60
502.gcc_r,1,region_5,89028240,88396560,0.84,0.85,0.71
502.gcc_r,1,region_6,171920400,171534480,0.70,0.70,0.22
502.gcc_r,1,region_7,199181040,198260160,0.60,0.61,0.46
502.gcc_r,1,region_8,221846880,220802640,0.54,0.54,0.47
502.gcc_r,1,region_9,134631120,133033920,0.89,0.90,1.19
502.gcc_r,1,region_10,135808560,134900400,0.88,0.89,0.67
502.gcc_r,1,region_11,127450800,125678160,0.94,0.95,1.39
502.gcc_r,1,region_12,168092160,167059920,0.71,0.72,0.61
502.gcc_r,1,region_13,203471040,203251200,0.59,0.59,0.11
502.gcc_r,1,region_14,130836240,130072560,0.92,0.92,0.58
502.gcc_r,1,region_15,158455440,157922400,0.76,0.76,0.34
502.gcc_r,1,region_16,122481120,121605360,0.98,0.99,0.72
502.gcc_r,1,region_17,137518560,136539840,0.87,0.88,0.71
502.gcc_r,1,region_18,102116640,101129760,1.18,1.19,0.97
502.gcc_r,1,region_19,130531680,130448400,0.92,0.92,0.06
502.gcc_r,1,region_20,132217680,132199440,0.91,0.91,0.01
502.gcc_r,1,average,145214148,144417096,0.84,0.84,0.58

502.gcc_r,2,region_1,136741680,136740720,0.88,0.88,0.00
502.gcc_r,2,region_2,112622880,111637680,1.07,1.07,0.87
502.gcc_r,2,region_3,228451440,226371600,0.53,0.53,0.91
502.gcc_r,2,region_4,372456960,370465920,0.32,0.32,0.53
502.gcc_r,2,region_5,136190160,135310080,0.85,0.86,0.65
502.gcc_r,2,region_6,107328240,106318320,1.12,1.13,0.94
502.gcc_r,2,region_7,139917120,139916160,0.86,0.86,0.00
502.gcc_r,2,region_8,150841680,149288880,0.80,0.80,1.03
502.gcc_r,2,region_9,133208880,132811680,0.90,0.90,0.30
502.gcc_r,2,region_10,205557600,205478640,0.58,0.58,0.04
502.gcc_r,2,region_11,168218160,168217440,0.71,0.71,0.00
502.gcc_r,2,region_12,127499520,126284640,0.94,0.95,0.95
502.gcc_r,2,region_13,196778880,196780800,0.61,0.61,-0.00
502.gcc_r,2,average,170447169,169663274,0.78,0.78,0.69

502.gcc_r,3,region_1,52782960,52717200,0.69,0.69,0.12
502.gcc_r,3,region_2,132985200,132673440,0.90,0.90,0.23
502.gcc_r,3,region_3,198735360,198187440,0.60,0.61,0.28
502.gcc_r,3,region_4,110939040,110638320,0.90,0.90,0.27
502.gcc_r,3,region_5,263055120,262838640,0.46,0.46,0.08
502.gcc_r,3,region_6,163708800,162882000,0.73,0.74,0.51
502.gcc_r,3,region_7,155685120,151958640,0.77,0.79,2.39
502.gcc_r,3,region_8,103672560,103377840,1.05,1.05,0.28
502.gcc_r,3,region_9,166120560,165855840,0.72,0.72,0.16
502.gcc_r,3,region_10,284396640,280860240,0.42,0.43,1.24
502.gcc_r,3,region_11,201355680,200981280,0.60,0.60,0.19
502.gcc_r,3,region_12,131782320,130961280,0.91,0.92,0.62
502.gcc_r,3,region_13,136198560,136055280,0.88,0.88,0.11
502.gcc_r,3,region_14,209664240,209651040,0.57,0.57,0.01
502.gcc_r,3,region_15,79792320,79792080,1.50,1.50,0.00
502.gcc_r,3,region_16,24972720,24909600,0.74,0.75,0.25
502.gcc_r,3,region_17,100052160,99638880,0.90,0.91,0.41
502.gcc_r,3,average,147994080,147292885,0.78,0.79,0.45

502.gcc_r,4,region_1,127584240,127516800,0.94,0.94,0.05
502.gcc_r,4,region_2,261891360,261277680,0.46,0.46,0.23
502.gcc_r,4,region_3,243679200,243270240,0.49,0.49,0.17
502.gcc_r,4,region_4,161653200,161395920,0.74,0.74,0.16
502.gcc_r,4,region_5,9808080,9809040,0.66,0.66,-0.01
502.gcc_r,4,region_6,349998000,349469040,0.34,0.34,0.15
502.gcc_r,4,region_7,101674320,101671440,1.18,1.18,0.00
502.gcc_r,4,region_8,241910160,240932400,0.50,0.50,0.40
502.gcc_r,4,region_9,134421120,133597680,0.89,0.90,0.61
502.gcc_r,4,region_10,496450800,493981920,0.24,0.24,0.50
502.gcc_r,4,region_11,277095840,277063680,0.43,0.43,0.01
502.gcc_r,4,region_12,372618000,369271920,0.32,0.32,0.90
502.gcc_r,4,region_13,208141200,208139760,0.58,0.58,0.00
502.gcc_r,4,region_14,109932240,108839040,1.09,1.10,0.99
502.gcc_r,4,region_15,171067920,171060240,0.70,0.70,0.00
502.gcc_r,4,region_16,137436240,137436000,0.87,0.87,0.00
502.gcc_r,4,region_17,134426880,132080160,0.89,0.91,1.75
502.gcc_r,4,region_18,467918880,466370160,0.26,0.26,0.33
502.gcc_r,4,region_19,336217920,334835520,0.36,0.36,0.41
502.gcc_r,4,average,228627663,227790455,0.63,0.63,0.44

502.gcc_r,5,region_1,211550880,211536000,0.57,0.57,0.01
502.gcc_r,5,region_2,119912880,118489200,1.00,1.01,1.19
502.gcc_r,5,region_3,139876320,139833360,0.86,0.86,0.03
502.gcc_r,5,region_4,140822640,140822160,0.85,0.85,0.00
502.gcc_r,5,region_5,145112400,145040400,0.83,0.83,0.05
502.gcc_r,5,region_6,131916720,131885520,0.91,0.91,0.02
502.gcc_r,5,region_7,137431920,137396880,0.87,0.87,0.03
502.gcc_r,5,region_8,106849440,106845360,1.12,1.12,0.00
502.gcc_r,5,region_9,135032160,134994240,0.89,0.89,0.03
502.gcc_r,5,region_10,144120000,143665200,0.83,0.84,0.32
502.gcc_r,5,region_11,145545120,145461120,0.82,0.82,0.06
502.gcc_r,5,region_12,159344640,159338640,0.75,0.75,0.00
502.gcc_r,5,region_13,138199440,138148800,0.87,0.87,0.04
502.gcc_r,5,region_14,138464880,138437040,0.87,0.87,0.02
502.gcc_r,5,region_15,137520480,137475840,0.87,0.87,0.03
502.gcc_r,5,region_16,368574720,367954320,0.33,0.33,0.17
502.gcc_r,5,average,156267165,156082755,0.83,0.83,0.15

503.bwaves_r,1,region_1,269444400,269211120,0.45,0.45,0.09
503.bwaves_r,1,region_2,267567120,267323760,0.45,0.45,0.09
503.bwaves_r,1,region_3,262266240,261999120,0.46,0.46,0.10
503.bwaves_r,1,region_4,231218880,230884800,0.52,0.52,0.14
503.bwaves_r,1,region_5,329655600,329477280,0.36,0.36,0.05
503.bwaves_r,1,region_6,270736320,270440640,0.44,0.44,0.11
503.bwaves_r,1,region_7,278612880,277935120,0.43,0.43,0.24
503.bwaves_r,1,region_8,250338240,250005600,0.48,0.48,0.13
503.bwaves_r,1,region_9,113736000,108817680,1.06,1.10,4.32
503.bwaves_r,1,region_10,236958480,236608320,0.51,0.51,0.15
503.bwaves_r,1,region_11,288811920,288536640,0.42,0.42,0.10
503.bwaves_r,1,region_12,246666000,244125120,0.49,0.49,1.03
503.bwaves_r,1,region_13,367211040,366104880,0.33,0.33,0.30
503.bwaves_r,1,region_14,180460080,176770320,0.66,0.68,2.04
503.bwaves_r,1,region_15,267044640,266715600,0.45,0.45,0.12
503.bwaves_r,1,region_16,224113920,223734960,0.54,0.54,0.17
503.bwaves_r,1,region_17,224469360,223478400,0.53,0.54,0.44
503.bwaves_r,1,region_18,229308480,228936000,0.52,0.52,0.16
503.bwaves_r,1,region_19,237109200,236751120,0.51,0.51,0.15
503.bwaves_r,1,region_20,288051840,287774400,0.42,0.42,0.10
503.bwaves_r,1,region_21,323670960,323429280,0.37,0.37,0.07
503.bwaves_r,1,region_22,267384720,267054720,0.45,0.45,0.12
503.bwaves_r,1,region_23,267502560,267169920,0.45,0.45,0.12
503.bwaves_r,1,region_24,266098320,263453520,0.45,0.46,0.99
503.bwaves_r,1,average,257851550,256947430,0.49,0.49,0.47

503.bwaves_r,2,region_1,267348720,267067440,0.45,0.45,0.11
503.bwaves_r,2,region_2,291474240,291454080,0.41,0.41,0.01
503.bwaves_r,2,region_3,233986320,233752320,0.51,0.51,0.10
503.bwaves_r,2,region_4,296158320,293634000,0.41,0.41,0.85
503.bwaves_r,2,region_5,256655040,256379760,0.47,0.47,0.11
503.bwaves_r,2,region_6,230741760,230424000,0.52,0.52,0.14
503.bwaves_r,2,region_7,248700960,248375040,0.48,0.48,0.13
503.bwaves_r,2,region_8,182750160,178820400,0.66,0.67,2.15
503.bwaves_r,2,region_9,113332320,108733440,1.06,1.10,4.06
503.bwaves_r,2,region_10,264153600,263848320,0.45,0.45,0.12
503.bwaves_r,2,region_11,247362240,244799280,0.49,0.49,1.04
503.bwaves_r,2,region_12,224097120,223721280,0.54,0.54,0.17
503.bwaves_r,2,region_13,202033440,200513040,0.59,0.60,0.75
503.bwaves_r,2,region_14,147337920,143599440,0.81,0.84,2.54
503.bwaves_r,2,region_15,322979760,322737360,0.37,0.37,0.08
503.bwaves_r,2,region_16,264630960,261909600,0.45,0.46,1.03
503.bwaves_r,2,region_17,288992640,288712080,0.42,0.42,0.10
503.bwaves_r,2,region_18,236298240,235944240,0.51,0.51,0.15
503.bwaves_r,2,region_19,267425760,267098640,0.45,0.45,0.12
503.bwaves_r,2,region_20,224120400,223743120,0.54,0.54,0.17
503.bwaves_r,2,region_21,329791440,329557920,0.36,0.36,0.07
503.bwaves_r,2,region_22,250567920,250220880,0.48,0.48,0.14
503.bwaves_r,2,region_23,279251280,278973600,0.43,0.43,0.10
503.bwaves_r,2,region_24,329440320,329206080,0.36,0.36,0.07
503.bwaves_r,2,average,249984620,248884390,0.51,0.51,0.60

503.bwaves_r,3,region_1,269770320,269421360,0.44,0.45,0.13
503.bwaves_r,3,region_2,208750320,207712560,0.57,0.58,0.50
503.bwaves_r,3,region_3,230119920,229745760,0.52,0.52,0.16
503.bwaves_r,3,region_4,249272400,245762880,0.48,0.49,1.41
503.bwaves_r,3,region_5,313470720,313217760,0.38,0.38,0.08
503.bwaves_r,3,region_6,269220240,268883040,0.45,0.45,0.13
503.bwaves_r,3,region_7,273309840,270751920,0.44,0.44,0.94
503.bwaves_r,3,region_8,175354800,173491440,0.68,0.69,1.06
503.bwaves_r,3,region_9,171339120,167407680,0.70,0.72,2.29
503.bwaves_r,3,region_10,269579040,269240160,0.45,0.45,0.13
503.bwaves_r,3,region_11,314289600,314040960,0.38,0.38,0.08
503.bwaves_r,3,region_12,254625840,254308800,0.47,0.47,0.12
503.bwaves_r,3,region_13,243787680,243432960,0.49,0.49,0.15
503.bwaves_r,3,region_14,211922160,208259280,0.57,0.58,1.73
503.bwaves_r,3,region_15,248691840,248325840,0.48,0.48,0.15
503.bwaves_r,3,region_16,276943200,275160720,0.43,0.44,0.64
503.bwaves_r,3,region_17,269342640,269002560,0.45,0.45,0.13
503.bwaves_r,3,region_18,314384880,314137200,0.38,0.38,0.08
503.bwaves_r,3,region_19,294714000,294433440,0.41,0.41,0.10
503.bwaves_r,3,region_20,257892960,257555760,0.47,0.47,0.13
503.bwaves_r,3,region_21,239781600,239423520,0.50,0.50,0.15
503.bwaves_r,3,region_22,277239360,276932160,0.43,0.43,0.11
503.bwaves_r,3,region_23,142114560,137611920,0.84,0.87,3.17
503.bwaves_r,3,average,251126828,249924334,0.50,0.50,0.59

503.bwaves_r,4,region_1,278729760,276232320,0.43,0.43,0.90
503.bwaves_r,4,region_2,305232960,305470560,0.39,0.39,-0.08
503.bwaves_r,4,region_3,284292240,284247120,0.42,0.42,0.02
503.bwaves_r,4,region_4,275548560,275237520,0.44,0.44,0.11
503.bwaves_r,4,region_5,362704560,361551360,0.33,0.33,0.32
503.bwaves_r,4,region_6,227686560,227306400,0.53,0.53,0.17
503.bwaves_r,4,region_7,178087920,175844400,0.67,0.68,1.26
503.bwaves_r,4,region_8,323306640,323717280,0.37,0.37,-0.13
503.bwaves_r,4,region_9,416119920,416099520,0.29,0.29,0.00
503.bwaves_r,4,region_10,224052240,222946320,0.54,0.54,0.49
503.bwaves_r,4,region_11,270904320,270622800,0.44,0.44,0.10
503.bwaves_r,4,region_12,267694320,267398400,0.45,0.45,0.11
503.bwaves_r,4,region_13,243977280,243599520,0.49,0.49,0.15
503.bwaves_r,4,region_14,235588320,235271520,0.51,0.51,0.13
503.bwaves_r,4,region_15,275285280,274962720,0.44,0.44,0.12
503.bwaves_r,4,region_16,250014000,249677760,0.48,0.48,0.13
503.bwaves_r,4,region_17,277741200,277219680,0.43,0.43,0.19
503.bwaves_r,4,region_18,272057280,269459520,0.44,0.45,0.95
503.bwaves_r,4,region_19,323800800,323572800,0.37,0.37,0.07
503.bwaves_r,4,region_20,218005680,213705360,0.55,0.56,1.97
503.bwaves_r,4,region_21,323996160,323766720,0.37,0.37,0.07
503.bwaves_r,4,average,277848857,277043314,0.45,0.45,0.35

505.mcf_r,1,region_1,216568080,206227920,0.55,0.58,4.77
505.mcf_r,1,region_2,220061280,214878000,0.55,0.56,2.36
505.mcf_r,1,region_3,153944880,152475600,0.78,0.79,0.95
505.mcf_r,1,region_4,231262560,229998720,0.52,0.52,0.55
505.mcf_r,1,region_5,189706800,179556480,0.63,0.67,5.35
505.mcf_r,1,region_6,231016320,226132320,0.52,0.53,2.11
505.mcf_r,1,region_7,273126480,266540640,0.44,0.45,2.41
505.mcf_r,1,region_8,146573520,145107840,0.82,0.83,1.00
505.mcf_r,1,region_9,195466560,193914720,0.61,0.62,0.79
505.mcf_r,1,region_10,312779760,311900400,0.38,0.38,0.28
505.mcf_r,1,region_11,422516400,420884640,0.28,0.29,0.39
505.mcf_r,1,region_12,686088720,686078880,0.17,0.17,0.00
505.mcf_r,1,region_13,249760080,248895840,0.48,0.48,0.35
505.mcf_r,1,region_14,186410400,184989360,0.64,0.65,0.76
505.mcf_r,1,region_15,150217920,147137040,0.80,0.82,2.05
505.mcf_r,1,region_16,178518480,177152400,0.67,0.68,0.77
505.mcf_r,1,region_17,186578640,185138640,0.64,0.65,0.77
505.mcf_r,1,region_18,329363520,328676880,0.36,0.37,0.21
505.mcf_r,1,region_19,266143920,265585680,0.45,0.45,0.21
505.mcf_r,1,region_20,714026640,711349440,0.17,0.17,0.37
505.mcf_r,1,region_21,168271440,166870320,0.71,0.72,0.83
505.mcf_r,1,region_22,286751280,285802080,0.42,0.42,0.33
505.mcf_r,1,region_23,192599760,184860720,0.62,0.65,4.02
505.mcf_r,1,region_24,197710800,196361280,0.61,0.61,0.68
505.mcf_r,1,region_25,214451040,213073200,0.56,0.56,0.64
505.mcf_r,1,region_26,377813760,377660400,0.32,0.32,0.04
505.mcf_r,1,region_27,565587360,559370880,0.21,0.21,1.10
505.mcf_r,1,region_28,628073520,626796000,0.19,0.19,0.20
505.mcf_r,1,average,291835354,289050583,0.50,0.51,1.27

507.cactuBSSN_r,1,region_1,566337840,565918800,0.21,0.21,0.07
507.cactuBSSN_r,1,region_2,188796960,188284560,0.64,0.64,0.27
507.cactuBSSN_r,1,region_3,551876880,551876640,0.22,0.22,0.00
507.cactuBSSN_r,1,region_4,295897680,293471520,0.41,0.41,0.82
507.cactuBSSN_r,1,region_5,595217040,595207680,0.20,0.20,0.00
507.cactuBSSN_r,1,region_6,400810560,400043760,0.30,0.30,0.19
507.cactuBSSN_r,1,region_7,94649040,94649040,1.27,1.27,0.00
507.cactuBSSN_r,1,region_8,281076720,281071440,0.43,0.43,0.00
507.cactuBSSN_r,1,region_9,586822080,586814400,0.20,0.20,0.00
507.cactuBSSN_r,1,region_10,210038640,210033600,0.57,0.57,0.00
507.cactuBSSN_r,1,region_11,492182880,492182640,0.24,0.24,0.00
507.cactuBSSN_r,1,region_12,227527680,225410880,0.53,0.53,0.93
507.cactuBSSN_r,1,region_13,275873280,275464320,0.43,0.44,0.15
507.cactuBSSN_r,1,region_14,94679760,94679520,1.27,1.27,0.00
507.cactuBSSN_r,1,region_15,386886240,386193120,0.31,0.31,0.18
507.cactuBSSN_r,1,region_16,480008640,479741520,0.25,0.25,0.06
507.cactuBSSN_r,1,region_17,288244320,288143280,0.42,0.42,0.04
507.cactuBSSN_r,1,region_18,327456960,327287520,0.37,0.37,0.05
507.cactuBSSN_r,1,region_19,455186160,455185680,0.26,0.26,0.00
507.cactuBSSN_r,1,region_20,548676960,548265840,0.22,0.22,0.07
507.cactuBSSN_r,1,region_21,226617840,223843920,0.53,0.54,1.22
507.cactuBSSN_r,1,region_22,262735920,262401600,0.46,0.46,0.13
507.cactuBSSN_r,1,region_23,132417600,132341040,0.91,0.91,0.06
507.cactuBSSN_r,1,region_24,126090720,126061200,0.95,0.95,0.02
507.cactuBSSN_r,1,region_25,123119280,123060480,0.97,0.98,0.05
507.cactuBSSN_r,1,average,328769107,328305360,0.50,0.50,0.27

508.namd_r,1,region_1,97518240,97414560,1.23,1.23,0.11
508.namd_r,1,region_2,94264320,92251920,1.27,1.30,2.13
508.namd_r,1,region_3,82623120,80925840,1.45,1.48,2.05
508.namd_r,1,region_4,75057120,71050560,1.60,1.69,5.34
508.namd_r,1,region_5,82990560,81059520,1.45,1.48,2.33
508.namd_r,1,region_6,99751680,97584000,1.20,1.23,2.17
508.namd_r,1,region_7,79570320,78546480,1.51,1.53,1.29
508.namd_r,1,region_8,78560400,75316080,1.53,1.59,4.13
508.namd_r,1,region_9,97417680,97314000,1.23,1.23,0.11
508.namd_r,1,region_10,80013600,75588240,1.50,1.59,5.53
508.namd_r,1,region_11,89231520,89231520,1.34,1.34,0.00
508.namd_r,1,region_12,75691200,71694480,1.59,1.67,5.28
508.namd_r,1,region_13,96021360,94241040,1.25,1.27,1.85
508.namd_r,1,region_14,75402720,71379360,1.59,1.68,5.34
508.namd_r,1,region_15,86207520,86207520,1.39,1.39,0.00
508.namd_r,1,region_16,95958000,95957760,1.25,1.25,0.00
508.namd_r,1,region_17,96700800,96700560,1.24,1.24,0.00
508.namd_r,1,region_18,100703280,100703040,1.19,1.19,0.00
508.namd_r,1,region_19,96144480,94468080,1.25,1.27,1.74
508.namd_r,1,region_20,90484080,90483840,1.33,1.33,0.00
508.namd_r,1,region_21,89526240,89526720,1.34,1.34,-0.00
508.namd_r,1,region_22,79148880,75972960,1.52,1.58,4.01
508.namd_r,1,region_23,79686000,75315600,1.51,1.59,5.48
508.namd_r,1,region_24,97121520,95565120,1.24,1.26,1.60
508.namd_r,1,region_25,89421600,89421840,1.34,1.34,-0.00
508.namd_r,1,region_26,99185040,98630400,1.21,1.22,0.56
508.namd_r,1,average,88630818,87021194,1.37,1.40,2.84

510.parest_r,1,region_1,106624560,99618000,1.13,1.20,6.57
510.parest_r,1,region_2,102360480,97040640,1.17,1.24,5.20
510.parest_r,1,region_3,98525280,98496000,1.22,1.22,0.03
510.parest_r,1,region_4,106019520,104776800,1.13,1.15,1.17
510.parest_r,1,region_5,100210800,99957600,1.20,1.20,0.25
510.parest_r,1,region_6,115293600,115229280,1.04,1.04,0.06
510.parest_r,1,region_7,91186560,87894720,1.32,1.37,3.61
510.parest_r,1,region_8,198241680,197951520,0.61,0.61,0.15
510.parest_r,1,region_9,99709920,99677040,1.20,1.20,0.03
510.parest_r,1,region_10,90969360,86727120,1.32,1.38,4.66
510.parest_r,1,region_11,162629040,161340960,0.74,0.74,0.79
510.parest_r,1,region_12,335415840,335156640,0.36,0.36,0.08
510.parest_r,1,region_13,212488560,212199600,0.56,0.57,0.14
510.parest_r,1,region_14,266098080,265959120,0.45,0.45,0.05
510.parest_r,1,region_15,106606080,106606080,1.13,1.13,0.00
510.parest_r,1,region_16,107533920,106620240,1.12,1.13,0.85
510.parest_r,1,region_17,107031120,106820160,1.12,1.12,0.20
510.parest_r,1,average,141584965,140121854,0.99,1.01,1.49

511.povray_r,1,region_1,112286160,111918240,1.07,1.07,0.33
511.povray_r,1,region_2,7987680,7962960,1.08,1.08,0.31
511.povray_r,1,region_3,117184800,116822400,1.02,1.03,0.31
511.povray_r,1,region_4,112830720,112467840,1.06,1.07,0.32
511.povray_r,1,region_5,111135600,110803200,1.08,1.08,0.30
511.povray_r,1,region_6,112452000,112040880,1.07,1.07,0.37
511.povray_r,1,region_7,112078560,111725040,1.07,1.07,0.32
511.povray_r,1,region_8,113275920,112869840,1.06,1.06,0.36
511.povray_r,1,region_9,112553760,112070880,1.07,1.07,0.43
511.povray_r,1,region_10,112640160,112200240,1.07,1.07,0.39
511.povray_r,1,region_11,113420640,113046000,1.06,1.06,0.33
511.povray_r,1,region_12,97850160,97470000,1.23,1.23,0.39
511.povray_r,1,region_13,111864720,111468720,1.07,1.08,0.35
511.povray_r,1,region_14,112812960,112445040,1.06,1.07,0.33
511.povray_r,1,region_15,101988240,101594640,1.18,1.18,0.39
511.povray_r,1,region_16,73084800,72851520,1.04,1.05,0.32
511.povray_r,1,region_17,111482640,111052320,1.08,1.08,0.39
511.povray_r,1,region_18,112645440,112208640,1.07,1.07,0.39
511.povray_r,1,region_19,111863040,111483120,1.07,1.08,0.34
511.povray_r,1,region_20,113045520,112671600,1.06,1.07,0.33
511.povray_r,1,region_21,88124400,87809280,1.06,1.07,0.36
511.povray_r,1,region_22,106941840,106605360,1.12,1.13,0.31
511.povray_r,1,region_23,105602880,105164160,1.14,1.14,0.42
511.povray_r,1,average,103702289,103337040,1.08,1.09,0.35

519.lbm_r,1,region_1,150893520,150270720,0.80,0.80,0.41
519.lbm_r,1,region_2,149872320,149249040,0.80,0.80,0.42
519.lbm_r,1,region_3,146875440,146266080,0.82,0.82,0.41
519.lbm_r,1,region_4,280241280,345553440,0.43,0.35,-23.31
519.lbm_r,1,region_5,146845440,146236080,0.82,0.82,0.41
519.lbm_r,1,region_6,148948080,148324320,0.81,0.81,0.42
519.lbm_r,1,region_7,296098320,371074080,0.41,0.32,-25.32
519.lbm_r,1,region_8,146796720,146182320,0.82,0.82,0.42
519.lbm_r,1,average,183321390,200394510,0.71,0.69,-5.77

520.omnetpp_r,1,region_1,211857600,210788160,0.57,0.57,0.50
520.omnetpp_r,1,region_2,143245200,143052720,0.84,0.84,0.13
520.omnetpp_r,1,region_3,201216480,200129520,0.60,0.60,0.54
520.omnetpp_r,1,region_4,203136000,202027440,0.59,0.59,0.55
520.omnetpp_r,1,region_5,2305200,2306160,0.78,0.78,-0.04
520.omnetpp_r,1,region_6,170463840,169475760,0.70,0.71,0.58
520.omnetpp_r,1,region_7,202691280,201589200,0.59,0.60,0.54
520.omnetpp_r,1,region_8,482418960,479187840,0.25,0.25,0.67
520.omnetpp_r,1,region_9,201369840,200285520,0.60,0.60,0.54
520.omnetpp_r,1,region_10,212390640,211352880,0.56,0.57,0.49
520.omnetpp_r,1,region_11,206120640,205017600,0.58,0.59,0.54
520.omnetpp_r,1,average,203383244,202292073,0.61,0.61,0.46

521.wrf_r,1,region_1,116620320,116545920,1.03,1.03,0.06
521.wrf_r,1,region_2,140819040,140848080,0.85,0.85,-0.02
521.wrf_r,1,region_3,205544880,205559760,0.58,0.58,-0.01
521.wrf_r,1,region_4,292861680,292869120,0.41,0.41,-0.00
521.wrf_r,1,region_5,101066400,101057040,1.19,1.19,0.01
521.wrf_r,1,region_6,173658720,173473200,0.69,0.69,0.11
521.wrf_r,1,region_7,125340000,121793280,0.96,0.99,2.83
521.wrf_r,1,region_8,123414240,121909200,0.97,0.98,1.22
521.wrf_r,1,region_9,116342400,112716720,1.03,1.06,3.12
521.wrf_r,1,region_10,143583120,140776320,0.84,0.85,1.95
521.wrf_r,1,region_11,106821840,103797360,1.12,1.16,2.83
521.wrf_r,1,region_12,301240800,301296720,0.40,0.40,-0.02
521.wrf_r,1,region_13,125026560,125046000,0.96,0.96,-0.02
521.wrf_r,1,region_14,139104240,138310320,0.86,0.87,0.57
521.wrf_r,1,region_15,144470640,141162480,0.83,0.85,2.29
521.wrf_r,1,region_16,331706400,331741440,0.36,0.36,-0.01
521.wrf_r,1,region_17,326651760,326719680,0.37,0.37,-0.02
521.wrf_r,1,region_18,345027600,345096960,0.35,0.35,-0.02
521.wrf_r,1,region_19,155673120,155660880,0.77,0.77,0.01
521.wrf_r,1,region_20,104481600,104460720,1.15,1.15,0.02
521.wrf_r,1,region_21,217354080,217326720,0.55,0.55,0.01
521.wrf_r,1,region_22,263658240,263696400,0.46,0.46,-0.01
