bench,src,pc,latency
526.blender_r/1,1/super_hot_regions:26,0x56d60d40296c,1
526.blender_r/1,1/super_hot_regions:26,0x56d60d402977,0
526.blender_r/1,1/super_hot_regions:26,0x56d60d40297d,0
526.blender_r/1,1/super_hot_regions:67,0x56d60d484d93,1
526.blender_r/1,1/super_hot_regions:67,0x56d60d484d9c,0
526.blender_r/1,1/super_hot_regions:73,0x56d60d4896bc,1
526.blender_r/1,1/super_hot_regions:73,0x56d60d4896bf,0
526.blender_r/1,1/super_hot_regions:82,0x56d60d489904,1
526.blender_r/1,1/super_hot_regions:82,0x56d60d489907,0
526.blender_r/1,1/super_hot_regions:103,0x56d60d473fb2,1
526.blender_r/1,1/super_hot_regions:103,0x56d60d473fc5,0
526.blender_r/1,1/super_hot_regions:104,0x56d60d473fb6,1
526.blender_r/1,1/super_hot_regions:104,0x56d60d473fcf,0
