run_tag,timestamp_utc,pblock,pblock_clb_total,pblock_clb_used,pblock_dsp_total,pblock_dsp_used,total_on_chip_power_w,dynamic_power_w,device_static_power_w,fmax_mhz,wns_ns,stage_count,muops,pcs,latencies
641.leela_s,2025-07-11T20:01:44Z,pblock_2,2460,150,144,20,2.904,0.43,2.474,414.365,0.92,1+1+1+1,"MOVSXD-IMUL, MOVSXD-SHR, MOVSXD-IMUL-SAR, MOV-MOV","0x61244ae5ce7b,0x61244ae5ce7e,0x61244ae5ce82,0x61244ae5ce85,0x61244ae89eb1,0x61244ae89eb4,0x61244ae89ec0,0x61244ae5cd01,0x61244ae5cd0a","1,0,1,0,1,0,0,1,0"
